Date,2018-12-31,2017-12-31,2016-12-31
Cash and cash equivalents,123551374.8191,25341596.1306,53780417.5666
Short-term investments,36585383.5022,44367140.266,38419438.4449
Cash and short-term investments,160136758.3213,69708736.3966,92199856.0115
Receivables,4134442.8365,3083131.8017,4087544.9964
Inventories,30511722.1418,21773881.4994,19400143.9885
Total current assets,218103762.6628,110408857.3156,129706119.5104
Property Plant & Equipment Net,2938060.7815,2573760.5804,3526277.8978
Goodwill and Intangible Assets,651664.2547,718107.6179,764002.8798
Long-term investments,1612156.2952,1683796.8561,1583873.2901
Tax assets,0.0,0.0,0.0
Total non-current assets,5690448.6252,4975665.0544,5874154.0677
Total assets,223794211.288,115384522.37,135580273.5781
Payables,30717510.8538,19368198.3071,14108423.3261
Short-term debt,0.0,0.0,0.0
Total current liabilities,45516497.8292,30404776.2999,24788048.9561
Long-term debt,0.0,0.0,0.0
Total debt,0.0,0.0,0.0
Deferred revenue,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0
Total non-current liabilities,1177279.3054,0.0,0.0
Total liabilities,46693777.1346,30404776.2999,24788048.9561
Other comprehensive income,9706657.0188,7187122.1282,9340532.7574
Retained earnings (deficit),-200250217.0767,-151698609.4317,-108719654.4276
Total shareholders equity,177174529.6671,-143008162.0314,-99693736.5011
Investments,38197539.7974,46050937.1221,40003311.7351
Net Debt,,,
Other Assets,24307076.7004,,
Other Liabilities,14798986.9754,11036577.9928,10679625.63
