date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,0.0,-30000000.0,-10000000.0,0.0,0.0,0.0,0.0,0.0,-95000000.0,-138000000.0,-31980000.0,-20439000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,49413000.0,60910000.0,87982000.0,53568000.0,48272000.0,65543000.0,104897000.0,66367000.0,49439000.0,24221000.0,28096000.0,23664000.0,28457000.0,44309000.0,43169000.0,9938000.0,11683000.0,17301000.0,14482000.0,18741000.0,12269000.0,23600000.0,30400000.0,9100000.0,5400000.0,5400000.0
,commonStockRepurchased,-427001000.0,-346352000.0,-407384000.0,-248339000.0,-292258000.0,-291374000.0,-275788000.0,-206577000.0,-157543000.0,-208932000.0,-119775000.0,-53136000.0,-129251000.0,-205084000.0,-107398000.0,-164118000.0,-135509000.0,-95453000.0,-147857000.0,-103349000.0,-24843000.0,-66000000.0,-55200000.0,-43600000.0,-9800000.0,-18400000.0
,dividendsPaid,-103914000.0,-100745000.0,-94318000.0,-88862000.0,-84686000.0,-80030000.0,-74294000.0,-34400000.0,-135335000.0,-22041000.0,-54634000.0,-30598000.0,-28946000.0,-25683000.0,-22704000.0,-21283000.0,-19748000.0,-13702000.0,-12050000.0,-9786000.0,-7786000.0,-6400000.0,-5300000.0,-4800000.0,-4100000.0,-3400000.0
,otherFinancingActivites,-633000.0,-433000.0,0.0,0.0,8984000.0,16056000.0,20435000.0,11825000.0,583000.0,1434000.0,1877000.0,5725000.0,0.0,23699000.0,32150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0
,netCashUsedProvidedByFinancingActivities,-482135000.0,-386620000.0,-443720000.0,-253633000.0,-319688000.0,-289805000.0,-224750000.0,-162785000.0,-242856000.0,-300318000.0,-282436000.0,167675000.0,-142707000.0,-191426000.0,-71334000.0,-185019000.0,-157962000.0,-103827000.0,-152980000.0,-72783000.0,-22360000.0,-50800000.0,-32100000.0,-24300000.0,11600000.0,-16400000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,4129000.0,6186000.0,-11024000.0,14583000.0,-9923000.0,-11425000.0,-7495000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-56820000.0,86508000.0,10287000.0,48546000.0,16040000.0,12215000.0,89173000.0,126026000.0,31261000.0,-75306000.0,-94585000.0,174234000.0,55722000.0,73973000.0,156820000.0,-86838000.0,17013000.0,34229000.0,2039000.0,16009000.0,86370000.0,20200000.0,0.0,0.0,0.0,0.0
,cashAtEndOfPeriod,787727000.0,844547000.0,758039000.0,744247000.0,695701000.0,679661000.0,667446000.0,578273000.0,452247000.0,420986000.0,496292000.0,590877000.0,416643000.0,360921000.0,286948000.0,130128000.0,216966000.0,199953000.0,165724000.0,163685000.0,159576000.0,73200000.0,0.0,0.0,0.0,0.0
,cashAtBeginningOfPeriod,844547000.0,758039000.0,747752000.0,695701000.0,679661000.0,667446000.0,578273000.0,452247000.0,420986000.0,496292000.0,590877000.0,416643000.0,360921000.0,286948000.0,130128000.0,216966000.0,199953000.0,165724000.0,163685000.0,147676000.0,73206000.0,53000000.0,16900000.0,13200000.0,10300000.0,20200000.0
,operatingCashFlow,488682000.0,545122000.0,588401000.0,459898000.0,425236000.0,391460000.0,374803000.0,351224000.0,257490000.0,256962000.0,229326000.0,345471000.0,284728000.0,361457000.0,346170000.0,214437000.0,186510000.0,178003000.0,175734000.0,174379000.0,148263000.0,92900000.0,99900000.0,49900000.0,33300000.0,24400000.0
,capitalExpenditure,-78567000.0,-77171000.0,-73316000.0,-86568000.0,-81789000.0,-73881000.0,-63346000.0,-55851000.0,-54074000.0,-53225000.0,-52340000.0,-63216000.0,-78302000.0,-94319000.0,-106122000.0,-15725000.0,-14236000.0,-23736000.0,-24818000.0,-40342000.0,-27188000.0,-17300000.0,-21800000.0,-13000000.0,-33100000.0,-8600000.0
,freeCashFlow,410115000.0,467951000.0,515085000.0,373330000.0,343447000.0,317579000.0,311457000.0,295373000.0,203416000.0,203737000.0,176986000.0,282255000.0,206426000.0,267138000.0,240048000.0,198712000.0,172274000.0,154267000.0,150916000.0,134037000.0,121075000.0,75600000.0,78100000.0,36900000.0,200000.0,15800000.0
