date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,447286000.0,501426000.0,505868000.0,404389000.0,333817000.0,331655000.0,318713000.0,288124000.0,206848000.0,204959000.0,231687000.0,174335000.0,139254000.0,259809000.0,236990000.0,188344000.0,169021000.0,142981000.0,140520000.0,124944000.0,98963000.0,68400000.0,43700000.0,26800000.0,6800000.0,19200000.0
,depreciationAndAmortization,83934000.0,80855000.0,77687000.0,75586000.0,71832000.0,66674000.0,61127000.0,57099000.0,55844000.0,48759000.0,45950000.0,66139000.0,46959000.0,37136000.0,29147000.0,17585000.0,16183000.0,16788000.0,18060000.0,19650000.0,17305000.0,15800000.0,15700000.0,14100000.0,10000000.0,11600000.0
,deferredIncomeTax,-1036000.0,-3414000.0,5998000.0,-21046000.0,4794000.0,-1394000.0,-3330000.0,-22825000.0,-1191000.0,1001000.0,6461000.0,67265000.0,-34727000.0,420000.0,12520000.0,26218000.0,19396000.0,3590000.0,4529000.0,3944000.0,349000.0,-3500000.0,-3600000.0,900000.0,3800000.0,-700000.0
,stockBasedCompensation,27014000.0,24582000.0,23805000.0,36366000.0,16017000.0,17312000.0,13463000.0,37865000.0,15736000.0,14112000.0,26783000.0,14503000.0,16010000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-27578000.0,116176000.0,30345000.0,76297000.0,9221000.0,44994000.0,95135000.0,89713000.0,65521000.0,-72241000.0,-122229000.0,268571000.0,-54790000.0,74221000.0,251840000.0,-53604000.0,33171000.0,31751000.0,5389000.0,19221000.0,94478000.0,5400000.0,400000.0,17300000.0,-24200000.0,-9900000.0
,accountsReceivables,-45867000.0,-29801000.0,-25855000.0,-47631000.0,-18470000.0,-28174000.0,-16917000.0,-25793000.0,-36136000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,3343000.0,-6497000.0,5652000.0,-909000.0,1455000.0,-5441000.0,-6283000.0,5000000.0,9249000.0,-2583000.0,1734000.0,-9457000.0,3618000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,983702000.0,1011280000.0,895104000.0,864759000.0,788462000.0,779241000.0,734247000.0,639112000.0,549399000.0,483878000.0,556119000.0,678348000.0,409777000.0,464567000.0,390346000.0,138506000.0,192110000.0,158939000.0,127188000.0,121799000.0,102578000.0,8100000.0,2700000.0,2300000.0,-15000000.0,9200000.0
,otherNonCashItems,-1878000.0,-6364000.0,-5660000.0,-2191000.0,390000.0,-2440000.0,-2439000.0,-3972000.0,6680000.0,-473000.0,1388000.0,6760000.0,91619000.0,28497000.0,197329000.0,0.0,0.0,0.0,0.0,-2737000.0,0.0,100000.0,-200000.0,0.0,0.0,100000.0
,netCashProvidedByOperatingActivites,488682000.0,545122000.0,588401000.0,459898000.0,425236000.0,391460000.0,374803000.0,351224000.0,257490000.0,256962000.0,229326000.0,345471000.0,284728000.0,361457000.0,346170000.0,214437000.0,186510000.0,178003000.0,175734000.0,174379000.0,148263000.0,92900000.0,99900000.0,49900000.0,33300000.0,24400000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-54448000.0,-43097000.0,-29095000.0,-25525000.0,-31397000.0,-44465000.0,-28469000.0,-16351000.0,-23070000.0,-12271000.0,-13611000.0,-19272000.0,-26326000.0,-94319000.0,-106122000.0,-15725000.0,-14236000.0,-23736000.0,-24818000.0,-40342000.0,-27188000.0,-17300000.0,-21800000.0,-13000000.0,-33100000.0,-8600000.0
,acquisitionsNet,0.0,0.0,-6000000.0,-80000000.0,0.0,0.0,0.0,6000000.0,0.0,0.0,0.0,0.0,0.0,0.0,5000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-143493000.0,-174997000.0,-203460000.0,-69525000.0,-73193000.0,-53538000.0,-58754000.0,-60164000.0,-37481000.0,-81460000.0,-39085000.0,-322528000.0,-61648000.0,-73364000.0,-80683000.0,-38084000.0,-28532000.0,-57421000.0,-23796000.0,-69647000.0,-17660000.0,-2500000.0,-2600000.0,0.0,0.0,-5400000.0
,salesMaturitiesOfInvestments,155952000.0,171450000.0,167876000.0,65830000.0,69293000.0,46312000.0,63434000.0,47574000.0,108182000.0,104735000.0,87033000.0,52832000.0,60703000.0,68856000.0,63926000.0,4845000.0,61829000.0,52367000.0,30701000.0,24618000.0,2495000.0,0.0,0.0,0.0,6500000.0,0.0
,otherInvestingActivites,-1388000.0,2538000.0,-8676000.0,-1805000.0,3313000.0,301000.0,-301000.0,0.0,0.0,-2000000.0,-37083000.0,-6000000.0,-3750000.0,2769000.0,4863000.0,-67292000.0,-30596000.0,-11157000.0,-2802000.0,-216000.0,2820000.0,-2000000.0,-7300000.0,-8900000.0,-15300000.0,-3900000.0
,netCashUsedForInvestingActivites,-67496000.0,-78180000.0,-123370000.0,-172302000.0,-79585000.0,-78015000.0,-53385000.0,-62413000.0,16627000.0,-31950000.0,-41475000.0,-338912000.0,-86299000.0,-96058000.0,-118016000.0,-116256000.0,-11535000.0,-39947000.0,-20715000.0,-85587000.0,-39533000.0,-21800000.0,-31700000.0,-21900000.0,-41900000.0,-17900000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
