Date,2018-12-31,2017-12-31,2016-12-31
Cash and cash equivalents,60022000.0,28360000.0,7827000.0
Short-term investments,0.0,0.0,0.0
Cash and short-term investments,60022000.0,28360000.0,7827000.0
Receivables,7107000.0,6955000.0,5884000.0
Inventories,13710000.0,11458000.0,8204000.0
Total current assets,81723000.0,47223000.0,21726000.0
Property Plant & Equipment Net,13416000.0,10913000.0,6888000.0
Goodwill and Intangible Assets,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0
Total non-current assets,15523000.0,13012000.0,9129000.0
Total assets,97246000.0,60235000.0,30855000.0
Payables,3148000.0,2252000.0,1967000.0
Short-term debt,3163000.0,3020000.0,2490000.0
Total current liabilities,14043000.0,14617000.0,9206000.0
Long-term debt,31317000.0,18932000.0,9462000.0
Total debt,34480000.0,21952000.0,11952000.0
Deferred revenue,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0
Total non-current liabilities,31642000.0,19838000.0,10279000.0
Total liabilities,45685000.0,34455000.0,19485000.0
Other comprehensive income,0.0,0.0,0.0
Retained earnings (deficit),-214382000.0,-171914000.0,-140909000.0
Total shareholders equity,51561000.0,-126857000.0,-96267000.0
Investments,0.0,0.0,0.0
Net Debt,-25542000.0,-6408000.0,4125000.0
Other Assets,884000.0,450000.0,-189000.0
Other Liabilities,7732000.0,9345000.0,4749000.0
