Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Cash and cash equivalents,13804000.0,8751000.0,12219000.0,6263000.0
Short-term investments,0.0,0.0,0.0,0.0
Cash and short-term investments,13804000.0,8751000.0,12219000.0,6263000.0
Receivables,101620000.0,92970000.0,44437000.0,49930000.0
Inventories,23464000.0,22693000.0,19549000.0,21108000.0
Total current assets,160135000.0,133934000.0,109030000.0,83972000.0
Property Plant & Equipment Net,153878000.0,128518000.0,150706000.0,259287000.0
Goodwill and Intangible Assets,9019000.0,10832000.0,13228000.0,30675000.0
Long-term investments,0.0,0.0,0.0,0.0
Tax assets,15536000.0,0.0,0.0,0.0
Total non-current assets,164414000.0,141725000.0,164901000.0,292365000.0
Total assets,324549000.0,275659000.0,273931000.0,376337000.0
Payables,51568000.0,36027000.0,28124000.0,20858000.0
Short-term debt,422000.0,79443000.0,291000.0,77838000.0
Total current liabilities,89523000.0,149295000.0,46926000.0,119789000.0
Long-term debt,29500000.0,41028000.0,120507000.0,4364000.0
Total debt,29922000.0,120471000.0,120798000.0,82202000.0
Deferred revenue,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0
Total non-current liabilities,29755000.0,41396000.0,120881000.0,4637000.0
Total liabilities,122729000.0,190691000.0,167807000.0,124426000.0
Other comprehensive income,347259000,0.0,0.0,0.0
Retained earnings (deficit),-145783000.0,-127662000.0,-106506000.0,48243000.0
Total shareholders equity,201820000.0,84968000.0,106124000.0,251911000.0
Investments,0.0,0.0,0.0,0.0
Net Debt,16118000.0,111720000.0,108579000.0,75939000.0
Other Assets,0.0,9520000.0,32825000.0,6671000.0
Other Liabilities,3451000.0,33825000.0,18511000.0,21093000.0
