date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,331151000.0,443599000.0,454918000.0,364149000.0,304261000.0,279328000.0,277977000.0,237866000.0,237952000.0,217535000.0,208764000.0,179034000.0,207255000.0,212071000.0,193591000.0,165423000.0,141325000.0,130501000.0,116986000.0,80916000.0,108817000.0,97600000.0,75600000.0,63500000.0,55000000.0,46300000.0,37400000.0,47100000.0,24100000.0,200000.0,-8200000.0,2700000.0
,depreciationAndAmortization,123785000.0,54091000.0,50172000.0,47812000.0,48177000.0,41960000.0,39694000.0,38471000.0,37776000.0,37628000.0,37588000.0,36459000.0,33567000.0,31357000.0,25169000.0,26343000.0,25859000.0,27751000.0,31494000.0,38330000.0,35507000.0,37400000.0,29100000.0,13900000.0,25300000.0,21000000.0,5600000.0,11200000.0,8800000.0,7500000.0,8200000.0,7000000.0
,deferredIncomeTax,-15832000.0,7614000.0,52923000.0,-14493000.0,-11598000.0,-19059000.0,-4130000.0,3279000.0,-6405000.0,8061000.0,4644000.0,-9854000.0,11421000.0,857000.0,-1266000.0,555000.0,5319000.0,-3778000.0,-7817000.0,-7505000.0,-1785000.0,-6100000.0,-5600000.0,-6400000.0,-4000000.0,-1200000.0,2100000.0,-6400000.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,13918000.0,15946000.0,13943000.0,13013000.0,11799000.0,12737000.0,12503000.0,11963000.0,12836000.0,15963000.0,14925000.0,12645000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,30410050000.0,-1191497000.0,-473818000.0,-1257607000.0,-1518014000.0,-250660000.0,-3614000000.0,-1092000000.0,-2673000000.0,-2629000000.0,-1180000000.0,-1123000000.0,-1270000000.0,-190000000.0,-1074000000.0,-1592000000.0,-106000000.0,-45000000.0,-1077000000.0,-536000000.0,-600000000.0,-129000000.0,-1535000000.0,-215000000.0,-4509000000.0,3498000000.0,-3498000000.0,0.0,0.0,0.0,0.0,-34900000.0
,accountsReceivables,-158264000.0,-15570000.0,-85898000.0,-55179000.0,-7395000.0,-12860000.0,-73184000.0,-7996000.0,48176000.0,-15502000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,-18381000.0,-24181000.0,71172000.0,-5945000.0,-11902000.0,-24518000.0,-170389000.0,-30289000.0,-10516000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,529454000.0,-29880596000.0,-28689099000.0,-28215281000.0,-26957674000.0,-25439660000.0,-25189000000.0,-21575000000.0,-20483000000.0,-17810000000.0,-15181000000.0,-14001000000.0,-12878000000.0,-11608000000.0,-11418000000.0,-10344000000.0,-8752000000.0,-8646000000.0,-8601000000.0,-7524000000.0,-6988000000.0,-6388000000.0,-6259000000.0,-4724000000.0,-4509000000.0,0.0,-3498000000.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,0.0,-9395000.0,-8652000.0,-7887000.0,-7217000.0,-5350000.0,-2457000.0,132000.0,-4038000.0,-16913000.0,-4517000.0,-4858000.0,24483000.0,-3561000.0,-5080000.0,21076000.0,6090000.0,-8178000.0,136675000.0,4069000.0,-8123000.0,10100000.0,20800000.0,-24700000.0,-10600000.0,-11900000.0,1100000.0,2500000.0,25200000.0,20200000.0,29100000.0,23000000.0
,netCashProvidedByOperatingActivites,524243000.0,634090000.0,562388000.0,538079000.0,437842000.0,393471000.0,286670000.0,173606000.0,299999000.0,274369000.0,424533000.0,273929000.0,234374000.0,201283000.0,-53135000.0,132436000.0,128781000.0,202362000.0,272196000.0,97636000.0,129659000.0,136600000.0,115300000.0,43800000.0,64700000.0,85900000.0,47100000.0,43000000.0,54900000.0,32500000.0,45400000.0,-2700000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,-206716000.0,-79270000.0,-34089000.0,-53648000.0,-147129000.0,-131970000.0,-39599000.0,-24891000.0,-26719000.0,-16826000.0,-78262000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,831000000.0,-2000000.0,-7000000.0,-1000000.0,0.0,-1000000.0,-1000000.0,-3000000.0,-100000000.0,-13000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,-23956020000.0,-18192557000.0,-13529192000.0,-16419833000.0,-14149258000.0,-19484433000.0,-11435715000.0,-18565561000.0,-8835757000.0,-11472764000.0,-12390403000.0,-7650782000.0,-13593106000.0,-14070071000.0,-10763788000.0,-8518256000.0,-8604817000.0,-7933246000.0,-6674787000.0,-3448707000.0,-2172200000.0,-2324000000.0,-1277600000.0,-648700000.0,-807500000.0,-661700000.0,-1589300000.0,-819500000.0,-622600000.0,-278000000.0,-565500000.0
