date,,2020-09-27_FY,2019-09-29_FY,2018-09-30_FY,2017-10-01_FY,2016-10-02_FY,2015-09-27_FY,2014-09-28_FY,2013-09-29_FY,2012-09-30_FY,2011-10-02_FY,2010-10-03_FY,2009-09-27_FY,2008-09-28_FY,2007-09-30_FY,2006-10-01_FY,2005-10-02_FY,2004-10-03_FY,2003-09-28_FY,2002-09-29_FY,2001-09-30_FY,2000-10-01_FY,1999-10-03_FY,1998-09-27_FY,1997-09-28_FY,1996-09-29_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,925000000.0,3599200000.0,4518300000.0,2884700000.0,2817700000.0,2757400000.0,2068000000.0,8000000.0,1383800000.0,1246000000.0,946000000.0,391000000.0,316000000.0,672638000.0,564000000.0,494000000.0,389000000.0,265000000.0,211000000.0,181210000.0,95000000.0,102000000.0,68000000.0,55000000.0,42000000.0
,depreciationAndAmortization,1503000000.0,1449300000.0,1305900000.0,1067100000.0,1030100000.0,933800000.0,748000000.0,656000000.0,580600000.0,550000000.0,541000000.0,563000000.0,605000000.0,491891000.0,413000000.0,367000000.0,314000000.0,266000000.0,226000000.0,177087000.0,142000000.0,108000000.0,81000000.0,59000000.0,39000000.0
,deferredIncomeTax,-25000000.0,-1495400000.0,714900000.0,95100000.0,265700000.0,21200000.0,10000000.0,-1046000000.0,61100000.0,106000000.0,-42000000.0,-70000000.0,-117000000.0,-37326000.0,-84000000.0,-31000000.0,-4000000.0,-7000000.0,-7000000.0,-6068000.0,-18000000.0,1000000.0,2000000.0,5000000.0,4000000.0
,stockBasedCompensation,248000000.0,308000000.0,250300000.0,176000000.0,218100000.0,209800000.0,183200000.0,142300000.0,153600000.0,145200000.0,113000000.0,83000000.0,75000000.0,0.0,105664000.0,22711000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,974800000.0,-7324800000.0,5747300000.0,851600000.0,-111800000.0,-807100000.0,1036000000.0,-1895800000.0,270800000.0,742000000.0,522000000.0,897000000.0,17079000.0,-53079000.0,-388000000.0,-623000000.0,269000000.0,26000000.0,161339000.0,2661000.0,10000000.0,-22000000.0,-15000000.0,-66000000.0,58000000.0
,accountsReceivables,-2000000.0,-197700000.0,131000000.0,-96800000.0,-55600000.0,-82800000.0,-79700000.0,-68300000.0,-90300000.0,-88700000.0,0.0,0.0,0.0,0.0,0.0,-49311000.0,-26000000.0,-16000000.0,-8000000.0,0.0,-28000000.0,3000000.0,-20000000.0,-13000000.0,-8000000.0
,inventory,-10000000.0,-173000000.0,-41200000.0,14000000.0,-67500000.0,-207900000.0,14300000.0,152500000.0,-273300000.0,-422300000.0,123000000.0,28000000.0,0.0,-48576000.0,-85527000.0,-121618000.0,-80000000.0,-80000000.0,-42000000.0,-19704000.0,-21000000.0,-38000000.0,-23000000.0,-37000000.0,41000000.0
,accountsPayables,-210000000.0,31900000.0,391600000.0,46400000.0,46900000.0,137700000.0,60400000.0,88700000.0,-105200000.0,227500000.0,-3000000.0,-53000000.0,-63000000.0,0.0,104966000.0,9717000.0,-30000000.0,-33000000.0,-8000000.0,0.0,-18000000.0,-6000000.0,-2000000.0,-10000000.0,-9000000.0
,otherWorkingCapital,460000000.0,-514800000.0,6810000000.0,1062700000.0,211100000.0,322900000.0,1130000000.0,94000000.0,1989800000.0,1719000000.0,977000000.0,455000000.0,-442000000.0,-459079000.0,-406000000.0,-18000000.0,605000000.0,336000000.0,310000000.0,148661000.0,146000000.0,136000000.0,158000000.0,173000000.0,239000000.0
,otherNonCashItems,0.0,-367000000.0,-1287400000.0,-149100000.0,-115900000.0,-392200000.0,-148000000.0,29000000.0,23600000.0,-129000000.0,21000000.0,219000000.0,324000000.0,44547000.0,-33000000.0,-20000000.0,-2000000.0,-8000000.0,-6000000.0,0.0,49000000.0,0.0,8000000.0,4000000.0,-7000000.0
,netCashProvidedByOperatingActivites,1699000000.0,5047000000.0,11937800000.0,4174300000.0,4575100000.0,3749100000.0,608000000.0,2908000000.0,1750300000.0,1612000000.0,1705000000.0,1389000000.0,1259000000.0,1331221000.0,1132000000.0,923000000.0,863000000.0,616000000.0,497000000.0,460826000.0,319000000.0,230000000.0,152000000.0,100000000.0,136000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-1483000000.0,-1806600000.0,-1976400000.0,-1519400000.0,-1440300000.0,-1303700000.0,-1160900000.0,-1151200000.0,-856200000.0,-531900000.0,-440700000.0,-445000000.0,-984000000.0,-1080348000.0,-771230000.0,-643989000.0,-417000000.0,-378000000.0,-394000000.0,-384215000.0,-316000000.0,-258000000.0,-202000000.0,-174000000.0,-163000000.0
,acquisitionsNet,0.0,684000000.0,-703000000.0,85000000.0,70000000.0,-284300000.0,0.0,-610400000.0,-129000000.0,-55800000.0,-12000000.0,0.0,-74000000.0,-53000000.0,-91734000.0,-21583000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-443000000.0,-10412700000.0,-191900000.0,-2716900000.0,-3581300000.0,-2003500000.0,-758600000.0,-588100000.0,-1748600000.0,-555900000.0,-549000000.0,-129000000.0,-71000000.0,-293974000.0,-639192000.0,-643488000.0,0.0,0.0,0.0,-184187000.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,504300000.0,149600000.0,27900000.0,18800000.0,456100000.0,1040000000.0,1796400000.0,430000000.0,209000000.0,111000000.0,20000000.0,225664000.0,269134000.0,469554000.0,0.0,0.0,0.0,140431000.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,11208500000.0,5600000.0,3236700000.0,2770800000.0,2052400000.0,611600000.0,936700000.0,-41800000.0,-305900000.0,-348800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5082000.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-1711000000.0,-1010800000.0,-2361500000.0,-850000000.0,-2222900000.0,-1520300000.0,-818000000.0,-1411000000.0,-974000000.0,-1020000000.0,-790000000.0,-421000000.0,-1087000000.0,-1201951000.0,-841000000.0,-221000000.0,-754000000.0,-616000000.0,-504000000.0,-433053000.0,-373000000.0,-336000000.0,-149000000.0,-195000000.0,-213000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
