date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,351200000.0,400900000.0,360200000.0,243100000.0,293000000.0,277300000.0,325300000.0,326500000.0,299700000.0,267900000.0,217200000.0,180100000.0,222700000.0,208300000.0,158100000.0,165100000.0,154700000.0,115100000.0,83200000.0,48300000.0,138200000.0,145800000.0,169400000.0,130300000.0,141500000.0,121900000.0,106500000.0
,depreciationAndAmortization,157600000.0,151000000.0,148400000.0,99800000.0,92300000.0,85200000.0,79200000.0,70600000.0,66800000.0,68200000.0,72500000.0,70600000.0,63100000.0,60200000.0,55400000.0,50400000.0,48900000.0,52600000.0,49800000.0,53000000.0,54900000.0,52800000.0,48100000.0,43200000.0,39300000.0,36200000.0,34000000.0
,deferredIncomeTax,3300000.0,6100000.0,49000000.0,-14300000.0,8500000.0,-6800000.0,21100000.0,4900000.0,11900000.0,18800000.0,25000000.0,32300000.0,700000.0,-3700000.0,11400000.0,6400000.0,17100000.0,12400000.0,300000.0,-16600000.0,2200000.0,8500000.0,5200000.0,-11500000.0,-1400000.0,2600000.0,6300000.0
,stockBasedCompensation,23900000.0,16400000.0,24200000.0,22300000.0,22300000.0,17000000.0,16400000.0,14300000.0,15800000.0,15100000.0,11400000.0,10300000.0,12500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-89900000.0,-75100000.0,-93600000.0,-63700000.0,177000000.0,-345500000.0,-35200000.0,156600000.0,147400000.0,80300000.0,281700000.0,5300000.0,125600000.0,-63600000.0,-27500000.0,-23500000.0,62200000.0,79300000.0,117200000.0,93800000.0,-78800000.0,-10400000.0,-120100000.0,4100000.0,30600000.0,192400000.0,-29600000.0
,accountsReceivables,55500000.0,46200000.0,-75400000.0,3900000.0,-42300000.0,1900000.0,-17800000.0,-30900000.0,-1800000.0,-51600000.0,-26100000.0,85500000.0,-3700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,50700000.0,12200000.0,34200000.0,-90300000.0,18400000.0,-80800000.0,-46900000.0,-25900000.0,-11800000.0,-16400000.0,-32600000.0,98700000.0,6900000.0,24200000.0,-86300000.0,-13200000.0,-9100000.0,52900000.0,68300000.0,58500000.0,-11400000.0,25000000.0,-2200000.0,-27300000.0,1300000.0,-12300000.0,-17300000.0
,accountsPayables,22600000.0,-41200000.0,21500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,639400000.0,729300000.0,804400000.0,898000000.0,961700000.0,784700000.0,1130200000.0,1165400000.0,1008800000.0,861400000.0,781100000.0,499400000.0,494100000.0,368500000.0,432100000.0,459600000.0,483100000.0,420900000.0,341600000.0,224400000.0,130600000.0,209400000.0,219800000.0,339900000.0,335800000.0,305200000.0,112800000.0
,otherNonCashItems,-15500000.0,1200000.0,-20600000.0,1100000.0,-15200000.0,-20700000.0,-21800000.0,1300000.0,-23300000.0,-3800000.0,-200000.0,-5200000.0,2100000.0,5800000.0,8900000.0,-21000000.0,5500000.0,11000000.0,900000.0,0.0,0.0,-5600000.0,900000.0,2500000.0,6700000.0,-6400000.0,4600000.0
,netCashProvidedByOperatingActivites,648000000.0,591600000.0,517100000.0,379000000.0,398200000.0,331100000.0,391500000.0,381800000.0,349100000.0,335000000.0,266200000.0,397700000.0,319200000.0,335200000.0,139900000.0,184100000.0,185000000.0,243600000.0,179400000.0,199300000.0,123800000.0,176000000.0,190400000.0,148600000.0,189200000.0,152600000.0,121800000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-55900000.0,-86800000.0,-73400000.0,-39100000.0,-27600000.0,-21900000.0,-28600000.0,-48600000.0,-92000000.0,-164500000.0,-81700000.0,-39100000.0,-38200000.0,-163200000.0
,acquisitionsNet,-240000000.0,-37000000.0,-1118000000.0,-184000000.0,-173000000.0,-163000000.0,-184000000.0,-97000000.0,-84000000.0,-30000000.0,0.0,-356000000.0,-267000000.0,-53000000.0,-146000000.0,-54000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-35100000.0,-14100000.0,-16600000.0,-20900000.0,-20000000.0,-24500000.0,-17600000.0,-11100000.0,-9500000.0,-23800000.0,-25400000.0,-5200000.0,-16600000.0,-41200000.0,-153600000.0,-238600000.0,-415000000.0,-71300000.0,-53100000.0,-104900000.0,-5600000.0,0.0,-31600000.0,-50800000.0,-9800000.0,-13600000.0,-11500000.0
,salesMaturitiesOfInvestments,28900000.0,12500000.0,20500000.0,17400000.0,13300000.0,13800000.0,12100000.0,10500000.0,19400000.0,9400000.0,14900000.0,14700000.0,20800000.0,38600000.0,317400000.0,319700000.0,329000000.0,82300000.0,97800000.0,162200000.0,19400000.0,0.0,39800000.0,15400000.0,15200000.0,47400000.0,47200000.0
,otherInvestingActivites,5400000.0,4000000.0,8900000.0,21700000.0,17300000.0,2000000.0,7000000.0,4800000.0,7000000.0,12900000.0,3100000.0,2600000.0,6200000.0,600000.0,1400000.0,1600000.0,5700000.0,9600000.0,7800000.0,4600000.0,8600000.0,-11600000.0,-40600000.0,14800000.0,-40500000.0,2100000.0,1400000.0
,netCashUsedForInvestingActivites,-328800000.0,-128900000.0,-1201400000.0,-245600000.0,-230000000.0,-249200000.0,-242600000.0,-151100000.0,-116100000.0,-86500000.0,-54700000.0,-373100000.0,-306400000.0,-105700000.0,-66700000.0,-30400000.0,-108700000.0,-5600000.0,-237500000.0,32600000.0,14500000.0,-66200000.0,-196900000.0,-102300000.0,-74200000.0,-2300000.0,-126100000.0
