date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-2612000000.0,565000000.0,406000000.0,377964000.0,281848000.0,764465000.0,398097000.0,232850000.0,280171000.0,472294000.0,421500000.0,299526000.0,-2517763000.0,295864000.0,244934000.0,228730000.0
,depreciationAndAmortization,1068000000.0,910000000.0,1001000000.0,889544000.0,794202000.0,500345000.0,345432000.0,283475000.0,195952000.0,154934000.0,155525000.0,202124000.0,207527000.0,199944000.0,249468000.0,280834000.0
,deferredIncomeTax,-488000000.0,-91000000.0,-308000000.0,-103308000.0,-14088000.0,-21635000.0,-79031000.0,-772000.0,-55120000.0,9942000.0,23581000.0,-12620000.0,-209042000.0,-1583000.0,-10652000.0,68198000.0
,stockBasedCompensation,205000000.0,241000000.0,203000000.0,149350000.0,242417000.0,178068000.0,85011000.0,130173000.0,64596000.0,63847000.0,59690000.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-2902000000.0,-116000000.0,-523899000.0,337846000.0,270309000.0,-1685130000.0,-187032000.0,-707285000.0,-88881000.0,-91135000.0,422215000.0,-242554000.0,361243000.0,-511257000.0,630541000.0,244008000.0
,accountsReceivables,1781000000.0,-368000000.0,-282000000.0,-455668000.0,-276154000.0,-198262000.0,-157957000.0,-127327000.0,-84017000.0,-70012000.0,-35382000.0,-36360000.0,32208000.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-1320000000.0,478000000.0,62000000.0,572717000.0,263600000.0,291706000.0,382057000.0,-6482000.0,492407000.0,145542000.0,67930000.0,106018000.0,-21043000.0,0.0,0.0,0.0
,otherWorkingCapital,-2775000000.0,-2979000000.0,-2863000000.0,-2339101000.0,-2676947000.0,-2947256000.0,-1262126000.0,-1075094000.0,-367809000.0,-278928000.0,-187793000.0,-610008000.0,-367454000.0,-728697000.0,-217440000.0,-847981000.0
,otherNonCashItems,142000000.0,-21000000.0,22000000.0,-15338000.0,7555000.0,-61535000.0,8966000.0,10576000.0,17521000.0,32332000.0,499000.0,11415000.0,60000.0,5748000.0,38863000.0,0.0
,netCashProvidedByOperatingActivites,-3834000000.0,2767000000.0,1975000000.0,1799154000.0,1564334000.0,1368045000.0,1366959000.0,763200000.0,1237182000.0,1030072000.0,777483000.0,676004000.0,520688000.0,712069000.0,617440000.0,849895000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-86658000.0,-92631000.0,-52315000.0
,acquisitionsNet,0.0,80000000.0,-53000000.0,-169000000.0,-1000000.0,-1540000000.0,-561000000.0,-541000000.0,-199000000.0,-35000000.0,-16000000.0,0.0,-538000000.0,-60000000.0,-19000000.0,11000000.0
,purchasesOfInvestments,-685000000.0,-1346000000.0,-1803000000.0,-1811355000.0,-98441000.0,-521329000.0,-1199691000.0,-1216591000.0,-1886473000.0,-1723350000.0,-990429000.0,-45903000.0,-92923000.0,-33226000.0,-1514000.0,-432000.0
,salesMaturitiesOfInvestments,1161000000.0,852000000.0,2137000000.0,1102739000.0,60935000.0,465149000.0,1162557000.0,1543426000.0,1955955000.0,1507240000.0,366036000.0,94449000.0,1155000.0,0.0,0.0,1000000.0
,otherInvestingActivites,58000000.0,21000000.0,38000000.0,7195000.0,2222000.0,11728000.0,1932000.0,-2520000.0,-2250000.0,-4292000.0,12351000.0,40659000.0,-71148000.0,0.0,0.0,-749596000.0
,netCashUsedForInvestingActivites,-263000000.0,-1553000000.0,-559000000.0,-1582390000.0,-718321000.0,-2371260000.0,-924257000.0,-525513000.0,-367825000.0,-463460000.0,-817696000.0,-47819000.0,-859558000.0,-179506000.0,-113500000.0,-801343000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-3422000000.0,-400000000.0,-500000000.0,0.0,-403517000.0,0.0,0.0,0.0,0.0,0.0,0.0,-650000000.0,-675000000.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,31000000.0,0.0,0.0,22575000.0,20404000.0,25273000.0,0.0,0.0,0.0,0.0,0.0,55038000.0,35258000.0,29060000.0
,commonStockRepurchased,-425000000.0,-743000000.0,-923000000.0,-312089000.0,-455746000.0,-60546000.0,-537861000.0,-522900000.0,-417571000.0,-316512000.0,-501993000.0,-7963000.0,-12865000.0,-1397173000.0,-295691000.0,-86556000.0
,dividendsPaid,-123000000.0,-195000000.0,-186000000.0,-175775000.0,-150159000.0,-108527000.0,-84697000.0,-75760000.0,-130423000.0,-76550000.0,-79076000.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-21000000.0,-19000000.0,-77000000.0,-43303000.0,177760000.0,11121000.0,49288000.0,24035000.0,34014000.0,5079000.0,-80135000.0,-18163000.0,13965000.0,-32844000.0,5895000.0,-66732000.0
,netCashUsedProvidedByFinancingActivities,4077000000.0,175000000.0,-1489000000.0,687514000.0,-690619000.0,1404199000.0,48149000.0,-492516000.0,-272787000.0,-397154000.0,131881000.0,-660332000.0,464801000.0,-789979000.0,9772000.0,106507000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
