date,,2020-03-31_FY,2019-03-31_FY,2018-03-31_FY,2017-03-31_FY,2016-03-31_FY,2015-03-31_FY,2014-03-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,183793000.0,159106000.0,172283000.0,108343000.0,69741000.0,79881000.0,61320000.0
,depreciationAndAmortization,17291000.0,14475000.0,7905000.0,8853000.0,7499000.0,5508000.0,6040000.0
,deferredIncomeTax,-9654000.0,-10687000.0,-6569000.0,-6093000.0,-4165000.0,-7358000.0,-7176000.0
,stockBasedCompensation,64345000.0,56561000.0,47111000.0,39357000.0,35057000.0,23200000.0,22479000.0
,changeInWorkingCapital,635950000.0,-525742000.0,-235409000.0,219049000.0,-97177000.0,92458000.0,79775000.0
,accountsReceivables,-13387000.0,21611000.0,-18202000.0,-5527000.0,-1387000.0,-8533000.0,-20341000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-8709000.0,11542000.0,392000.0,13499000.0,-13959000.0,3084000.0,4735000.0
,otherWorkingCapital,110024000.0,-525926000.0,-184000.0,235225000.0,16176000.0,-3844000.0,-394000.0
,otherNonCashItems,23434000.0,-708000.0,-1536000.0,0.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,287669000.0,224274000.0,250647000.0,229264000.0,13519000.0,196507000.0,165011000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-20722000.0,-6726000.0,-7719000.0,-14423000.0,-9385000.0,-4671000.0,-2241000.0
,acquisitionsNet,-2000000.0,-71000000.0,-3000000.0,-4000000.0,-37000000.0,0.0,0.0
,purchasesOfInvestments,-350679000.0,-146969000.0,-209319000.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,340624000.0,231460000.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,-170000.0,101000.0,1155000.0,16495000.0,225792000.0,-203615000.0,-110653000.0
,netCashUsedForInvestingActivites,-33144000.0,6459000.0,-218584000.0,-1653000.0,179553000.0,-213464000.0,-121984000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-10735000.0,-2464000.0,-19107000.0,-106256000.0,-3047000.0,0.0,0.0
,commonStockIssued,0.0,0.0,93500000.0,193565000.0,0.0,0.0,0.0
,commonStockRepurchased,-29641000.0,-69563000.0,-18075000.0,0.0,0.0,0.0,0.0
,dividendsPaid,-80655000.0,-66928000.0,-52081000.0,-55293000.0,-114297000.0,-2166000.0,-1075000.0
,otherFinancingActivites,-31108000.0,-97183000.0,-229548000.0,5908000.0,1336000.0,635000.0,-2189000.0
,netCashUsedProvidedByFinancingActivities,-152139000.0,-236138000.0,-225311000.0,102924000.0,-116008000.0,-1531000.0,-3264000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-7755000.0,-8703000.0,785000.0,-4018000.0,443000.0,-2270000.0,1271000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,94631000.0,-14108000.0,-192463000.0,326517000.0,77507000.0,-20758000.0,41034000.0
,cashAtEndOfPeriod,380746000.0,286115000.0,300223000.0,492686000.0,166169000.0,88662000.0,109420000.0
,cashAtBeginningOfPeriod,286115000.0,300223000.0,492686000.0,166169000.0,88662000.0,109420000.0,68386000.0
,operatingCashFlow,287669000.0,224274000.0,250647000.0,229264000.0,13519000.0,196507000.0,165011000.0
,capitalExpenditure,-20722000.0,-6726000.0,-7719000.0,-14423000.0,-9385000.0,-4671000.0,-2241000.0
,freeCashFlow,266947000.0,217548000.0,242928000.0,214841000.0,4134000.0,191836000.0,162770000.0
