Date,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2013-12,2012-12-31,2011-12-31,2010-12-31
Cash and cash equivalents,80500000.0,80000000.0,195500000.0,196000000.0,89600000.0,90000000.0,151700000.0,152000000.0,62500000.0,62000000.0,88300000.0,40900000.0,139800000.0
Short-term investments,45400000.0,,-8200000.0,,-10700000.0,,500600000.0,,654000000.0,,0.0,0.0,0.0
Cash and short-term investments,125900000.0,,187300000.0,,78900000.0,,652300000.0,,716500000.0,,88300000.0,40900000.0,139800000.0
Receivables,6700000.0,364000000.0,19700000.0,216000000.0,19900000.0,355000000.0,19700000.0,350000000.0,14600000.0,343000000.0,17100000.0,17000000.0,0.0
Inventories,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Total current assets,1037700000.0,1900000000.0,1118200000.0,1654000000.0,1055500000.0,1758000000.0,971900000.0,1971000000.0,842400000.0,2248000000.0,954300000.0,766900000.0,997200000.0
Property Plant & Equipment Net,349800000.0,350000000.0,235700000.0,236000000.0,321300000.0,321000000.0,403600000.0,404000000.0,445200000.0,445000000.0,475000000.0,523900000.0,516800000.0
Goodwill and Intangible Assets,1082200000.0,1082000000,659000000.0,659000000,639500000.0,639000000,537200000.0,537000000,561100000.0,561000000,574800000.0,656000000.0,279700000.0
Long-term investments,199700000.0,294000000.0,377400000.0,709000000.0,418500000.0,731000000.0,656600000.0,955000000.0,0.0,1169000000.0,0.0,0.0,1494600000.0
Tax assets,0.0,,0.0,,0.0,,-190600000.0,,-263800000.0,,11400000.0,8400000.0,12100000.0
Total non-current assets,1900500000.0,726000000.0,1653600000.0,565000000.0,1757700000.0,818000000.0,1971000000.0,685000000.0,2248100000.0,834000000.0,2438200000.0,2661700000.0,2342200000.0
Total assets,2938200000.0,2938000000.0,2771800000.0,2772000000.0,2813200000.0,2813000000.0,2942900000.0,2943000000.0,3090500000.0,3090000000.0,3392500000.0,3428600000.0,3339400000.0
Payables,101200000.0,101000000.0,62900000.0,63000000.0,84900000.0,85000000.0,101800000.0,102000000.0,86700000.0,87000000.0,94100000.0,96000000.0,65100000.0
Short-term debt,83700000.0,84000000.0,208500000.0,208000000.0,5600000.0,6000000.0,167300000.0,167000000.0,283600000.0,284000000.0,519400000.0,320800000.0,286100000.0
Total current liabilities,971300000.0,971000000.0,1091400000.0,1091000000.0,948700000.0,949000000.0,1021900000.0,1022000000.0,1072800000.0,1073000000.0,1378500000.0,1073700000.0,1104900000.0
Long-term debt,537100000.0,537000000.0,299700000.0,300000000.0,556500000.0,556000000.0,385600000.0,386000000.0,399400000.0,399000000.0,492200000.0,1059500000.0,923300000.0
Total debt,620800000.0,537000000.0,508200000.0,300000000.0,562100000.0,556000000.0,552900000.0,386000000.0,683000000.0,399000000.0,1011600000.0,1380300000.0,1209400000.0
Deferred revenue,28300000.0,28000000.0,23500000.0,24000000.0,55900000.0,56000000.0,53900000.0,54000000.0,71600000.0,72000000.0,67600000.0,101300000.0,58900000.0
Tax Liabilities,5000000.0,62000000.0,22000000.0,152000000.0,0.0,108000000.0,17600000.0,186000000.0,0.0,255000000.0,9500000.0,93500000.0,0.0
Deposit Liabilities,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Total non-current liabilities,650700000.0,726000000.0,474100000.0,565000000.0,729600000.0,818000000.0,604500000.0,685000000.0,709700000.0,834000000.0,857900000.0,1458500000.0,1335600000.0
Total liabilities,1697000000.0,1697000000.0,1656600000.0,1657000000.0,1767200000.0,1767000000.0,1706500000.0,1706000000.0,1906700000.0,1907000000.0,2312800000.0,2608600000.0,2515000000.0
Other comprehensive income,0.0,1000000.0,0.0,17000000.0,0.0,42000000.0,0.0,187000000.0,0.0,308000000.0,0.0,0.0,0.0
Retained earnings (deficit),1489300000.0,1489000000.0,2379200000.0,2379000000.0,1996600000.0,1997000000.0,1682900000.0,1683000000.0,3777700000.0,3778000000.0,3477700000.0,3191300000.0,3039800000.0
Total shareholders equity,1241200000.0,1241000000.0,1115200000.0,1115000000.0,1046000000.0,1046000000.0,1236400000.0,1236000000.0,1183800000.0,1184000000.0,1079700000.0,820000000.0,824400000.0
Investments,245100000.0,294000000.0,369200000.0,709000000.0,407800000.0,731000000.0,1157200000.0,955000000.0,654000000.0,1169000000.0,0.0,0.0,1494600000.0
Net Debt,540300000.0,541000000,312700000.0,312000000,472500000.0,472000000,401200000.0,401000000,620500000.0,621000000,923300000.0,1339400000.0,1069600000.0
Other Assets,0.0,768000000,0.0,757000000,0.0,677000000,0.0,546000000,0.0,508000000,0.0,0.0,0.0
Other Liabilities,75000000.0,880000000,91100000.0,888000000,88900000.0,956000000,80100000.0,794000000,124200000.0,810000000,76400000.0,76400000.0,74500000.0
