Date,2018-12-30,2017-12-31,2016-12-25,2015-12-27,2014-12-28,2013-12-29,2012-12-30,2012-01-01
Cash and cash equivalents,52770000.0,46162000.0,175652000.0,153605000.0,130176000.0,38288000.0,13440921.0,25379000.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,52770000.0,46162000.0,175652000.0,153605000.0,130176000.0,38288000.0,13440921.0,25379000.0
Receivables,174274000.0,151692000.0,138115000.0,136249000.0,80151000.0,71401000.0,35767992.0,59236000.0
Inventories,25022000.0,18654000.0,18167000.0,15744000.0,9824000.0,7697000.0,5497205.0,6017000.0
Total current assets,297609000.0,263197000.0,370348000.0,331910000.0,239912000.0,140617000.0,57579271.0,113462000.0
Property, Plant & Equipment Net,339608000.0,373123000.0,381319000.0,384824000.0,283786000.0,270187000.0,109213057.0,130937000.0
Goodwill and Intangible Assets,796791000.0,640048000.0,579431000.0,474694000.0,290784000.0,271312000.0,29435203.0,260619000.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0,0.0,3446000.0,0.0,0.0
Total non-current assets,1146255000.0,1020349000.0,965682000.0,865210000.0,577662000.0,552782000.0,153028650.0,397340000.0
Total assets,1443864000.0,1283546000.0,1336030000.0,1197120000.0,817574000.0,693399000.0,210607921.0,510802000.0
Payables,16612000.0,15750000.0,19105000.0,9571000.0,9306000.0,10973000.0,32801362.0,8216000.0
Short-term debt,12395000.0,2716000.0,14387000.0,3509000.0,2250000.0,4312000.0,23331112.0,4600000.0
Total current liabilities,247844000.0,203657000.0,195868000.0,175547000.0,95073000.0,102422000.0,71027174.0,71527000.0
Long-term debt,428180000.0,357195000.0,338860000.0,350266000.0,216550000.0,177703000.0,74701816.0,1228214000.0
Total debt,440575000.0,359911000.0,353247000.0,353775000.0,218800000.0,182015000.0,98032928.0,1232814000.0
Deferred revenue,105187000.0,88164000.0,77987000.0,62294000.0,35806000.0,30620000.0,15321561.0,27171000.0
Tax Liabilities,8282000.0,8080000.0,7786000.0,3988000.0,2821000.0,3446000.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,477250000.0,405496000.0,385189000.0,374500000.0,238374000.0,195615000.0,76819639.0,1244907000.0
Total liabilities,725094000.0,609153000.0,581057000.0,550047000.0,333447000.0,298037000.0,147846813.0,1316434000.0
Other comprehensive income,-6881000.0,-5461000.0,-3977000.0,-3158000.0,-4469000.0,458000.0,0.0,-54359000.0
Retained earnings (deficit),3767000.0,-2767000.0,16293000.0,44753000.0,4001000.0,7206000.0,-1610917000.0,-1581114000.0
Total shareholders equity,717223000.0,674393000.0,754973000.0,647073000.0,484127000.0,395362000.0,62761108.0,-803966000.0
Investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Debt,387805000.0,313749000.0,177595000.0,200170000.0,88624000.0,143727000.0,84592007.0,1207435000.0
Other Assets,45543000.0,46689000.0,38414000.0,26312000.0,19761000.0,23231000.0,2873153.0,22830000.0
Other Liabilities,218837000.0,185191000.0,162376000.0,162467000.0,83517000.0,87137000.0,14894700.0,58711000.0
