date,,2020-06-30_FY,2019-06-30_FY,2018-06-30_FY,2017-06-30_FY,2016-06-30_FY,2015-06-30_FY,2014-06-30_FY,2013-06-30_FY,2012-06-30_FY,2011-06-30_FY,2010-06-30_FY,2009-06-30_FY,2008-06-30_FY,2007-06-30_FY,2006-06-30_FY,2005-06-30_FY,2004-06-30_FY,2003-06-30_FY,2002-06-30_FY,2001-06-30_FY,2000-06-30_FY,1999-06-30_FY,1998-06-30_FY,1997-06-30_FY,1996-06-30_FY,1995-06-30_FY,1994-06-30_FY,1993-06-30_FY,1992-06-30_FY,1991-06-30_FY,1990-06-30_FY
,otherInvestingActivites,0.0,11400000.0,0.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5300000.0,-60200000.0,19300000.0,-15100000.0,-71500000.0,0.0,-100000.0,0.0,0.0
,netCashUsedForInvestingActivites,-171200000.0,-244600000.0,-139400000.0,-112100000.0,-82600000.0,-170000000.0,-348600000.0,-327700000.0,-154900000.0,-55400000.0,-132900000.0,-107500000.0,381500000.0,-278000000.0,7300000.0,-75100000.0,-35200000.0,2500000.0,-23100000.0,-35200000.0,-98600000.0,-54300000.0,-250200000.0,-152400000.0,-27200000.0,-50600000.0,-95000000.0,-20200000.0,-33300000.0,-30500000.0,-21200000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-200800000.0,-163900000.0,-55000000.0,-122100000.0,-4900000.0,0.0,0.0,-101000000.0,-253700000.0,-12400000.0,-22000000.0,-23000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,100000.0,700000.0,4200000.0,15000000.0,54200000.0,12800000.0,0.0,3000000.0,5500000.0,400000.0,2100000.0,149600000.0,1900000.0,4600000.0,1700000.0,4200000.0,1000000.0,200000.0,400000.0,1400000.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,-123900000.0,-124500000.0,0.0,0.0,0.0,0.0,0.0,-46100000.0,-425200000.0,-28900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-35000000.0,0.0,0.0,0.0,-3000000.0,0.0,-11600000.0,-17600000.0,-3600000.0,-30700000.0
,dividendsPaid,-38800000.0,-38600000.0,-34400000.0,-34100000.0,-34800000.0,-37900000.0,-38500000.0,-38300000.0,-33700000.0,-32100000.0,-31900000.0,-31500000.0,-30600000.0,-25700000.0,-16500000.0,-11400000.0,-9300000.0,-14500000.0,-31000000.0,-30700000.0,-30800000.0,-30700000.0,-28500000.0,-24400000.0,-23300000.0,-21000000.0,-20800000.0,-20900000.0,-21300000.0,-20500000.0,-20800000.0
,otherFinancingActivites,-8000000.0,-4400000.0,-2400000.0,-900000.0,0.0,700000.0,2300000.0,-4500000.0,2200000.0,9400000.0,200000.0,0.0,1000000.0,7700000.0,8000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100000.0,0.0,100000.0,0.0,-100000.0,0.0,-200000.0,0.0
,netCashUsedProvidedByFinancingActivities,107800000.0,-19400000.0,-78900000.0,-32800000.0,-163100000.0,-159400000.0,-29100000.0,155500000.0,-283400000.0,213900000.0,-53500000.0,-100500000.0,-487300000.0,-42900000.0,6300000.0,20300000.0,-36100000.0,-60300000.0,-109700000.0,-85100000.0,40200000.0,-80000000.0,175600000.0,83900000.0,-29600000.0,22100000.0,-44800000.0,-38400000.0,-23900000.0,-15500000.0,-34400000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-2300000.0,2400000.0,-1000000.0,-100000.0,800000.0,-3200000.0,600000.0,3500000.0,-3500000.0,4400000.0,-3500000.0,-700000.0,-10200000.0,-6200000.0,-1600000.0,-500000.0,300000.0,400000.0,0.0,0.0,0.0,0.0,0.0,-100000.0,-200000.0,-700000.0,-100000.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,166100000.0,-29200000.0,-10100000.0,-15700000.0,12000000.0,-50000000.0,-137500000.0,46500000.0,-281500000.0,227100000.0,-74700000.0,-63200000.0,102500000.0,-52000000.0,249600000.0,87200000.0,23100000.0,34800000.0,10900000.0,-1700000.0,4000000.0,-46900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cashAtEndOfPeriod,193100000.0,27000000.0,56200000.0,66300000.0,82000000.0,70000000.0,120000000.0,257500000.0,211000000.0,492500000.0,265400000.0,340100000.0,403300000.0,300800000.0,413400000.0,163800000.0,76600000.0,53500000.0,18700000.0,7800000.0,9500000.0,5500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cashAtBeginningOfPeriod,27000000.0,56200000.0,66300000.0,82000000.0,70000000.0,120000000.0,257500000.0,211000000.0,492500000.0,265400000.0,340100000.0,403300000.0,300800000.0,352800000.0,163800000.0,76600000.0,53500000.0,18700000.0,7800000.0,9500000.0,5500000.0,52400000.0,18600000.0,13200000.0,20100000.0,5400000.0,45800000.0,9300000.0,4700000.0,3700000.0,3700000.0
,operatingCashFlow,231800000.0,232400000.0,209200000.0,129300000.0,256900000.0,282600000.0,239600000.0,215200000.0,160300000.0,64200000.0,115200000.0,145500000.0,218500000.0,275100000.0,237600000.0,142500000.0,94100000.0,92200000.0,143700000.0,118600000.0,62400000.0,87400000.0,108400000.0,74100000.0,50000000.0,43800000.0,99500000.0,95000000.0,61800000.0,46900000.0,55500000.0
,capitalExpenditure,-171400000.0,-180300000.0,-135000000.0,-98500000.0,-95200000.0,-170500000.0,-349200000.0,-336900000.0,-171900000.0,-79600000.0,-44200000.0,-116300000.0,-118900000.0,-47100000.0,-19300000.0,-13800000.0,-8000000.0,-8500000.0,-26700000.0,-50500000.0,-105000000.0,-176200000.0,-277300000.0,-93600000.0,-48600000.0,-36900000.0,-26600000.0,-20600000.0,-35000000.0,-31300000.0,-22600000.0
,freeCashFlow,60400000.0,52100000.0,74200000.0,30800000.0,161700000.0,112100000.0,-109600000.0,-121700000.0,-11600000.0,-15400000.0,71000000.0,29200000.0,99600000.0,228000000.0,218300000.0,128700000.0,86100000.0,83700000.0,117000000.0,68100000.0,-42600000.0,-88800000.0,-168900000.0,-19500000.0,1400000.0,6900000.0,72900000.0,74400000.0,26800000.0,15600000.0,32900000.0
