date,,2020-06-30_FY,2019-06-30_FY,2018-06-30_FY,2017-06-30_FY,2016-06-30_FY,2015-06-30_FY,2014-06-30_FY,2013-06-30_FY,2012-06-30_FY,2011-06-30_FY,2010-06-30_FY,2009-06-30_FY,2008-06-30_FY,2007-06-30_FY,2006-06-30_FY,2005-06-30_FY,2004-06-30_FY,2003-06-30_FY,2002-06-30_FY,2001-06-30_FY,2000-06-30_FY,1999-06-30_FY,1998-06-30_FY,1997-06-30_FY,1996-06-30_FY,1995-06-30_FY,1994-06-30_FY,1993-06-30_FY,1992-06-30_FY,1991-06-30_FY,1990-06-30_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,1500000.0,167000000.0,188500000.0,47000000.0,11300000.0,58700000.0,132800000.0,146100000.0,121200000.0,71000000.0,2100000.0,47900000.0,277700000.0,227200000.0,211800000.0,135500000.0,36000000.0,-10900000.0,-118300000.0,21100000.0,53300000.0,37100000.0,84000000.0,60000000.0,60100000.0,47500000.0,36300000.0,-48200000.0,13700000.0,30100000.0,45000000.0
,depreciationAndAmortization,123900000.0,121500000.0,116600000.0,117800000.0,119300000.0,122300000.0,111900000.0,104100000.0,83800000.0,66500000.0,59100000.0,52700000.0,49200000.0,48700000.0,47600000.0,50200000.0,57100000.0,64000000.0,67700000.0,72500000.0,68300000.0,65700000.0,58200000.0,41000000.0,35200000.0,32500000.0,29000000.0,26900000.0,25700000.0,24100000.0,23100000.0
,deferredIncomeTax,-400000.0,16500000.0,-61100000.0,41600000.0,800000.0,60400000.0,-9700000.0,9400000.0,36800000.0,-5000000.0,-1800000.0,16400000.0,-4000000.0,5700000.0,-11000000.0,7700000.0,6500000.0,-14700000.0,9200000.0,11100000.0,15000000.0,-6200000.0,14600000.0,7100000.0,4500000.0,3300000.0,4100000.0,11000000.0,3100000.0,4700000.0,16600000.0
,stockBasedCompensation,10900000.0,17600000.0,17600000.0,13000000.0,8700000.0,10000000.0,11400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-6000000.0,4700000.0,117900000.0,-14300000.0,-36400000.0,-15600000.0,-96400000.0,164800000.0,-66700000.0,160100000.0,50900000.0,-89900000.0,-248400000.0,161600000.0,245400000.0,220800000.0,42300000.0,54300000.0,50100000.0,26400000.0,-39600000.0,-168200000.0,152200000.0,-8300000.0,46300000.0,33500000.0,-70600000.0,-10700000.0,27100000.0,-4200000.0,-29200000.0
,accountsReceivables,90300000.0,-5300000.0,-86800000.0,-34600000.0,48200000.0,25400000.0,5600000.0,12600000.0,-31100000.0,-56900000.0,-62500000.0,144000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,31300000.0,-94000000.0,400000.0,-74600000.0,1600000.0,36000000.0,-37000000.0,-14900000.0,-77300000.0,-116100000.0,-19100000.0,13400000.0,17400000.0,-8100000.0,3600000.0,-49800000.0,-4300000.0,8200000.0,51200000.0,27800000.0,-16700000.0,18900000.0,-17200000.0,-17300000.0,-59600000.0,-29500000.0,16900000.0,63100000.0,29600000.0,-10700000.0,-12600000.0
,accountsPayables,-109900000.0,20100000.0,10700000.0,42500000.0,-7600000.0,-59900000.0,16800000.0,16400000.0,10200000.0,34500000.0,60800000.0,-85700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,814200000.0,820200000.0,815500000.0,697600000.0,711900000.0,748300000.0,763900000.0,860300000.0,695500000.0,762200000.0,602100000.0,551200000.0,641100000.0,889500000.0,727900000.0,482500000.0,261700000.0,219400000.0,165100000.0,115000000.0,88600000.0,128200000.0,296400000.0,144200000.0,152500000.0,106200000.0,72700000.0,143300000.0,154000000.0,126900000.0,131100000.0
,otherNonCashItems,52900000.0,-14500000.0,-3400000.0,-3200000.0,-5400000.0,-5600000.0,-13100000.0,0.0,0.0,0.0,0.0,0.0,-100000.0,0.0,0.0,-2300000.0,0.0,0.0,0.0,11800000.0,0.0,0.0,-800000.0,-10700000.0,-7000000.0,-5200000.0,23800000.0,0.0,100000.0,0.0,0.0
,netCashProvidedByOperatingActivites,231800000.0,232400000.0,209200000.0,129300000.0,256900000.0,282600000.0,239600000.0,215200000.0,160300000.0,64200000.0,115200000.0,145500000.0,218500000.0,275100000.0,237600000.0,142500000.0,94100000.0,92200000.0,143700000.0,118600000.0,62400000.0,87400000.0,108400000.0,74100000.0,50000000.0,43800000.0,99500000.0,95000000.0,61800000.0,46900000.0,55500000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-171400000.0,-180300000.0,-135000000.0,-98500000.0,-95200000.0,-170500000.0,-349200000.0,-336900000.0,-171900000.0,-79600000.0,-44200000.0,-116300000.0,-118900000.0,-47100000.0,-19300000.0,-13800000.0,-8000000.0,-8500000.0,-26700000.0,-50500000.0,-105000000.0,-176200000.0,-277300000.0,-93600000.0,-48600000.0,-36900000.0,-26600000.0,-20600000.0,-35000000.0,-31300000.0,-22600000.0
,acquisitionsNet,0.0,-79000000.0,-13000000.0,-23000000.0,0.0,0.0,0.0,0.0,-15000000.0,-52000000.0,0.0,13000000.0,143000000.0,0.0,0.0,15000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91300000.0,-145000000.0,-49500000.0,-366200000.0,-680300000.0,-450400000.0,-172400000.0,-70000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,2900000.0,700000.0,900000.0,900000.0,300000.0,300000.0,100000.0,30500000.0,166000000.0,55300000.0,44800000.0,722200000.0,449400000.0,476000000.0,94600000.0,41200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
