date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,1431000000.0,858000000.0,736000000.0,772000000.0,645000000.0,709000000.0,556000000.0,849000000.0,555721000.0,470567000.0,720894000.0,729111000.0,581490000.0,339939000.0,586421000.0,546277000.0,499195000.0,436717000.0,322154000.0,162303000.0,102052000.0,-3400000.0,26900000.0,-22300000.0,-625960000.0
,depreciationAndAmortization,361000000.0,329000000.0,309000000.0,270000000.0,249000000.0,304000000.0,314000000.0,283000000.0,286596000.0,281102000.0,253964000.0,256687000.0,264593000.0,237879000.0,197398000.0,176124000.0,168726000.0,153903000.0,131391000.0,147727000.0,134296000.0,90800000.0,68800000.0,76400000.0,99098000.0
,deferredIncomeTax,85000000.0,15000000.0,73000000.0,9000000.0,37000000.0,112000000.0,23000000.0,19000000.0,6535000.0,28624000.0,-18878000.0,83120000.0,549000.0,-1575000.0,-46280000.0,661000.0,52451000.0,33853000.0,90401000.0,-560000.0,33837000.0,-29500000.0,12300000.0,-1100000.0,-4472000.0
,stockBasedCompensation,97000000.0,56000000.0,61000000.0,79000000.0,69000000.0,52000000.0,51000000.0,28000000.0,50332000.0,71906000.0,53927000.0,75059000.0,70581000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,782000000.0,595000000.0,-344000000.0,-301000000.0,222000000.0,434000000.0,-357000000.0,-262394000.0,673293000.0,-551048000.0,-229064000.0,348155000.0,185998000.0,45912000.0,71943000.0,80913000.0,-384694000.0,83520000.0,-29425000.0,192192000.0,-145801000.0,-97200000.0,-8100000.0,15267000.0,-337492000.0
,accountsReceivables,-455000000.0,-63000000.0,-65000000.0,-298000000.0,-343000000.0,-262000000.0,-312000000.0,-247000000.0,-243019000.0,-306652000.0,-309932000.0,-314102000.0,-282634000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,452000000.0,73000000.0,-19000000.0,-8000000.0,56000000.0,-31000000.0,68000000.0,-21000000.0,-13156000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,1282000000.0,500000000.0,-95000000.0,249000000.0,550000000.0,328000000.0,-106000000.0,251000000.0,513394000.0,-159899000.0,391149000.0,620213000.0,272058000.0,86060000.0,40148000.0,-31795000.0,-112708000.0,271986000.0,188466000.0,217891000.0,25699000.0,171500000.0,268700000.0,276800000.0,261533000.0
,otherNonCashItems,-81000000.0,-39000000.0,8000000.0,-6000000.0,-6000000.0,6000000.0,-12000000.0,2000000.0,-7781000.0,244627000.0,291737000.0,350673000.0,444355000.0,581879000.0,322016000.0,0.0,0.0,10790000.0,0.0,21609000.0,0.0,0.0,-10700000.0,100000.0,780340000.0
,netCashProvidedByOperatingActivites,2005000000.0,1243000000.0,1200000000.0,1175000000.0,1069000000.0,810000000.0,938000000.0,652000000.0,1187168000.0,895474000.0,1118047000.0,997418000.0,1063049000.0,926924000.0,951896000.0,851583000.0,798780000.0,662799000.0,596371000.0,465803000.0,369455000.0,249500000.0,141400000.0,176300000.0,-88486000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-219101000.0,-193422000.0,-224270000.0,-176125000.0,-174641000.0,-155196000.0,-148986000.0,-116450000.0,-1101000000.0,-40500000.0,-46800000.0,0.0
,acquisitionsNet,-330000000.0,-58000000.0,-421000000.0,-580000000.0,-139000000.0,-67000000.0,-728000000.0,83000000.0,-51000000.0,-1299000000.0,0.0,-18000000.0,8000000.0,-1536000000.0,-237000000.0,-814000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-27000000.0,-44000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11100000.0,-10681000.0,0.0,-4266000.0,0.0,0.0,0.0,0.0,0.0,-20428000.0,-27415000.0,-2300000.0,-2200000.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,1000000.0,2000000.0,10000000.0,1000000.0,11000000.0,2000000.0,15669000.0,216745000.0,0.0,0.0,5732000.0,0.0,15563000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1300000.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21900000.0,0.0,0.0,-41389000.0,-5151000.0,-13842000.0,932000.0,2989000.0,0.0,-9700000.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-772000000.0,-411000000.0,-801000000.0,-805000000.0,-152000000.0,-362000000.0,-1025000000.0,328000000.0,-217139000.0,-1243435000.0,-216510000.0,-195904000.0,-198883000.0,-1759193000.0,-414402000.0,-1079793000.0,-173700000.0,-417050000.0,-477212000.0,-296616000.0,-48015000.0,-1108000000.0,-39700000.0,-35100000.0,-63674000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-1554000000.0,-1449000000.0,-1966000000.0,-182000000.0,-1724000000.0,-2537000000.0,-1647000000.0,-900000000.0,-1369410000.0,-1710308000.0,-169491000.0,-1230632000.0,-481870000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-538859000.0
