Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Cash and cash equivalents,13606078.1476,62274788.3918,85512455.0036,30584347.5582,9982240.8783,12851961.754
Short-term investments,0.0,906892.3821,0.0,0.0,0.0,0.0
Cash and short-term investments,13606078.1476,63181680.7739,85512455.0036,30584347.5582,9982240.8783,12851961.754
Receivables,57593198.2634,90580411.1245,51242620.5904,42140810.3528,14248627.7042,10645730.3
Inventories,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,113877134.5876,200027509.0689,164075449.964,88961022.9549,32533419.4382,31469172.4365
Property Plant & Equipment Net,9019971.0564,7689389.3591,7576385.8891,5521491.2956,4211333.5486,1276294.0983
Goodwill and Intangible Assets,2080607.8148,1505894.8005,765010.7991,61931.9057,0.0,0.0
Long-term investments,723589.0014,0.0,0.0,0.0,0.0,0.0
Tax assets,6708972.5036,2779927.4486,1024910.0072,0.0,0.0,0.0
Total non-current assets,18596092.6194,12048821.0399,9934629.2297,6285626.2517,4211333.5486,1276294.0983
Total assets,132473227.2069,212076330.1088,174010079.1937,95246649.2066,36744752.9868,32745466.5348
Payables,14080028.9436,31461910.52,7136645.0684,15338006.4705,3462060.0581,9909825.2555
Short-term debt,35846888.5673,40208434.0992,9359251.2599,0.0,0.0,0.0
Total current liabilities,124510564.3994,129860489.7219,62095176.3859,55099676.4751,29414271.876,20109132.8717
Long-term debt,0.0,0.0,0.0,0.0,0.0,0.0
Total debt,35846888.5673,40208434.0992,9359251.2599,0.0,645786.2448,0.0
Deferred revenue,27620405.2098,19685308.3434,18781569.4744,20204899.091,2966580.5618,1280745.1368
Tax Liabilities,16026193.9219,15655985.4897,9625773.9381,4022800.8011,344849.8547,95450.0495
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,30680.1737,37636.0339,0.0,0.0,0.0,0.0
Total liabilities,124541244.5731,129898125.7557,62095176.3859,55099676.4751,29414271.876,20109132.8717
Other comprehensive income,-5136903.0391,-4615931.0762,-1452411.8071,-2928670.4668,51662.8996,383448.7306
Retained earnings (deficit),-155920260.492,-83118349.4559,-44758387.329,-30329071.0214,-21691959.9613,-16007253.5443
Total shareholders equity,6723444.2836,80666263.6034,111867242.6206,-33247265.4445,-21236034.8725,-14288163.5345
Investments,723589.0014,906892.3821,0.0,0.0,0.0,0.0
Net Debt,22240810.4197,,,,,
Other Assets,43211000.1309,49237908.1016,,,,
Other Liabilities,74583646.8885,58190145.1027,45599280.0576,39761670.0046,25952211.8179,10199307.6162
