date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,967200000.0,1073300000.0,1036900000.0,1278400000.0,612600000.0,749900000.0,547600000.0,588900000.0,571800000.0,589200000.0,506500000.0,495000000.0,73800000.0,290200000.0,279600000.0,253700000.0,237900000.0,177600000.0,239600000.0,125500000.0,221000000.0,200800000.0,153700000.0
,depreciationAndAmortization,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,843600000.0,833700000.0,869700000.0,354100000.0,305500000.0,296000000.0,278800000.0,259400000.0,239100000.0,199600000.0,153900000.0,197400000.0,163200000.0,106300000.0
,deferredIncomeTax,60800000.0,166100000.0,152100000.0,-379000000.0,47200000.0,116700000.0,-9000000.0,-38500000.0,83900000.0,334800000.0,61300000.0,-24600000.0,-30400000.0,27800000.0,29900000.0,27500000.0,57600000.0,178900000.0,73100000.0,-10700000.0,29800000.0,41900000.0,19200000.0
,stockBasedCompensation,37300000.0,39500000.0,39000000.0,34600000.0,23200000.0,18900000.0,17400000.0,19200000.0,21200000.0,20600000.0,24500000.0,15000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-7800000.0,-304400000.0,43800000.0,-670500000.0,77000000.0,-169500000.0,-139800000.0,168500000.0,168100000.0,798600000.0,-146600000.0,-43700000.0,-1025200000.0,-6100000.0,-24100000.0,-234600000.0,165900000.0,-176100000.0,121700000.0,-85600000.0,77300000.0,-53500000.0,-8100000.0
,accountsReceivables,13800000.0,-38300000.0,-29600000.0,-118900000.0,-52300000.0,-15700000.0,-54300000.0,-61600000.0,-37200000.0,-16000000.0,8800000.0,53100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-46700000.0,6400000.0,85900000.0,21700000.0,-9800000.0,35600000.0,3300000.0,37900000.0,-49600000.0,11900000.0,-34900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,18600000.0,-1458600000.0,-1154200000.0,-1198000000.0,-527500000.0,-604500000.0,-435000000.0,-295200000.0,-463700000.0,-631800000.0,-1430400000.0,-1283800000.0,-1240100000.0,-214900000.0,-208800000.0,-184700000.0,49900000.0,-116000000.0,60100000.0,-61600000.0,24000000.0,-53300000.0,200000.0
,otherNonCashItems,-70500000.0,-92400000.0,-72200000.0,-73200000.0,-80600000.0,-276400000.0,124500000.0,-84100000.0,-89100000.0,146700000.0,182800000.0,266200000.0,193500000.0,41500000.0,36300000.0,0.0,2100000.0,0.0,0.0,132300000.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,2471600000.0,2352100000.0,2242800000.0,1910700000.0,1847800000.0,1679700000.0,1529800000.0,1548200000.0,1513800000.0,1766700000.0,1433700000.0,1396500000.0,512200000.0,661300000.0,522100000.0,767500000.0,666300000.0,600500000.0,569700000.0,459200000.0,461800000.0,323800000.0,271100000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-1194600000.0,-1207100000.0,-1071800000.0,-989800000.0,-927800000.0,-945600000.0,-862500000.0,-880800000.0,-903500000.0,-936500000.0,-794700000.0,-826300000.0,-386900000.0,-292500000.0,-337600000.0,-328700000.0,-283800000.0,-273200000.0,-258600000.0,-249300000.0,-208000000.0,-1027400000.0,-618200000.0
,acquisitionsNet,-737000000.0,-532000000.0,-188000000.0,-347000000.0,-47000000.0,-573000000.0,-196000000.0,-66000000.0,-86000000.0,-28000000.0,1000000.0,511000000.0,-551000000.0,38000000.0,2000000.0,4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-182400000.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66300000.0,41600000.0,0.0,0.0,0.0,38700000.0,143800000.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,-21700000.0,-1300000.0,-800000.0,-49700000.0,4200000.0,14300000.0,62700000.0,-10900000.0,22900000.0,-19900000.0,65700000.0,41000000.0,-5500000.0,-11600000.0,101500000.0,9400000.0,-25100000.0,-57600000.0,-35400000.0,-241200000.0,-269600000.0,-26300000.0,10800000.0
,netCashUsedForInvestingActivites,-1922800000.0,-1719000000.0,-1229100000.0,-1383400000.0,-961200000.0,-1482800000.0,-959800000.0,-933800000.0,-937600000.0,-950200000.0,-690500000.0,-242500000.0,-934700000.0,-260300000.0,-215400000.0,-297200000.0,-206700000.0,-552400000.0,-316300000.0,-481800000.0,-465000000.0,-1053700000.0,-607400000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-5221400000.0,-5327900000.0,-5000700000.0,-4922800000.0,-4484000000.0,-915700000.0,-1398400000.0,-1278100000.0,-3594000000.0,-3372900000.0,-3146900000.0,-3631200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,3900000.0,9300000.0,23200000.0,36900000.0,49700000.0,65900000.0,88600000.0,150800000.0,70400000.0,40700000.0,86500000.0,39600000.0,24600000.0,31300000.0,75300000.0,75000000.0,38200000.0,49100000.0,29900000.0,53000000.0,900000.0,0.0,1433600000.0
