date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY
,commonStockRepurchased,-98800000.0,-399400000.0,-736900000.0,-610700000.0,-403800000.0,-404700000.0,-400600000.0,-214100000.0,-325600000.0,-460700000.0,-43100000.0,-1000000.0,-138400000.0,-362800000.0,-492000000.0,-558400000.0,-266100000.0,-184200000.0,-150000000.0,-99200000.0,-50900000.0,0.0,0.0
,dividendsPaid,-522500000.0,-491200000.0,-461800000.0,-440500000.0,-418900000.0,-399300000.0,-378600000.0,-348500000.0,-329100000.0,-309400000.0,-294600000.0,-288300000.0,-128300000.0,-93900000.0,-78500000.0,-72200000.0,-46000000.0,-19000000.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-114800000.0,-17400000.0,-12700000.0,-14700000.0,-4500000.0,-2200000.0,-2400000.0,2000000.0,-15600000.0,2500000.0,2300000.0,-14300000.0,-1300000.0,6000000.0,13800000.0,0.0,0.0,0.0,0.0,447400000.0,-900000.0,36100000.0,-1469500000.0
,netCashUsedProvidedByFinancingActivities,-612000000.0,-589000000.0,-1059500000.0,-511800000.0,-851200000.0,-239700000.0,-708100000.0,-468700000.0,-574900000.0,-838500000.0,-702900000.0,-1174700000.0,469400000.0,-408300000.0,-409400000.0,-480000000.0,-437300000.0,-70400000.0,-128000000.0,36700000.0,-7900000.0,186400000.0,892900000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-63200000.0,44100000.0,-45800000.0,15500000.0,35400000.0,-42800000.0,-138100000.0,145700000.0,1300000.0,-22000000.0,40300000.0,-20700000.0,46900000.0,-7300000.0,-102700000.0,-9700000.0,22300000.0,-22300000.0,125400000.0,14100000.0,-11100000.0,-543500000.0,0.0
,cashAtEndOfPeriod,114200000.0,177400000.0,133300000.0,83300000.0,67800000.0,32400000.0,75200000.0,213300000.0,67600000.0,66300000.0,88300000.0,48000000.0,68700000.0,21800000.0,29100000.0,131800000.0,141500000.0,119200000.0,141500000.0,16100000.0,2000000.0,13100000.0,0.0
,cashAtBeginningOfPeriod,177400000.0,133300000.0,179100000.0,67800000.0,32400000.0,75200000.0,213300000.0,67600000.0,66300000.0,88300000.0,48000000.0,68700000.0,21800000.0,29100000.0,131800000.0,141500000.0,119200000.0,141500000.0,16100000.0,2000000.0,13100000.0,556600000.0,0.0
,operatingCashFlow,2471600000.0,2352100000.0,2242800000.0,1910700000.0,1847800000.0,1679700000.0,1529800000.0,1548200000.0,1513800000.0,1766700000.0,1433700000.0,1396500000.0,512200000.0,661300000.0,522100000.0,767500000.0,666300000.0,600500000.0,569700000.0,459200000.0,461800000.0,323800000.0,271100000.0
,capitalExpenditure,-1194600000.0,-1207100000.0,-1071800000.0,-989800000.0,-927800000.0,-945600000.0,-862500000.0,-880800000.0,-903500000.0,-936500000.0,-794700000.0,-826300000.0,-386900000.0,-292500000.0,-337600000.0,-328700000.0,-283800000.0,-273200000.0,-258600000.0,-249300000.0,-208000000.0,-1027400000.0,-618200000.0
,freeCashFlow,1277000000.0,1145000000.0,1171000000.0,920900000.0,920000000.0,734100000.0,667300000.0,667400000.0,610300000.0,830200000.0,639000000.0,570200000.0,125300000.0,368800000.0,184500000.0,438800000.0,382500000.0,327300000.0,311100000.0,209900000.0,253800000.0,-703600000.0,-347100000.0
