Date,2018-12-31,2017-12-31,2016-12-31
Cash and cash equivalents,52183000.0,39007000.0,12410000.0
Short-term investments,100927000.0,46946000.0,25097000.0
Cash and short-term investments,153110000.0,85953000.0,37507000.0
Receivables,0.0,0.0,0.0
Inventories,0.0,0.0,0.0
Total current assets,157636000.0,88479000.0,38391000.0
Property Plant & Equipment Net,29494000.0,27211000.0,7490000.0
Goodwill and Intangible Assets,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0
Total non-current assets,31922000.0,28821000.0,8030000.0
Total assets,189558000.0,117300000.0,46421000.0
Payables,4825000.0,3935000.0,762000.0
Short-term debt,13473000.0,0.0,0.0
Total current liabilities,15108000.0,7652000.0,2494000.0
Long-term debt,1353000.0,10521000.0,0.0
Total debt,14826000.0,10521000.0,0.0
Deferred revenue,5340000.0,0.0,0.0
Tax Liabilities,2077000.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0
Total non-current liabilities,16191000.0,12366000.0,2238000.0
Total liabilities,40436000.0,20018000.0,4732000.0
Other comprehensive income,275593000,-74000.0,-3000.0
Retained earnings (deficit),-126402000.0,-61627000.0,-20250000.0
Total shareholders equity,149122000.0,97282000.0,41689000.0
Investments,100927000.0,46946000.0,25097000.0
Net Debt,-37357000.0,-75432000.0,-37507000.0
Other Assets,0.0,2526000.0,884000.0
Other Liabilities,9137000.0,3717000.0,1732000.0
