Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Cash and cash equivalents,9596000.0,2593000.0,2459000.0,2234000.0,867000.0,0.0
Short-term investments,0.0,0.0,10967000.0,0.0,0.0,0.0
Cash and short-term investments,9596000.0,2593000.0,13426000.0,2234000.0,867000.0,0.0
Receivables,236097000.0,119955000.0,59469000.0,57742000.0,113161000.0,30033000.0
Inventories,34316000.0,21609000.0,12805000.0,13793000.0,13045000.0,5549000.0
Total current assets,291825000.0,157322000.0,94117000.0,77846000.0,132281000.0,55696000.0
Property Plant & Equipment Net,2802429000.0,2394337000.0,2012263000.0,2025018000.0,1853081000.0,1116806000.0
Goodwill and Intangible Assets,649086000.0,502569000.0,436810000.0,439834000.0,447826000.0,437282000.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,273531000.0,312997000.0,521454000.0,452430000.0,0.0,0.0
Total non-current assets,5601684000.0,4134691000.0,3448121000.0,2938814000.0,2324916000.0,1575717000.0
Total assets,5893509000.0,4292013000.0,3542238000.0,3016660000.0,2457197000.0,1631413000.0
Payables,201512000.0,98882000.0,24403000.0,22218000.0,66244000.0,156589000.0
Short-term debt,30700000.0,0.0,0.0,0.0,0.0,0.0
Total current liabilities,438755000.0,258876000.0,132075000.0,89019000.0,96568000.0,182740000.0
Long-term debt,3205958000.0,2292993000.0,1555981000.0,901000000.0,559000000.0,135000000.0
Total debt,3236658000.0,2292993000.0,1555981000.0,901000000.0,559000000.0,135000000.0
Deferred revenue,111095000.0,88471000.0,60757000.0,26511000.0,5468000.0,538000.0
Tax Liabilities,20734000.0,19272000.0,16328000.0,13844000.0,3989000.0,5520000.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,3237646000.0,2311958000.0,1563044000.0,906143000.0,565478000.0,139572000.0
Total liabilities,4167972000.0,4243400000.0,3291271000.0,2594350000.0,662046000.0,322312000.0
Other comprehensive income,1725537000,48613000,250967000,422310000,0.0,0.0
Retained earnings (deficit),0.0,0.0,0.0,0.0,,
Total shareholders equity,1725537000.0,48613000.0,250967000.0,422310000.0,146866000.0,991162000.0
Investments,0.0,0.0,10967000.0,0.0,0.0,0.0
Net Debt,3227062000.0,2290400000.0,1553522000.0,898766000.0,558133000.0,135000000.0
Other Assets,0.0,0.0,0.0,0.0,5208000.0,20114000.0
Other Liabilities,491571000.0,1672566000.0,1596152000.0,1599188000.0,30324000.0,26151000.0
