date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY
,totalOtherIncomeExpensesNet,-280000.0,-317000.0,1300000.0,1700000.0,1600000.0,1500000.0,1400000.0,1400000.0,0.0,0.0,0.0
,incomeBeforeTax,3396000.0,7629000.0,11300000.0,13300000.0,12500000.0,53300000.0,84000000.0,104900000.0,116500000.0,27100000.0,0.0
,incomeBeforeTaxRatio,0.686476652516677,0.77799306547012,0.837037037037037,0.847133757961783,1.00806451612903,1.46428571428571,0.875,0.920175438596491,0.91516103692066,0.924914675767918,0.0
,incomeTaxExpense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netIncome,3396000.0,7629000.0,11300000.0,13300000.0,12500000.0,53300000.0,84000000.0,104900000.0,116500000.0,27100000.0,159507000.0
,netIncomeRatio,0.686476652516677,0.77799306547012,0.837037037037037,0.847133757961783,1.00806451612903,1.46428571428571,0.875,0.920175438596491,0.91516103692066,0.924914675767918,0.947489411750729
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,0.0726417112299465,0.1632,0.24145,0.28419,0.26709,1.13889,1.79487,2.24145,2.48932,0.57906,3.411914
,EPSDiluted,0.0726417112299465,0.1632,0.24145,0.28419,0.26709,1.13889,1.79487,2.24145,2.48932,0.57906,3.411914
,weightedAverageShsOut,46750000.0,46750000.0,46800000.0,46800000.0,46800000.0,46800000.0,46800000.0,46800000.0,46800000.0,46800000.0,46750000.0
,weightedAverageShsOutDil,46750000.0,46750000.0,46800000.0,46800000.0,46800000.0,46800000.0,46800000.0,46800000.0,46800000.0,46800000.0,46750000.0
