Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31
Cash and cash equivalents,1778613.0,7218000.0,32045000.0,31052000.0,58664000.0,9256000.0,15238000.0
Short-term investments,0.0,900000.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,1778613.0,8118000.0,32045000.0,31052000.0,58664000.0,9256000.0,15238000.0
Receivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,1941635.0,8175000.0,32081000.0,31236000.0,59323000.0,10346000.0,15079000.0
Property Plant & Equipment Net,245788.0,2723000.0,3860000.0,5213000.0,4878000.0,2283000.0,2315000.0
Goodwill and Intangible Assets,0.0,0.0,0.0,200000.0,510000.0,570000.0,630000.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0,651000.0,1058000.0,2480000.0
Total non-current assets,512598.0,2860000.0,3997000.0,5550000.0,6176000.0,4450000.0,5965000.0
Total assets,2454233.0,11035000.0,36078000.0,36786000.0,65499000.0,14796000.0,21044000.0
Payables,3277525.0,776000.0,1948000.0,2253000.0,4886000.0,2530000.0,1042000.0
Short-term debt,7504289.0,178000.0,583000.0,583000.0,405000.0,0.0,0.0
Total current liabilities,14109586.0,3805000.0,5171000.0,6359000.0,7600000.0,5087000.0,4404000.0
Long-term debt,1050447.0,0.0,178000.0,761000.0,1345000.0,0.0,0.0
Total debt,8554736.0,178000.0,761000.0,1344000.0,1750000.0,0.0,0.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,651000.0,1058000.0,2480000.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,1054186.0,18498000.0,17340000.0,2229000.0,3693000.0,28192000.0,6732000.0
Total liabilities,15163772.0,22303000.0,22511000.0,8588000.0,11293000.0,33279000.0,11136000.0
Other comprehensive income,451.0,0.0,0.0,0.0,0.0,0.0,0.0
Retained earnings (deficit),-31237194.0,-208187000.0,-181773000.0,-165565000.0,-133541000.0,-110748000.0,-85036000.0
Total shareholders equity,-12709539.0,-11268000.0,13567000.0,28198000.0,54206000.0,-75554000.0,-19711000.0
Investments,0.0,900000.0,0.0,0.0,0.0,0.0,0.0
Net Debt,6776123.0,-7940000.0,-31284000.0,-29708000.0,-56914000.0,-9256000.0,-15238000.0
Other Assets,163022.0,57000.0,36000.0,184000.0,659000.0,1090000.0,-159000.0
Other Liabilities,3327772.0,2851000.0,2640000.0,3523000.0,2309000.0,2557000.0,3362000.0
