Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31
Cash and cash equivalents,21026103.0,26050456.0,24576341.0,21214080.0,20604582.0,43700087.0,328235.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,21026103.0,26050456.0,24576341.0,21214080.0,20604582.0,43700087.0,328235.0
Receivables,8122223.0,10501543.0,23483465.0,32867991.0,39516503.0,30490843.0,0.0
Inventories,1245800.0,1806212.0,2450866.0,3527696.0,793469.0,665083.0,0.0
Total current assets,31328131.0,40343386.0,56343823.0,62082556.0,61938392.0,76045907.0,328235.0
Property, Plant & Equipment Net,12173808.0,27824523.0,26758749.0,30536721.0,33315513.0,27039977.0,0.0
Goodwill and Intangible Assets,603503.0,648652.0,624894.0,687038.0,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,57168785.0
Tax assets,14688829.0,9924944.0,4879652.0,1340268.0,495444.0,0.0,0.0
Total non-current assets,29837875.0,40966318.0,34754942.0,47237924.0,52929386.0,37306845.0,57168785.0
Total assets,61166006.0,81309704.0,91098765.0,109320480.0,114867778.0,113352752.0,57497020.0
Payables,5724074.0,5605967.0,5924757.0,6098355.0,6178236.0,10245168.0,21722.0
Short-term debt,1092783.0,1606930.0,1513623.0,0.0,0.0,1968213.0,54904.0
Total current liabilities,6864685.0,7282509.0,7696639.0,8500097.0,9234315.0,16188219.0,148731.0
Long-term debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total debt,1092783.0,1606930.0,1513623.0,0.0,0.0,1968213.0,54904.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,258259.0,2401742.0,3056079.0,3974838.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,0.0,0.0,0.0,3409.0,15387.0,3432440.0,3386998.0
Total liabilities,6864685.0,7282509.0,7696639.0,8503506.0,9249702.0,19620659.0,3535729.0
Other comprehensive income,-6146788.0,-3075091.0,-7885806.0,-1760373.0,4284399.0,4635209.0,0.0
Retained earnings (deficit),46178213.0,64146811.0,78962407.0,90880473.0,89890767.0,82982989.0,-3108717.0
Total shareholders equity,54301321.0,74027195.0,83402126.0,100816974.0,105618076.0,93732093.0,2512791.0
Investments,0.0,0.0,0.0,0.0,0.0,0.0,57168785.0
Net Debt,-19933320.0,,,,,,
Other Assets,-5833126.0,,,,,,
Other Liabilities,47828.0,69612.0,258259.0,2401742.0,3056079.0,3974838.0,72105.0
