date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8000000.0,18000000.0,176523600.0,1472832000.0,-5650600.0,132383580.0,-312805170.0,-11825400.0,-84932280.0,-8354010.0,-401060000.0,-29572040.0,-122285184.0,-849030480.0,0.0,-1108400.0,-517484590.0,-536805000.0,-435938750.0,-426954700.0,-539478400.0
,netCashUsedForInvestingActivites,-22436000000.0,-11509000000.0,-12080000000.0,-6571000000.0,-6790000000.0,-6098000000.0,-2064000000.0,-2773000000.0,-4070000000.0,-3459000000.0,-5579000000.0,-3046000000.0,-1385442800.0,-1518858000.0,-2520167600.0,-4904496440.0,-2014026270.0,-2317778400.0,-4381090110.0,-4126880940.0,-2542720400.0,-1863038520.0,-2141901426.0,-3295470726.0,-1991957264.0,-1011969200.0,-2254797720.0,-2936119500.0,-2387940750.0,-1777006750.0,-1710851200.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-950000000.0,-741000000.0,0.0,0.0,0.0,0.0,0.0,0.0,-502000000.0,-507000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,678000000.0,0.0,294206000.0,240358000.0,209072200.0,208031340.0,87804960.0,17738100.0,42466140.0,33416040.0,192508800.0,7393010.0,29934394.0,0.0,0.0,0.0,0.0,205209000.0,17563000.0,1724376600.0,0.0
,commonStockRepurchased,-16855000000.0,-15334000000.0,-15567000000.0,-16845000000.0,-15057000000.0,-17196000000.0,-14667000000.0,-13924000000.0,-11896000000.0,-10595000000.0,-9498000000.0,-6512000000.0,-4728692800.0,-4842958000.0,-3000468600.0,-3013302440.0,-1997562840.0,-1625992500.0,-382195260.0,-25062030.0,-2470529600.0,-1449029960.0,-1969937886.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-20121000000.0,-19409000000.0,-19048000000.0,-18844000000.0,-23830000000.0,-12905000000.0,-11866000000.0,-9715000000.0,-7742000000.0,-5700000000.0,-4400000000.0,0.0,-2802980800.0,-2224590000.0,-1943806400.0,-1588602960.0,-1498172130.0,-1247579700.0,-1160741160.0,-910587090.0,-689823200.0,-561868760.0,-427998144.0,-279358416.0,-186448153.0,-185657000.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3533000000.0,5349200.0,5114000.0,0.0,-6303980.0,0.0,0.0,0.0,0.0,810141200.0,110895150.0,19743962.0,0.0,0.0,0.0,0.0,4756500.0,233964250.0,278525850.0,154219200.0
,netCashUsedProvidedByFinancingActivities,-32244000000.0,-35484000000.0,-34521000000.0,-35689000000.0,-38887000000.0,-30101000000.0,-26533000000.0,-23639000000.0,-20140000000.0,-16802000000.0,-13220000000.0,-10045000000.0,-7387245200.0,-6842532000.0,-4757805200.0,-4431697940.0,-3473783730.0,-2400556200.0,-1521703350.0,-944003130.0,-2149681600.0,-192218260.0,-2271829434.0,447110406.0,-1241399204.0,-1343380800.0,591063480.0,877234500.0,870623000.0,2277288850.0,418760000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-456000000.0,-7000000.0,44000000.0,-211000000.0,-26000000.0,86000000.0,68000000.0,-70000000.0,-8000000.0,-16000000.0,46000000.0,21000000.0,0.0,-5114000.0,39554200.0,151295520.0,-16463430.0,-17738100.0,-21233070.0,-25062030.0,0.0,0.0,0.0,25333974.0,-124497329.0,-106960600.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-3185000000.0,-218000000.0,-1529000000.0,-1303000000.0,2611000000.0,2174000000.0,3163000000.0,-540000000.0,-2004000000.0,1097000000.0,926000000.0,2308000000.0,4118884000.0,1636480000.0,502903400.0,-479102480.0,2140245900.0,1442698800.0,-1054575810.0,-785276940.0,577526400.0,1567318120.0,-938156646.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cashAtEndOfPeriod,12226000000.0,15411000000.0,15629000000.0,17158000000.0,18461000000.0,15850000000.0,13676000000.0,10513000000.0,11053000000.0,13057000000.0,11960000000.0,11034000000.0,8745942000.0,4623056000.0,2983516800.0,2477464140.0,2985368640.0,2678453100.0,1231518060.0,2280644730.0,3072119600.0,3422963630.0,1850837212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cashAtBeginningOfPeriod,15411000000.0,15629000000.0,17158000000.0,18461000000.0,15850000000.0,13676000000.0,10513000000.0,11053000000.0,13057000000.0,11960000000.0,11034000000.0,8726000000.0,4627058000.0,2986576000.0,2480613400.0,2956566620.0,845122740.0,1235754300.0,2286093870.0,3065921670.0,2494593200.0,1855645510.0,2788993858.0,914761872.0,3008189050.0,2932272200.0,5685641500.0,5853892500.0,6009055000.0,4349379250.0,4125796800.0
,operatingCashFlow,51951000000.0,46782000000.0,44616000000.0,41168000000.0,48314000000.0,38287000000.0,31692000000.0,25942000000.0,22214000000.0,21374000000.0,19679000000.0,15378000000.0,12896921200.0,9997870000.0,7741322000.0,8699492400.0,7644519330.0,6178771500.0,4876528410.0,4310669160.0,5261907200.0,3629967910.0,3475574214.0,3031860456.0,1921666906.0,2529923000.0,2662826110.0,1912113000.0,1327888250.0,1186248100.0,1504070400.0
,capitalExpenditure,-22081000000.0,-11231000000.0,-12410000000.0,-8648000000.0,-8267000000.0,-6406000000.0,-4335000000.0,-3644000000.0,-3622000000.0,-3332000000.0,-3897000000.0,-3065000000.0,-2043394400.0,-2429150000.0,-3316902200.0,-3895859640.0,-3160978560.0,-2512897500.0,-3949351020.0,-3934738710.0,-2366254000.0,-1929575610.0,-2138716916.0,-2610084024.0,-2047951278.0,-1497448400.0,-1737313130.0,-2399314500.0,-1952002000.0,-1350052050.0,-1171372800.0
,freeCashFlow,29870000000.0,35551000000.0,32206000000.0,32520000000.0,40047000000.0,31881000000.0,27357000000.0,22298000000.0,18592000000.0,18042000000.0,15782000000.0,12313000000.0,10853526800.0,7568720000.0,4424419800.0,4803632760.0,4483540770.0,3665874000.0,927177390.0,375930450.0,2895653200.0,1700392300.0,1336857298.0,421776432.0,-126284372.0,1032474600.0,925512980.0,-487201500.0,-624113750.0,-163803950.0,332697600.0
