date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,42138000000.0,38951000000.0,38628000000.0,38130000000.0,37925000000.0,34860000000.0,26481000000.0,25184000000.0,21432000000.0,17097000000.0,14403000000.0,10768000000.0,9666004400.0,8535266000.0,6452985200.0,5856397420.0,5048785200.0,4872064800.0,4090904820.0,3851198610.0,3088162000.0,2410121260.0,2408763364.0,2219119182.0,1802530706.0,1561735600.0,1431443860.0,1430347500.0,1272690250.0,930193550.0,760121600.0
,depreciationAndAmortization,5753000000.0,5661000000.0,3925000000.0,3182000000.0,3193000000.0,2959000000.0,3435000000.0,2799000000.0,2693000000.0,0.0,2467000000.0,2551000000.0,2449933600.0,3012146000.0,2141577400.0,1929017880.0,1904270070.0,1625992500.0,1330605720.0,1077667290.0,1034734800.0,1426850930.0,1468696012.0,1142082936.0,1067460352.0,1138881000.0,1055036150.0,799092000.0,693738500.0,591941350.0,520417600.0
,deferredIncomeTax,10992000000.0,9602000000.0,8987000000.0,10550000000.0,9873000000.0,8623000000.0,7615000000.0,7355000000.0,6379000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-143102718.0,0.0,592439800.0,-210399140.0,53001000.0,-144267500.0,117087300.0,-26569600.0
,stockBasedCompensation,823000000.0,363000000.0,414000000.0,292000000.0,368000000.0,442000000.0,371000000.0,409000000.0,308000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-4353000000.0,-3388000000.0,-3370000000.0,-3634000000.0,-3708000000.0,-2157000000.0,-2148000000.0,-265000000.0,274000000.0,434000000.0,297000000.0,-224000000.0,-561666000.0,-1027914000.0,-1028409200.0,-390846760.0,109756200.0,-1271230500.0,-714846690.0,-1453597740.0,914416800.0,-170039230.0,-236290642.0,-237591594.0,-802977988.0,54865800.0,44390570.0,-542241000.0,-654221750.0,-587210550.0,294576000.0
,accountsReceivables,-2822000000.0,-2126000000.0,-2621000000.0,69000000.0,-4749000000.0,-2444000000.0,-2134000000.0,-1268000000.0,-290000000.0,-849000000.0,-1878000000.0,-740000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-895000000.0,-1305000000.0,-963000000.0,-1032000000.0,-1583000000.0,-1401000000.0,-1805000000.0,-9000000.0,-110000000.0,256000000.0,327000000.0,-405000000.0,-652602400.0,-618794000.0,-683722600.0,-617790040.0,-625610340.0,-573531900.0,-1132430400.0,-843755010.0,-376996400.0,-192218260.0,-154767186.0,-115714638.0,-229337185.0,106960600.0,-125874630.0,-380520000.0,-276617250.0,-208155200.0,140934400.0
,accountsPayables,-641000000.0,-398000000.0,1146000000.0,-401000000.0,1084000000.0,-23000000.0,858000000.0,233000000.0,568000000.0,385000000.0,1805000000.0,921000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-1729000000.0,134000000.0,-6000000.0,-1375000000.0,168000000.0,-179000000.0,-436000000.0,124000000.0,-13000000.0,615000000.0,43000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,3375000000.0,222000000.0,472000000.0,135000000.0,-345000000.0,-3534000000.0,121000000.0,-1000000.0,673000000.0,9117000000.0,20385000000.0,2283000000.0,1438934800.0,761986000.0,954951400.0,-2212696980.0,-2771344050.0,0.0,7077690.0,8354010.0,0.0,0.0,636902.0,0.0,0.0,554200.0,0.0,214042500.0,627250.0,591350.0,17328000.0
,netCashProvidedByOperatingActivites,51951000000.0,46782000000.0,44616000000.0,41168000000.0,48314000000.0,38287000000.0,31692000000.0,25942000000.0,22214000000.0,21374000000.0,19679000000.0,15378000000.0,12896921200.0,9997870000.0,7741322000.0,8699492400.0,7644519330.0,6178771500.0,4876528410.0,4310669160.0,5261907200.0,3629967910.0,3475574214.0,3031860456.0,1921666906.0,2529923000.0,2662826110.0,1912113000.0,1327888250.0,1186248100.0,1504070400.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-5825000000.0,-8932000000.0,-9636000000.0,-7626000000.0,-7068000000.0,-5224000000.0,-3990000000.0,-3238000000.0,-3372000000.0,-3073000000.0,-3376000000.0,-2632000000.0,-2043394400.0,-2429150000.0,-3316902200.0,-3895859640.0,-3160978560.0,-2512897500.0,-3949351020.0,-3934738710.0,-2366254000.0,-1929575610.0,-2138716916.0,-2610084024.0,-2047951278.0,-1497448400.0,-1737313130.0,-2399314500.0,-1952002000.0,-1350052050.0,-1171372800.0
,acquisitionsNet,0.0,0.0,56000000.0,0.0,0.0,343000000.0,0.0,0.0,0.0,0.0,206000000.0,0.0,0.0,-11000000.0,0.0,-58000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,-350000000.0,-248000000.0,-40000000.0,-643000000.0,-3542000000.0,0.0,0.0,-501000000.0,0.0,-2913000000.0,0.0,0.0,-542084000.0,0.0,-1027548740.0,0.0,0.0,0.0,-300744360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,12000000.0,148000000.0,178000000.0,2082000000.0,2087000000.0,1532000000.0,2267000000.0,840000000.0,0.0,0.0,0.0,0.0,465380400.0,0.0,514204600.0,0.0,1317074400.0,0.0,0.0,16708020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
