date,,2020-10-31_FY,2019-10-31_FY,2018-10-31_FY,2017-10-31_FY,2016-10-31_FY,2015-10-31_FY,2014-10-31_FY,2013-10-31_FY,2012-10-31_FY,2011-10-31_FY,2010-10-31_FY,2009-10-31_FY,2008-10-31_FY,2007-10-31_FY,2006-10-31_FY,2005-10-31_FY,2004-10-31_FY,2003-10-31_FY,2002-10-31_FY,2001-10-31_FY,2000-10-31_FY,1999-10-31_FY,1998-10-31_FY
,commonStockIssued,60000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,304000000.0,299000000.0,71000000.0,211000000.0,375000000.0,547000000.0,198000000.0,144000000.0,112000000.0,121000000.0,150000000.0,2152000000.0,0.0,0.0
,commonStockRepurchased,-469000000.0,-723000000.0,-422000000.0,-194000000.0,-434000000.0,-267000000.0,-200000000.0,-900000000.0,-172000000.0,-497000000.0,-411000000.0,-157000000.0,-1001000000.0,-1944000000.0,-4235000000.0,-290000000.0,0.0,0.0,0.0,0.0,-2068000000.0,0.0,0.0
,dividendsPaid,-222000000.0,-206000000.0,-191000000.0,-170000000.0,-150000000.0,-133000000.0,-176000000.0,-156000000.0,-104000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-41000000.0,-24000000.0,-30000000.0,-14000000.0,-8000000.0,-726000000.0,-8000000.0,-6000000.0,-3000000.0,0.0,-5000000.0,-5000000.0,0.0,-5000000.0,-360000000.0,0.0,0.0,0.0,0.0,0.0,1081000000.0,-152000000.0,-479000000.0
,netCashUsedProvidedByFinancingActivities,-717000000.0,-299000000.0,-797000000.0,-202000000.0,-268000000.0,-1068000000.0,-97000000.0,-554000000.0,-31000000.0,-1693000000.0,601000000.0,657000000.0,-774000000.0,-980000000.0,-2408000000.0,-780000000.0,145000000.0,110000000.0,1243000000.0,37000000.0,1275000000.0,-152000000.0,-479000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,2000000.0,2000000.0,-17000000.0,7000000.0,-1000000.0,-48000000.0,-31000000.0,-26000000.0,-1000000.0,17000000.0,25000000.0,23000000.0,-4000000.0,31000000.0,14000000.0,-8000000.0,14000000.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,59000000.0,-866000000.0,-431000000.0,389000000.0,286000000.0,-215000000.0,353000000.0,324000000.0,-1176000000.0,878000000.0,170000000.0,1074000000.0,-421000000.0,-436000000.0,36000000.0,-89000000.0,708000000.0,-237000000.0,674000000.0,174000000.0,0.0,0.0,0.0
,cashAtEndOfPeriod,1447000000.0,1388000000.0,2247000000.0,2678000000.0,2289000000.0,2003000000.0,3028000000.0,2675000000.0,2351000000.0,3527000000.0,2649000000.0,2479000000.0,1405000000.0,1826000000.0,2262000000.0,2226000000.0,2315000000.0,1607000000.0,1844000000.0,1170000000.0,996000000.0,0.0,0.0
,cashAtBeginningOfPeriod,1388000000.0,2254000000.0,2678000000.0,2289000000.0,2003000000.0,2218000000.0,2675000000.0,2351000000.0,3527000000.0,2649000000.0,2479000000.0,1405000000.0,1826000000.0,2262000000.0,2226000000.0,2315000000.0,1607000000.0,1844000000.0,1170000000.0,996000000.0,0.0,0.0,0.0
,operatingCashFlow,921000000.0,1021000000.0,1087000000.0,889000000.0,793000000.0,491000000.0,711000000.0,1152000000.0,1228000000.0,1260000000.0,718000000.0,408000000.0,756000000.0,969000000.0,634000000.0,899000000.0,663000000.0,-144000000.0,-498000000.0,1502000000.0,838000000.0,461000000.0,751000000.0
,capitalExpenditure,-119000000.0,-156000000.0,-177000000.0,-176000000.0,-139000000.0,-98000000.0,-205000000.0,-195000000.0,-194000000.0,-188000000.0,-121000000.0,-128000000.0,-154000000.0,-154000000.0,-185000000.0,-139000000.0,-118000000.0,-205000000.0,-301000000.0,-881000000.0,-824000000.0,-434000000.0,-410000000.0
,freeCashFlow,802000000.0,865000000.0,910000000.0,713000000.0,654000000.0,393000000.0,506000000.0,957000000.0,1034000000.0,1072000000.0,597000000.0,280000000.0,602000000.0,815000000.0,449000000.0,760000000.0,545000000.0,-349000000.0,-799000000.0,621000000.0,14000000.0,27000000.0,341000000.0
