Date,2018-06-30,2017-06-30,2016-06-30,2015-06-30,2014-06-30,2013-06-30,2012-06-30,2010-06-30
Cash and cash equivalents,157402000.0,163283000.0,151157000.0,89850000.0,82259000.0,65934000.0,128274000.0,20435558.0
Short-term investments,0.0,0.0,0.0,0.0,,,,
Cash and short-term investments,157402000.0,163283000.0,151157000.0,89850000.0,,,,
Receivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,166869000.0,168826000.0,160363000.0,100735000.0,,,,
Property, Plant & Equipment Net,6591000.0,6937000.0,7801000.0,8253000.0,9135000.0,10075000.0,9205000.0,7997054.0
Goodwill and Intangible Assets,867000.0,1300000.0,1732000.0,2209000.0,2798000.0,3544000.0,4487000.0,11370648.0
Long-term investments,4000000.0,191000000000.0,8000000.0,9000000.0,,,,
Tax assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current assets,,,,,,,,
Total assets,1157736000.0,1076874000.0,986153000.0,850718000.0,761931000.0,670639000.0,669196000.0,622606788.0
Payables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Short-term debt,15000000.0,20011000.0,25037000.0,25037000.0,,,,
Total current liabilities,969940000.0,909861000.0,825469000.0,702145000.0,,,,
Long-term debt,64000000.0,42000000.0,52000000.0,39000000.0,,,,
Total debt,39563000.0,44504000.0,54534000.0,52568000.0,66005000.0,64069000.0,120859000.0,183024148.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,954940000.0,889850000.0,800432000.0,674759000.0,574329000.0,484623000.0,422188000.0,384197223.0
Total non-current liabilities,,,,,,,,
Total liabilities,1019306000.0,954077000.0,869562000.0,737991000.0,649865000.0,556837000.0,550057000.0,571700729.0
Other comprehensive income,-1761000.0,-1632000.0,-1906000.0,-1288000.0,-1283000.0,-1914000.0,158000.0,4346441.0
Retained earnings (deficit),54236000.0,38142000.0,26160000.0,18921000.0,12294000.0,12524000.0,12235000.0,37337542.0
Total shareholders equity,138430000.0,122797000.0,116591000.0,112727000.0,112066000.0,113802000.0,119139000.0,50906059.0
Investments,963489000.0,878860000.0,800585000.0,725256000.0,644977000.0,570145000.0,504049000.0,560430462.0
Net Debt,-78402000.0,,,,,,,
Other Assets,9467000.0,,,,,,,
Other Liabilities,954940000.0,889850000.0,800432000.0,677108000.0,,,,
