date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,143659000.0,162151000.0,155057000.0,52411000.0,82734000.0,95262000.0,126333000.0,80513000.0,90137000.0,94072000.0,109116000.0,17085000.0,84827000.0,107033000.0,72708000.0,61517000.0,48610000.0,33368000.0,31405000.0,36402000.0,55157000.0,45200000.0,37400000.0,33600000.0,25500000.0
,depreciationAndAmortization,87064000.0,73541000.0,70667000.0,72695000.0,73390000.0,73329000.0,70206000.0,67974000.0,58686000.0,49897000.0,37872000.0,38365000.0,37103000.0,36605000.0,34181000.0,28553000.0,25592000.0,24774000.0,20748000.0,16802000.0,16345000.0,13000000.0,11600000.0,8700000.0,9200000.0
,deferredIncomeTax,7771000.0,-12680000.0,-11738000.0,-5774000.0,-5430000.0,11019000.0,-3240000.0,-4353000.0,1853000.0,-13732000.0,3668000.0,0.0,-4475000.0,-17185000.0,-339000.0,3219000.0,-825000.0,2329000.0,-207000.0,2186000.0,-832000.0,200000.0,1500000.0,-3100000.0,-800000.0
,stockBasedCompensation,58376000.0,51438000.0,37616000.0,29145000.0,25832000.0,25489000.0,25759000.0,28992000.0,27796000.0,23219000.0,18795000.0,20299000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,43650000.0,-23203000.0,22978000.0,75965000.0,18171000.0,-41495000.0,-22706000.0,-1240000.0,-43758000.0,16443000.0,-24297000.0,41256000.0,-14278000.0,6129000.0,-18895000.0,-7459000.0,-13074000.0,-1224000.0,-4648000.0,-10372000.0,46508000.0,40200000.0,21400000.0,12800000.0,5400000.0
,accountsReceivables,-17260000.0,-7193000.0,8446000.0,-15269000.0,-12441000.0,-11760000.0,-21649000.0,6820000.0,-26007000.0,-21957000.0,-22923000.0,17591000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,7617000.0,-6773000.0,-10642000.0,10154000.0,-8412000.0,-8381000.0,-943000.0,-1563000.0,-36154000.0,-11817000.0,-30930000.0,20843000.0,-24578000.0,-5537000.0,-14311000.0,-4572000.0,-15230000.0,434000.0,-6640000.0,685000.0,-7131000.0,-9000000.0,-600000.0,-4300000.0,3300000.0
,accountsPayables,-10000.0,4034000.0,-3976000.0,1584000.0,-2170000.0,-9003000.0,1989000.0,-8604000.0,23419000.0,5573000.0,9630000.0,-7374000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,467655000.0,641235000.0,739236000.0,624835000.0,574572000.0,559525000.0,700163000.0,603240000.0,522744000.0,496629000.0,484406000.0,413759000.0,398292000.0,419874000.0,374512000.0,274686000.0,309635000.0,255330000.0,211453000.0,209836000.0,220208000.0,173700000.0,133500000.0,112100000.0,99300000.0
,otherNonCashItems,0.0,0.0,0.0,0.0,1585000.0,0.0,0.0,0.0,0.0,94072000.0,-96000.0,18646000.0,18641000.0,14790000.0,10236000.0,0.0,0.0,0.0,0.0,0.0,0.0,-400000.0,200000.0,200000.0,0.0
,netCashProvidedByOperatingActivites,180767000.0,224405000.0,274580000.0,224442000.0,195840000.0,162637000.0,195110000.0,169479000.0,132516000.0,169899000.0,145058000.0,135651000.0,121818000.0,147372000.0,97891000.0,88050000.0,65632000.0,63096000.0,49133000.0,57153000.0,54996000.0,46700000.0,46000000.0,32500000.0,40300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,-60857000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38268000.0,-39574000.0,-28988000.0,-15383000.0,-12596000.0,-17983000.0,-30817000.0,-65274000.0,-27631000.0,-22500000.0,-29500000.0,-22000000.0,-6800000.0
,acquisitionsNet,-335000000.0,0.0,-6000000.0,0.0,-1000000.0,-126000000.0,0.0,0.0,-25000000.0,-74000000.0,-4000000.0,0.0,-17000000.0,0.0,0.0,-64000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-206330000.0,-185267000.0,-313726000.0,-87735000.0,-39097000.0,-36063000.0,-123849000.0,-70354000.0,-188098000.0,-257449000.0,-126691000.0,-93087000.0,-9061000.0,-87586000.0,-244238000.0,-124227000.0,-125954000.0,-143991000.0,-134434000.0,-149505000.0,-97685000.0,-269000000.0,-52200000.0,-48400000.0,-68800000.0
,salesMaturitiesOfInvestments,384652000.0,219628000.0,163530000.0,39627000.0,47769000.0,151437000.0,89835000.0,80371000.0,238436000.0,166104000.0,82672000.0,19204000.0,86179000.0,143938000.0,213894000.0,154773000.0,116789000.0,116402000.0,122218000.0,127608000.0,101685000.0,234800000.0,54100000.0,46300000.0,57600000.0
,otherInvestingActivites,160266000.0,32492000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2784000.0,-2242000.0,0.0,-17668000.0,-8057000.0,-18561000.0,-8750000.0,-4903000.0,-6930000.0,-2200000.0,-2700000.0,-4100000.0,-2800000.0
,netCashUsedForInvestingActivites,-61301000.0,-17948000.0,-209996000.0,-122410000.0,-70503000.0,-78392000.0,-107573000.0,-57844000.0,-77827000.0,-236833000.0,-96544000.0,-111915000.0,18756000.0,14536000.0,-59332000.0,-66396000.0,-29138000.0,-64133000.0,-51783000.0,-92074000.0,-30561000.0,-58900000.0,-30300000.0,-28200000.0,-20800000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
