Date,2018-12,2017-12,2016-12,2015-12,2014-12
Revenue,7492000000.0,7355000000.0,6895000000.0,5971000000.0,5773000000.0
Revenue Growth,,,,,
Cost of Revenue,2644000000.0,2631000000.0,2488000000.0,2129000000.0,2006000000.0
Gross Profit,4848000000.0,4724000000.0,4407000000.0,3842000000.0,3767000000.0
R&D Expenses,,,,,
SG&A Expense,2916000000.0,2856000000.0,2736000000.0,2409000000.0,2401000000.0
Operating Expenses,2916000000.0,2856000000.0,2736000000.0,2409000000.0,2401000000.0
Operating Income,1932000000.0,1868000000.0,1671000000.0,1433000000.0,1366000000.0
Interest Expense,197000000.0,162000000.0,175000000.0,152000000.0,147000000.0
Earnings before Tax,1720000000.0,1734000000.0,1473000000.0,1312000000.0,1229000000.0
Income Tax Expense,292000000.0,67000000.0,304000000.0,298000000.0,269000000.0
Net Income - Non-Controlling int,,,,,
Net Income - Discontinued ops,,,,,
Net Income,1422000000.0,1659000000.0,1161000000.0,1008000000.0,955000000.0
Preferred Dividends,,,,,
Net Income Com,1422000000.0,1659000000.0,1161000000.0,1008000000.0,955000000.0
EPS,0.71,0.82,0.56,0.46,0.43
EPS Diluted,0.71,0.81,0.56,0.46,0.42
Weighted Average Shs Out,1977000000.0,2019000000.0,2062000000.0,2109000000.0,1840000000.0
Weighted Average Shs Out (Dil),1991000000.0,2035000000.0,2080000000.0,2128000000.0,1861000000.0
Dividend per Share,,,,,
Gross Margin,0.64709022957822,0.64228416043508,0.63915881073241,0.64344330932842,0.65252035336913
EBITDA Margin,0.34276561665777,0.33732154996601,0.3258883248731,0.33227265114721,0.32825220855708
EBIT Margin,0.25507207688201,0.25669612508498,0.23785351704133,0.24418020432088,0.23748484323575
Profit Margin,0.18980245595302,0.22556084296397,0.16838288614938,0.16881594372802,0.16542525549974
Free Cash Flow margin,,,,,
EBITDA,2568000000.0,2481000000.0,2247000000.0,1984000000.0,1895000000.0
EBIT,1911000000,1888000000,1640000000,1458000000,1371000000
Consolidated Income,1422000000.0,1659000000.0,1161000000.0,1008000000.0,955000000.0
Earnings Before Tax Margin,0.22957821676455,0.23575798776343,0.21363306744017,0.21972868866187,0.21288758011433
Net Profit Margin,0.18980245595302,0.22556084296397,0.16838288614938,0.16881594372802,0.16542525549974
