Date,2017-12,2016-12,2015-12,2014-12,2013-12
Cash and cash equivalents,14000000.0,14000000.0,14000000.0,13000000.0,8000000.0
Short-term investments,,,,,
Cash and short-term investments,,,,,
Receivables,4000000.0,3000000.0,3000000.0,3000000.0,2000000.0
Inventories,4000000.0,3000000.0,3000000.0,3000000.0,2000000.0
Total current assets,529000000.0,534000000.0,533000000.0,529000000.0,526000000.0
Property, Plant & Equipment Net,49000000.0,52000000.0,48000000.0,42000000.0,42000000.0
Goodwill and Intangible Assets,475000000,476000000,477000000,478000000,476000000
Long-term investments,3000000.0,3000000.0,3000000.0,2000000.0,2000000.0
Tax assets,000000.0,000000.0,2000000.0,1000000.0,2000000.0
Total non-current assets,230000000.0,300000000.0,349000000.0,375000000.0,346000000.0
Total assets,555000000.0,560000000.0,561000000.0,553000000.0,541000000.0
Payables,13000000.0,17000000.0,18000000.0,16000000.0,13000000.0
Short-term debt,000000.0,2000000.0,000000.0,000000.0,000000.0
Total current liabilities,40000000.0,49000000.0,45000000.0,40000000.0,35000000.0
Long-term debt,123000000.0,154000000.0,200000000.0,228000000.0,200000000.0
Total debt,123000000.0,154000000.0,200000000.0,228000000.0,200000000.0
Deferred revenue,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
Tax Liabilities,71000000.0,111000000.0,115000000.0,117000000.0,118000000.0
Deposit Liabilities,,,,,
Total non-current liabilities,230000000.0,300000000.0,349000000.0,375000000.0,346000000.0
Total liabilities,270000000.0,349000000.0,394000000.0,415000000.0,381000000.0
Other comprehensive income,0000000.0,0000000.0,0000000.0,0000000.0,0000000.0
Retained earnings (deficit),157000000.0,85000000.0,48000000.0,21000000.0,18000000.0
Total shareholders equity,285000000.0,211000000.0,167000000.0,138000000.0,161000000.0
Investments,3000000.0,3000000.0,3000000.0,2000000.0,2000000.0
Net Debt,109000000,142000000,186000000,215000000,192000000
Other Assets,6000000,6000000,10000000,9000000,7000000
Other Liabilities,14000000,16000000,13000000,10000000,9000000
