Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31
Cash and cash equivalents,26754852.0,48607574.0,9914867.0,10468122.0,17226193.0,26162054.0,13000253.0,437311.0
Short-term investments,0.0,0.0,5390184.0,6368177.0,4652675.0,2935184.0,0.0,0.0
Cash and short-term investments,26754852.0,48607574.0,15305051.0,16836299.0,21878868.0,29097238.0,13000253.0,437311.0
Receivables,1392441.0,3880154.0,1018027.0,924468.0,383961.0,0.0,39112.0,0.0
Inventories,18616169.0,12628181.0,5020146.0,3445773.0,1708763.0,1669058.0,1265593.0,1147345.0
Total current assets,44529625.0,62341563.0,21657138.0,21290404.0,24088015.0,31052449.0,13948138.0,1294360.0
Property, Plant & Equipment Net,30115730.0,30466858.0,2000784.0,2433206.0,2840698.0,765299.0,779297.0,860932.0
Goodwill and Intangible Assets,7533921.0,8378859.0,0.0,0.0,0.0,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current assets,44346896.0,45677270.0,2027947.0,2424113.0,2935501.0,927494.0,1607281.0,1631549.0
Total assets,88876521.0,108018833.0,23685085.0,23714517.0,27023516.0,31979943.0,15555419.0,2925909.0
Payables,5900394.0,5920873.0,2564681.0,2087855.0,1779197.0,2709489.0,1058671.0,1303414.0
Short-term debt,29983.0,0.0,6111111.0,15139.0,13841.0,12654.0,11569.0,460576.0
Total current liabilities,9625046.0,9440183.0,11222861.0,4216532.0,4197897.0,3657846.0,1817319.0,2301695.0
Long-term debt,44075014.0,42970854.0,14111640.0,15679212.0,14752180.0,5062964.0,3957414.0,88613.0
Total debt,44104997.0,42970854.0,20222751.0,15694351.0,14766021.0,5075618.0,3968983.0,549189.0
Deferred revenue,2547199.0,2690033.0,2835187.0,2978021.0,1580371.0,1655926.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,59481037.0,58245893.0,16919486.0,18677011.0,16816969.0,6748738.0,4314354.0,238398.0
Total liabilities,69106083.0,67686076.0,28142347.0,22893543.0,21014866.0,10406584.0,6131673.0,2540093.0
Other comprehensive income,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Retained earnings (deficit),-216437238.0,-150693793.0,-106934818.0,-87419667.0,-69449737.0,-52636574.0,-37109328.0,-29808015.0
Total shareholders equity,19770438.0,40332757.0,-4457262.0,820974.0,6008650.0,21573359.0,9423746.0,385816.0
Investments,0.0,0.0,5390184.0,6368177.0,4652675.0,2935184.0,0.0,0.0
Net Debt,17350145.0,-5636720.0,4917700.0,-1141948.0,-7112847.0,-24021620.0,-9031270.0,111878.0
Other Assets,-2233837.0,-2774346.0,313914.0,83864.0,116423.0,286153.0,-356820.0,-290296.0
Other Liabilities,3694669.0,3519310.0,2547069.0,2113538.0,2404859.0,935703.0,747079.0,537705.0
