date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-770000000.0,106600000.0,-6917900000.0,2748800000.0,527800000.0,350000000.0,377800000.0,474600000.0,401300000.0,125200000.0,292800000.0,285500000.0,-52300000.0,467100000.0,385000000.0,251300000.0,-116100000.0,-46600000.0,-203400000.0,264635000.0,421575000.0,95400000.0,396200000.0,290400000.0,256500000.0,222500000.0
,depreciationAndAmortization,357000000.0,446000000.0,433900000.0,635600000.0,437200000.0,171600000.0,156100000.0,158900000.0,163700000.0,161600000.0,172300000.0,175100000.0,183300000.0,177000000.0,193300000.0,213800000.0,249100000.0,278200000.0,280700000.0,328775000.0,292576000.0,271700000.0,147500000.0,129900000.0,116400000.0,101700000.0
,deferredIncomeTax,-261000000.0,-1067900000.0,-1597900000.0,-1781800000.0,33400000.0,-7200000.0,39300000.0,88600000.0,71200000.0,-4800000.0,-6100000.0,14900000.0,8700000.0,-900000.0,-5000000.0,-66100000.0,108900000.0,-11500000.0,48300000.0,25500000.0,59800000.0,-9600000.0,56600000.0,59000000.0,44700000.0,40700000.0
,stockBasedCompensation,41000000.0,42500000.0,75700000.0,70900000.0,63900000.0,29200000.0,29900000.0,37200000.0,32900000.0,43000000.0,36500000.0,35100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,479000000.0,-3286900000.0,2657600000.0,-1431300000.0,2687600000.0,-31000000.0,-145200000.0,-19200000.0,213200000.0,21000000.0,43500000.0,234700000.0,100000000.0,-492400000.0,-95000000.0,-465800000.0,162900000.0,512600000.0,148800000.0,-1029026000.0,237126000.0,339100000.0,52000000.0,246500000.0,18500000.0,-82300000.0
,accountsReceivables,168000000.0,310800000.0,161700000.0,288700000.0,-324500000.0,-33800000.0,-140900000.0,-19000000.0,-101200000.0,-17600000.0,-103600000.0,98000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-29000000.0,131400000.0,125700000.0,-350400000.0,784600000.0,-97800000.0,-28200000.0,-61600000.0,7700000.0,-21500000.0,-14500000.0,243100000.0,30900000.0,-53600000.0,-32200000.0,45700000.0,-57900000.0,179400000.0,12900000.0,128610000.0,-100495000.0,52700000.0,-16700000.0,18300000.0,27300000.0,-4400000.0
,accountsPayables,415000000.0,-109200000.0,-309300000.0,211000000.0,282000000.0,20300000.0,87300000.0,59000000.0,56300000.0,3300000.0,39100000.0,-103600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,0.0,1131900000.0,4418800000.0,1761200000.0,3192500000.0,504900000.0,535900000.0,681100000.0,700300000.0,487100000.0,466100000.0,422600000.0,187900000.0,87900000.0,580300000.0,675300000.0,1141100000.0,978200000.0,465600000.0,316800000.0,1345826000.0,1108700000.0,769600000.0,717600000.0,471100000.0,452600000.0
,otherNonCashItems,1000000.0,4300000.0,4200000.0,11000000.0,44700000.0,39200000.0,76300000.0,36500000.0,12300000.0,143900000.0,28200000.0,53000000.0,435800000.0,22800000.0,122100000.0,90600000.0,0.0,0.0,0.0,36906000.0,0.0,101000000.0,100000.0,0.0,-100000.0,-6100000.0
,netCashProvidedByOperatingActivites,1432000000.0,1044000000.0,680000000.0,932000000.0,1828500000.0,565800000.0,634100000.0,605200000.0,618500000.0,561300000.0,582600000.0,602800000.0,454900000.0,655300000.0,643400000.0,641600000.0,660000000.0,773200000.0,868900000.0,865418000.0,623487000.0,554000000.0,302600000.0,387100000.0,367300000.0,276700000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-157800000.0,-157300000.0,-138300000.0,-92200000.0,-121900000.0,-300000000.0,-252100000.0,-249775000.0,-316564000.0,-546000000.0,-585300000.0,-813700000.0,-152500000.0,-270400000.0
,acquisitionsNet,16000000.0,996000000.0,5133000000.0,1473000000.0,-8408000000.0,-359000000.0,-602000000.0,0.0,17000000.0,-20000000.0,-2000000.0,-14000000.0,-656000000.0,-106000000.0,-61000000.0,-740000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26100000.0,0.0,-3500000.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7775000.0,0.0,14300000.0,303900000.0,6400000.0,0.0,37300000.0
,otherInvestingActivites,15000000.0,4600000.0,58500000.0,12100000.0,4000000.0,17900000.0,-6700000.0,1800000.0,-2800000.0,-7800000.0,-4000000.0,17600000.0,9400000.0,-2300000.0,187000000.0,0.0,0.0,0.0,0.0,30491000.0,5119000.0,0.0,-100000.0,-100000.0,0.0,100000.0
,netCashUsedForInvestingActivites,-228000000.0,735400000.0,4807400000.0,1078500000.0,-8824800000.0,-649900000.0,-751900000.0,53400000.0,-163000000.0,-206400000.0,-153400000.0,-149400000.0,-804100000.0,-265600000.0,-11900000.0,-766700000.0,189600000.0,-716100000.0,-486500000.0,-303560000.0,-909292000.0,-531000000.0,-134700000.0,-802300000.0,-147200000.0,-231800000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
