Date,2018-01,2017-01,2016-01,2015-01,2014-01
Depreciation & Amortization,313000000.0,303000000.0,275000000.0,233000000.0,206000000.0
Stock-based compensation,87000000.0,75000000.0,71000000.0,53000000.0,47000000.0
Operating Cash Flow,1681000000.0,1559000000.0,1326000000.0,1373000000.0,1022000000.0
Capital Expenditure,-371000000.0,-298000000.0,-367000000.0,-647000000.0,-551000000.0
Acquisitions and disposals,,,,,
Investment purchases and sales,0,2000000,0,12000000,-10000000
Investing Cash flow,-353000000.0,-293000000.0,-363000000.0,-639000000.0,-564000000.0
Issuance (repayment) of debt,,,,,
Issuance (buybacks) of shares,,,,,
Dividend payments,,,,,
Financing Cash Flow,-1149000000.0,-916000000.0,-899000000.0,-460000000.0,-682000000.0
Effect of forex changes on cash,,,,,
Net cash flow / Change in cash,179000000.0,350000000.0,65000000.0,273000000.0,-224000000.0
Free Cash Flow,1310000000.0,1261000000.0,959000000.0,726000000.0,471000000.0
Net Cash/Marketcap,,,,,
