date,,2020-10-31_FY,2019-10-31_FY,2018-10-31_FY,2017-10-31_FY,2016-10-31_FY,2015-10-31_FY,2014-10-31_FY,2013-10-31_FY,2012-10-31_FY,2011-10-31_FY,2010-10-31_FY,2009-10-31_FY,2008-10-31_FY,2007-10-31_FY,2006-10-31_FY,2005-10-31_FY,2004-10-31_FY,2003-10-31_FY,2002-10-31_FY,2001-10-31_FY,2000-10-31_FY,1999-10-31_FY,1998-10-31_FY,1997-10-31_FY,1996-10-31_FY,1995-10-31_FY,1994-10-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,5097000000.0,5758000000.0,5450000000.0,5348000000.0,4622000000.0,4370000000.0,4277000000.0,4183000000.0,4115000000.0,3266000000.0,2810000000.0,1787000000.0,1978114478.0,2131302620.0,2663525188.0,2400519542.0,2350646184.0,1825135171.0,1417445483.0,1471195048.0,1856533658.0,1381933206.0,1350054021.0,1305027461.0,1167892977.0,985945657.0,824969566.0
,depreciationAndAmortization,1421000000.0,989000000.0,903000000.0,876000000.0,828000000.0,789000000.0,747000000.0,712000000.0,703000000.0,535000000.0,470000000.0,472000000.0,435305435.0,436098761.0,403904409.0,471130004.0,469397708.0,490571014.0,495327103.0,523726393.0,488882120.0,493011623.0,400987807.0,433037600.0,299665552.0,276000535.0,223995672.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-32000000.0,-62000000.0,186000000.0,-157527658.0,-175953079.0,-152586110.0,90919825.0,157278713.0,-36924700.0,283489097.0,-179336613.0,130977764.0,-81947918.0,16051860.0,-116039994.0,80267559.0,67059296.0,-29893142.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,51568000000.0,7901000000.0,13562000000.0,12089000000.0,2346000000.0,-18915000000.0,64000000.0,10561000000.0,5004000000.0,-2759000000.0,-10201000000.0,1895000000.0,-811688312.0,-22283606092.0,-21317177.0,-445152911.0,-1119239210.0,346828432.0,-6677570093.0,6970322171.0,-5280231496.0,861115198.0,-640839636.0,2319954936.0,-327759197.0,389104538.0,-359935074.0
,accountsReceivables,178000000.0,-299000000.0,-366000000.0,-130000000.0,-81000000.0,53000000.0,-36000000.0,122000000.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-352000000.0,313000000.0,337000000.0,15000000.0,64000000.0,-113000000.0,160000000.0,-129000000.0,-109000000.0,64000000.0,-119000000.0,-492000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,72396000000.0,48320000000.0,34303000000.0,20600000000.0,25860000000.0,-3714000000.0,14628000000.0,31602000000.0,22650000000.0,-2372000000.0,1957000000.0,-2796000000.0,-497835498.0,-21483303377.0,-164927634.0,-75569725.0,-23165082.0,-54068311.0,-6503115264.0,7049674655.0,-4856838258.0,253052818.0,-249884242.0,2248979017.0,-113712374.0,156070138.0,-176924118.0
,otherNonCashItems,199000000.0,217000000.0,238000000.0,227000000.0,219000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3243145744.0,6421341406.0,6509592729.0,-7371590506.0,1449646427.0,1349070288.0,560747662.0,2271068085.0,9137985.0,144916875.0,1916653804.0,-5625968174.0,-5953177259.0,-2363003615.0,-496009739.0
,netCashProvidedByOperatingActivites,50836000000.0,29303000000.0,17912000000.0,2908000000.0,-2648000000.0,2333000000.0,-2927000000.0,11433000000.0,10258000000.0,572000000.0,-6584000000.0,12794000000.0,4246031746.0,-13942862548.0,615954224.0,-6285275711.0,2494513533.0,-8985889490.0,-4096573209.0,10650690367.0,-2994212610.0,4336030602.0,2945979318.0,-1735952683.0,-4804013378.0,-690938295.0,126065197.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-399000000.0,0.0,0.0,0.0,0.0,-179000000.0,-355000000.0,0.0,-366000000.0,-369000000.0,-207000000.0,-204000000.0,0.0,-420000000.0,-583000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,acquisitionsNet,-138000000.0,0.0,-284000000.0,0.0,-9235000000.0,0.0,0.0,137000000.0,-21000000.0,0.0,-991000000.0,-282000000.0,-152000000.0,-352000000.0,-67000000.0,520000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-86659000000.0,-63496000000.0,-46749000000.0,-51917000000.0,-34859000000.0,-16996000000.0,-24674000000.0,-32007000000.0,-37960000000.0,-28735000000.0,-28587000000.0,-41041000000.0,-26422558923.0,-58646296472.0,-24155727589.0,-20271578699.0,-28645452328.0,-29348542793.0,-39554517134.0,-35978416124.0,-31524520256.0,-37271001913.0,-64476925451.0,-14504013519.0,-3575919732.0,-3668986749.0,-7267009333.0
,salesMaturitiesOfInvestments,56882000000.0,44715000000.0,38315000000.0,51823000000.0,29278000000.0,22007000000.0,28882000000.0,30521000000.0,31540000000.0,30221000000.0,29208000000.0,29717000000.0,39917027417.0,36459180778.0,17413889824.0,16580469949.0,29033162643.0,30685744428.0,37372274143.0,43455007141.0,47299725861.0,33127997646.0,49826979472.0,0.0,2698327759.0,4067059296.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-176000000.0,-1861471862.0,-16949200644.0,-14288118479.0,-13604912032.0,-3060229213.0,-981142028.0,-5696261683.0,-4461196635.0,-4483703930.0,-10776960423.0,6928075320.0,-12344036051.0,-9879598663.0,-9683041092.0,-11162992019.0
