Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Cash and cash equivalents,51491000.0,12921000.0,16441000.0,15144000.0
Short-term investments,0.0,0.0,0.0,0.0
Cash and short-term investments,51491000.0,12921000.0,16441000.0,15144000.0
Receivables,44120000.0,55917000.0,83870000.0,36999000.0
Inventories,0.0,0.0,0.0,0.0
Total current assets,110994000.0,84938000.0,110177000.0,58901000.0
Property, Plant & Equipment Net,8780000.0,8844000.0,9544000.0,6592000.0
Goodwill and Intangible Assets,671787000.0,692108000.0,718457000.0,549131000.0
Long-term investments,8501000.0,5277000.0,3525000.0,532000.0
Tax assets,0.0,0.0,7452000.0,4313000.0
Total non-current assets,,,,
Total assets,801511000.0,792622000.0,850951000.0,620389000.0
Payables,20350000.0,327000.0,3712000.0,1413000.0
Short-term debt,0.0,575000.0,0.0,0.0
Total current liabilities,56416000.0,51301000.0,75286000.0,42909000.0
Long-term debt,268857000.0,482650000.0,393205000.0,311898000.0
Total debt,268857000.0,483225000.0,418528000.0,311898000.0
Deferred revenue,0.0,0.0,0.0,0.0
Tax Liabilities,6212000.0,4068000.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0
Total non-current liabilities,,,,
Total liabilities,345963000.0,561439000.0,519953000.0,370960000.0
Other comprehensive income,-86000.0,64000.0,-537000.0,-542000.0
Retained earnings (deficit),-119709000.0,-183888000.0,-74532000.0,-67834000.0
Total shareholders equity,455548000.0,231183000.0,330998000.0,249429000.0
Investments,13320000.0,11336000.0,6163000.0,3370000.0
Net Debt,217366000.0,,,
Other Assets,15383000.0,,,
Other Liabilities,36066000.0,50399000.0,71574000.0,41496000.0
