date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2012-09-30_FY,2011-09-30_FY,2010-09-30_FY,2009-09-30_FY,2008-09-30_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-5779000.0,-4281000.0,-26208000.0,-26184000.0,-68460000.0,-47227000.0,-12722000.0,-2233367.769565,-2474096.076717,-99939.039878,-89272.429411,-85702.655553,-4450.369539,-20802.947289
,depreciationAndAmortization,971000.0,1030000.0,3857000.0,6087000.0,6187000.0,7450000.0,3453000.0,211891.770054,176553.783058,0.0,0.0,0.0,0.0,0.0
,deferredIncomeTax,0.0,0.0,0.0,-2114000.0,349000.0,-1632000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,5000.0,637000.0,1637000.0,7795000.0,9131000.0,7154000.0,3253000.0,300232.91415,271403.154308,0.0,0.0,52626.478,0.0,0.0
,changeInWorkingCapital,2230000.0,2391000.0,6576000.0,1763000.0,-500000.0,-693000.0,-2529000.0,291512.721057,151104.208759,16812.801626,14872.313771,8061.639853,0.0,0.0
,accountsReceivables,71000.0,0.0,2867000.0,1377000.0,-1185000.0,-1499000.0,-4827000.0,51399.832828,179524.139803,0.0,0.0,0.0,0.0,0.0
,inventory,195000.0,477000.0,645000.0,2048000.0,1282000.0,6000.0,-424000.0,-128282.164223,21187.53958,0.0,0.0,0.0,0.0,0.0
,accountsPayables,3583000.0,317000.0,7076000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-1569000.0,642000.0,-3079000.0,-3845000.0,-1286000.0,3000.0,-1540000.0,254440.865163,-30226.269815,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,-329000.0,-1296000.0,2407000.0,15000.0,43734000.0,17856000.0,3253000.0,92150.417461,604647.02512,0.0,0.0,52626.478,-19672.560576,25059.512564
,netCashProvidedByOperatingActivites,-2582000.0,-1813000.0,-7621000.0,-8965000.0,-17473000.0,-23157000.0,-8545000.0,-1302880.434272,-1270387.905471,-83126.238252,-74400.11564,-25014.537701,-24122.930115,4256.565275
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,-56000.0,-123000.0,-237000.0,-415000.0,-487000.0,-237718.943997,-145816.873235,0.0,0.0,0.0,0.0,0.0
,acquisitionsNet,0.0,0.0,1000000.0,-1000000.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25129.921695,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22745.687149,0.0,0.0
,otherInvestingActivites,-2000000.0,0.0,0.0,0.0,0.0,0.0,-5250000.0,-191253.510148,0.0,-3265.430531,-2990.266936,-2994.766428,-1353.728132,-4256.565275
,netCashUsedForInvestingActivites,-2000000.0,0.0,944000.0,-1174000.0,-237000.0,-583000.0,-8937000.0,-1323833.316115,-119403.315139,-3265.430531,-2990.266936,19750.920721,-1353.728132,-27872.662006
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-200000.0,0.0,-192000.0,-2308000.0,-12391000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,364000.0,707000.0,2310000.0,10862000.0,5831000.0,15547000.0,9380000.0,3659341.454023,2872697.847874,0.0,0.0,290754.022097,0.0,42508.974117
,commonStockRepurchased,0.0,0.0,0.0,0.0,-12000.0,-231000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,0.0,-421000.0,-1020000.0,0.0,-1009000.0,-868000.0,0.0,0.0,0.0,0.0,-35095.948827,0.0,0.0
,netCashUsedProvidedByFinancingActivities,4896000.0,1621000.0,2444000.0,9534000.0,14123000.0,28298000.0,16513000.0,6305868.87309,2872697.847874,0.0,0.0,255658.07327,0.0,42508.974117
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-2000.0,0.0,-24000.0,147000.0,-18000.0,-155000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,312000.0,-192000.0,-4257000.0,-458000.0,-3605000.0,4403000.0,-959000.0,3679155.122703,1482906.627263,-86391.668784,-77390.382576,250394.45629,-25476.658247,18892.877386
,cashAtEndOfPeriod,461000.0,149000.0,341000.0,4598000.0,5056000.0,8661000.0,4258000.0,5213133.352743,1641822.220882,102107.188214,178789.630915,257644.892421,6998.783796,32791.422634
,cashAtBeginningOfPeriod,149000.0,341000.0,4598000.0,5056000.0,8661000.0,4258000.0,5217000.0,1533978.23004,158915.593619,188498.856998,256180.013491,7250.436131,32475.442043,13898.545248
,operatingCashFlow,-2582000.0,-1813000.0,-7621000.0,-8965000.0,-17473000.0,-23157000.0,-8545000.0,-1302880.434272,-1270387.905471,-83126.238252,-74400.11564,-25014.537701,-24122.930115,4256.565275
