Date,2018-12-31,2017-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31
Cash and cash equivalents,24872000.0,7393000.0,,,,
Short-term investments,46844000.0,0.0,,,,
Cash and short-term investments,71716000.0,7393000.0,56250000.0,73968000.0,50945000.0,18853000.0
Receivables,0.0,0.0,,,,
Inventories,0.0,0.0,,,,
Total current assets,72584000.0,7537000.0,,,,
Property Plant & Equipment Net,283000.0,122000.0,,,,
Goodwill and Intangible Assets,0.0,0.0,,,,
Long-term investments,0.0,0.0,,,,
Tax assets,0.0,0.0,,,,
Total non-current assets,293000.0,181000.0,,,,
Total assets,72877000.0,7718000.0,,,,
Payables,495000.0,517000.0,,,,
Short-term debt,0.0,0.0,,,,
Total current liabilities,1457000.0,1763000.0,,,,
Long-term debt,0.0,7171000.0,,,,
Total debt,0.0,7171000.0,,,,
Deferred revenue,0.0,0.0,,,,
Tax Liabilities,0.0,0.0,,,,
Deposit Liabilities,0.0,0.0,,,,
Total non-current liabilities,0.0,9057000.0,,,,
Total liabilities,1457000.0,10820000.0,,,,
Other comprehensive income,-49000.0,0.0,,,,
Retained earnings (deficit),-32825000.0,-20349000.0,,,,
Total shareholders equity,-32626000.0,-20280000.0,,,,
Investments,46844000.0,0.0,,,,
Net Debt,-71716000.0,-222000.0,33290000.0,-73968000.0,-50716000.0,-18804000.0
Other Assets,868000.0,144000.0,20564000.0,11729000.0,-2552000.0,8164000.0
Other Liabilities,962000.0,1246000.0,54386000.0,43129000.0,85583000.0,26328000.0
