date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,2000-03-31_FY,1999-03-31_FY,1998-03-31_FY,1997-03-31_FY,1996-03-31_FY,1995-03-31_FY,1994-03-31_FY,1993-03-31_FY,1992-03-31_FY,1991-03-31_FY,1990-03-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-496751000.0,-348444000.0,-212327000.0,166398000.0,24586000.0,231011000.0,428329000.0,371500000.0,289017000.0,235658000.0,200531000.0,188353000.0,199386000.0,180374000.0,124494000.0,62680000.0,40300000.0,29301000.0,40133000.0,33109000.0,11300000.0,16784000.0,25700000.0,22000000.0,19400000.0,12400000.0,5500000.0,14900000.0,19400000.0,15900000.0,16300000.0,10200000.0
,depreciationAndAmortization,528895000.0,263427000.0,293590000.0,213519000.0,250247000.0,241235000.0,229779000.0,202228000.0,176483000.0,151227000.0,153651000.0,122945000.0,115029000.0,93776000.0,80456000.0,79613000.0,65619000.0,56963000.0,52341000.0,47906000.0,30700000.0,33948000.0,30000000.0,23200000.0,24700000.0,20600000.0,16200000.0,12200000.0,11500000.0,7200000.0,6300000.0,6500000.0
,deferredIncomeTax,-4158000.0,-12268000.0,11912000.0,-235013000.0,98000.0,29090000.0,70717000.0,51800000.0,20654000.0,7502000.0,31184000.0,21631000.0,45876000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,8681000.0,11432000.0,11620000.0,11518000.0,14687000.0,17289000.0,20034000.0,19380000.0,16442000.0,0.0,8490000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,89667000.0,-106668000.0,-1457000.0,-2626000.0,-147306000.0,-132876000.0,328226000.0,120382000.0,103058000.0,-60899000.0,58054000.0,95214000.0,58784000.0,87655000.0,72373000.0,65362000.0,14411000.0,-25246000.0,25655000.0,41061000.0,-2452000.0,11375000.0,-3500000.0,-8100000.0,10500000.0,19400000.0,-6000000.0,1000000.0,-3400000.0,-6800000.0,1100000.0,0.0
,accountsReceivables,125541000.0,0.0,-86724000.0,13144000.0,123036000.0,178796000.0,-8482000.0,-101912000.0,-94237000.0,-99537000.0,12104000.0,11568000.0,-71903000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,7038000.0,-11777000.0,-12485000.0,65502000.0,17833000.0,59182000.0,66327000.0,-110508000.0,-76186000.0,-11492000.0,-21656000.0,14073000.0,-15968000.0,-90684000.0,-83734000.0,0.0,0.0,0.0,0.0,0.0,-3200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,28505000.0,-76309000.0,-117133000.0,-44783000.0,-43507000.0,128297000.0,87453000.0,0.0,-912000.0,-6027000.0,14602000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,733147000.0,643480000.0,750148000.0,751605000.0,754231000.0,901537000.0,1034413000.0,706187000.0,585805000.0,482747000.0,543646000.0,485592000.0,390378000.0,331594000.0,243939000.0,171566000.0,106204000.0,91793000.0,117039000.0,91384000.0,50323000.0,52775000.0,41400000.0,44900000.0,53000000.0,42500000.0,23100000.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,0.0,15083000.0,11620000.0,11518000.0,14687000.0,17289000.0,20034000.0,19380000.0,16442000.0,248187000.0,0.0,6369000.0,7956000.0,20255000.0,11292000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,-100000.0,100000.0,-100000.0,100000.0,0.0,100000.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,136647000.0,157569000.0,36567000.0,136478000.0,340522000.0,560408000.0,721762000.0,528871000.0,438894000.0,288572000.0,441850000.0,418234000.0,247914000.0,208875000.0,151244000.0,93895000.0,99732000.0,94797000.0,123221000.0,59840000.0,40900000.0,53068000.0,59300000.0,44600000.0,30500000.0,13400000.0,17000000.0,27900000.0,25100000.0,17800000.0,24400000.0,16900000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-60687000.0,-147684000.0,-109467000.0,-93680000.0,-112392000.0,-199970000.0,-386883000.0,-382531000.0,-300598000.0,-235028000.0,-185262000.0,-175021000.0,-209301000.0,-208696000.0,-192351000.0,-96027000.0,-83992000.0,-42542000.0,-34552000.0,-57661000.0,-101600000.0,-80758000.0,-102000000.0,-94400000.0,-79600000.0,-57200000.0,-32100000.0,-15400000.0,-12000000.0,-34600000.0,-19900000.0,-11500000.0
,acquisitionsNet,0.0,0.0,-69000000.0,-11000000.0,-30000000.0,-224000000.0,-40000000.0,-11000000.0,-9000000.0,-292000000.0,-22000000.0,0.0,-43000000.0,-25000000.0,-1000000.0,-46000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,-10236000.0,-11451000.0,-39130000.0,-19531000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-593000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100000.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,69789000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600000.0
