date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY
,netCashUsedForInvestingActivites,-18234000.0,-13489000.0,-33527000.0,-17072000.0,-20106000.0,-16487000.0,-62867000.0,1031000.0,23844000.0,141182000.0,-174515000.0,-145419000.0,-23263000.0,-9677000.0,-57720000.0,-247427000.0,-81804000.0,-29220000.0,-142805000.0,-73029000.0,-8175000.0,-9902095.0,-1097945.0,11072651.0,18000000.0,-500000.0,-100000.0,16700000.0,226300000.0,109400000.0,18200000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-16379000.0,-309296000.0,-190755000.0,-152661000.0,-21274000.0,-23226000.0,-10447000.0,-102822000.0,-315080000.0,0.0,-197543000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2613000.0,0.0,0.0,82772000.0,1892000.0,13535000.0,76700000.0,4119000.0,2545000.0,82712000.0,2550000.0,1797000.0,495161.0,513572.0,118591.0,0.0,0.0,0.0,0.0,0.0,600000.0,100000.0
,commonStockRepurchased,-69592000.0,-16035000.0,-100000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11000.0,0.0,-105384000.0,-14405000.0,-35420000.0,-5180000.0,-17150000.0,-207000.0,-9114000.0,-1902425.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-194330.0,-300000.0,-200000.0,-300000.0,0.0,-7900000.0,-22900000.0,-4800000.0
,otherFinancingActivites,0.0,0.0,-3198000.0,-4091000.0,-956000.0,-963000.0,2297000.0,10047000.0,-9312000.0,0.0,-3067000.0,4753000.0,919000.0,-6135000.0,8938000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100000.0,0.0,-22500000.0,1100000.0,-33500000.0
,netCashUsedProvidedByFinancingActivities,-85971000.0,-325331000.0,-87953000.0,143248000.0,-6998000.0,178697000.0,103312000.0,188924000.0,193488000.0,2613000.0,-3414000.0,4753000.0,1680000.0,1257000.0,70582000.0,193120000.0,64710000.0,84313000.0,151858000.0,91862000.0,-7102000.0,47324492.0,10435239.0,-25071393.0,-8100000.0,-4200000.0,-8500000.0,-11100000.0,-237700000.0,-119900000.0,-32600000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,426155000.0,8000000.0,140720000.0,39044000.0,-130506000.0,158875000.0,-170803000.0,103679000.0,-3155000.0,69659000.0,-145378000.0,43408000.0,178246000.0,-29033000.0,-9102000.0,17936000.0,43077000.0,-1801000.0,3217000.0,-1014000.0,-9025000.0,1035210.0,4141414.0,-7322526.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cashAtEndOfPeriod,745621000.0,319466000.0,311466000.0,170746000.0,131702000.0,262208000.0,103333000.0,274136000.0,170457000.0,173612000.0,103953000.0,249331000.0,205923000.0,27677000.0,56710000.0,65812000.0,47876000.0,4799000.0,6600000.0,3383000.0,4397000.0,13422016.0,12386806.0,8245392.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cashAtBeginningOfPeriod,319466000.0,311466000.0,170746000.0,131702000.0,262208000.0,103333000.0,274136000.0,170457000.0,173612000.0,103953000.0,249331000.0,205923000.0,27677000.0,56710000.0,65812000.0,47876000.0,4799000.0,6600000.0,3383000.0,4397000.0,13422000.0,12386806.0,8245392.0,15567918.0,3300000.0,6700000.0,16200000.0,14200000.0,6800000.0,4500000.0,6300000.0
,operatingCashFlow,530360000.0,346820000.0,262200000.0,-87132000.0,-103402000.0,-3335000.0,-211248000.0,-86276000.0,-220487000.0,-74136000.0,32551000.0,184074000.0,199829000.0,-20613000.0,-21964000.0,72243000.0,60171000.0,-56894000.0,-5836000.0,-19847000.0,6252000.0,-36387187.0,-5195880.0,6676216.0,2400000.0,1300000.0,-1000000.0,-3500000.0,18700000.0,12700000.0,12600000.0
,capitalExpenditure,-19932000.0,-24385000.0,-33415000.0,-18096000.0,-16662000.0,-16092000.0,-20788000.0,-15783000.0,-10863000.0,-7082000.0,-6389000.0,-3609000.0,-9693000.0,-13349000.0,-25850000.0,-25279000.0,-15113000.0,-17133000.0,-8285000.0,-7270000.0,-3017000.0,-2935205.0,-1568642.0,-174257.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,freeCashFlow,510428000.0,322435000.0,228785000.0,-105228000.0,-120064000.0,-19427000.0,-232036000.0,-102059000.0,-231350000.0,-81218000.0,26162000.0,180465000.0,190136000.0,-33962000.0,-47814000.0,46964000.0,45058000.0,-74027000.0,-14121000.0,-27117000.0,3235000.0,-39322392.0,-6764522.0,6501959.0,2400000.0,1300000.0,-1000000.0,-3500000.0,18700000.0,12700000.0,12600000.0
