date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,420000.0,-9386000.0,-8714000.0,-12035000.0,-3133000.0,1011000.0,-18926000.0,-59488000.0,-70656000.0,51546000.0,-9614000.0,-1942000.0,-9973000.0,-14201000.0,-4171000.0,-4584000.0,-4924000.0,-2745000.0,-2775000.0,-3275000.0,-13209000.0,-27700000.0,-1600000.0,-54000000.0,-11800000.0
,depreciationAndAmortization,48000.0,52000.0,983000.0,655000.0,618000.0,694000.0,863000.0,1021000.0,589000.0,420000.0,288000.0,262000.0,170000.0,114000.0,360000.0,340000.0,326000.0,212000.0,74000.0,301000.0,867000.0,4409748.299835,7747698.477805,7407303.881147,10870754.751395
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15373000.0,-20147000.0,35522000.0,-32000.0,711000.0,320000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,913000.0,765000.0,982000.0,874000.0,645000.0,817000.0,1126000.0,742000.0,4225000.0,2020000.0,349000.0,739000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,177000.0,7000.0,-1102000.0,815000.0,192000.0,292000.0,97000.0,-3454000.0,1191000.0,1102000.0,-2821000.0,-2861000.0,-2794000.0,-178000.0,-105000.0,421000.0,212000.0,-521000.0,-999000.0,-305000.0,-2856799.638952,-7454273.944651,10696594.484778,-18956790.809613,-3574946.193411
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27000.0,112000.0,17000.0,-133000.0,0.0,-41000.0,4000.0,117000.0,3376213.542061,5468963.631391,1607245.181758,-6712143.873344
,accountsPayables,456000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,8281000.0,7756000.0,13198000.0,19057000.0,28438000.0,14399000.0,8619000.0,8622000.0,60342000.0,16947000.0,18490000.0,29391000.0,21209000.0,27284000.0,49750000.0,2642000.0,6570000.0,6077000.0,3507000.0,-199000.0,106000.0,2962799.638952,10417073.583603,-279520.901175,18677269.908438
,otherNonCashItems,0.0,-134000.0,0.0,0.0,0.0,0.0,-162000.0,-298000.0,0.0,-37069000.0,1459000.0,2443000.0,4115000.0,2039000.0,607000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-65106.709897,-1e-06,0.0
,netCashProvidedByOperatingActivites,-6955000.0,-7053000.0,-8567000.0,-8801000.0,-5024000.0,3009000.0,-7058000.0,-24522000.0,-30155000.0,-24990000.0,-8671000.0,-7883000.0,-7932000.0,-4987000.0,-3431000.0,-3379000.0,-3351000.0,-3008000.0,-2847000.0,-1709000.0,-2796000.0,-1722557.929623,10612393.713296,1397604.505876,-3720862.364571
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-68000.0,-40000.0,-63000.0,0.0,-37000.0,-134000.0,-7000.0,-2199000.0,-2066000.0,-1675000.0,-11277000.0,-5686000.0,-26926000.0,-6801000.0,-3879000.0,-8303000.0,-2786000.0,-61000.0,-1457000.0,0.0,-7000.0,-1929264.881177,-15039649.986327,-14674847.311707,-69966804.071061
,acquisitionsNet,2860000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,-9985000.0,-11990000.0,0.0,0.0,-153000.0,-3961000.0,-294000.0,-289000.0,-92000.0,-289000.0,-454000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,7417000.0,8367000.0,8592000.0,150000.0,6303000.0,10620000.0,168000.0,494000.0,592000.0,563000.0,9055000.0,105000.0,258000.0,379000.0,79000.0,8000.0,260000.0,0.0,0.0,357000.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,1028000.0,70000.0,5564000.0,1000000.0,0.0,0.0,0.0,-24517000.0,-223000.0,-136000.0,-3277000.0,-3161000.0,0.0,0.0,22000.0,206706.951555,4557469.692826,-6638621.402916,-437748.513479
,netCashUsedForInvestingActivites,11628000.0,7377000.0,8304000.0,8592000.0,-9872000.0,-5821000.0,11641000.0,5039000.0,3839000.0,-4044000.0,-11008000.0,3268000.0,-26913000.0,-31349000.0,-4177000.0,-8448000.0,-6100000.0,-3002000.0,-1211000.0,2982000.0,1182000.0,-1653655.612438,-10482180.293501,-21313468.714623,-69383139.386422
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,0.0,0.0,0.0,0.0,0.0,-6344000.0,-2960000.0,0.0,-23000000.0,0.0,-866000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,15883000.0,0.0,0.0,0.0,24472000.0,28984000.0,0.0,20378000.0,3080000.0,4324000.0,23553000.0,7938000.0,9847000.0,339000.0,34000.0,0.0,0.0,0.0,325533.549487,69880.225293,66610732.134388
