date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2011-03-31_FY,2010-03-31_FY,2009-03-31_FY,2008-03-31_FY,2007-03-31_FY,2006-03-31_FY,2005-03-31_FY,2004-03-31_FY,2003-03-31_FY,2002-03-31_FY,2001-03-31_FY,2000-03-31_FY,1999-03-31_FY,1998-03-31_FY,1997-03-31_FY,1996-03-31_FY,1995-03-31_FY,1994-03-31_FY,1993-03-31_FY,1992-03-31_FY,1991-03-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,59926000.0,21411000.0,16617000.0,28353000.0,11681000.0,9345000.0,8170214.0,16093155.0,14156037.0,-1612625000.0,-43509.0,-4063844.0,5746028.0,37106514.0,-889263.0,696860.0,-2983574.0,-9550860.0,-4537072.0,-4460617.0,-5278867.0,-3816383.0,-2500000.0,-800000.0,-500000.0,-11500000.0,-32000000.0,-19500000.0,-11300000.0,-12800000.0,-5700000.0
,depreciationAndAmortization,27067000.0,20868000.0,15778000.0,10507000.0,5334000.0,4594000.0,4019387.0,3113892.0,3508592.0,1270000.0,1674528.0,1378999.0,1077347.0,824626.0,539032.0,398434.0,756258.0,886705.0,802228.0,257537.0,276852.0,324409.0,300000.0,200000.0,200000.0,1400000.0,2600000.0,2400000.0,1700000.0,1100000.0,900000.0
,deferredIncomeTax,-3992000.0,-624000.0,71000.0,-24679000.0,-4092000.0,-118000.0,295095.0,2787967.0,-3143268.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,17007000.0,12847000.0,10192000.0,6747000.0,4595000.0,3598000.0,1766532.0,1059806.0,1024152.0,730136000.0,1003266.0,1006798.0,823245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-10089000.0,447618000.0,-71674000.0,54493000.0,78607000.0,14207771.0,-4786199.0,19592205.0,16057223.0,-11820892.0,-3803003.0,4789092.0,403427.0,27437594.0,3819144.0,2901176.0,1989723.0,-1918095.0,-4975032.0,-3820818.0,-10075084.0,30572768.0,-1500000.0,1400000.0,-200000.0,-4800000.0,-23500000.0,1500000.0,-3100000.0,11600000.0,-900000.0
,accountsReceivables,-21020000.0,-7830000.0,-6094000.0,-6244000.0,-3874000.0,-3571000.0,4960402.0,1625743.0,-7135018.0,3551969000.0,-689569.0,-29259.0,520822.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-29260000.0,-9314000.0,-4042000.0,605000.0,-6163000.0,-6149000.0,-860124.0,-625895.0,2734239.0,-870252000.0,247164.0,212087.0,391020.0,-1289676.0,-48979.0,-832278.0,246067.0,10543.0,26167.0,-281368.0,-87276.0,82882.0,0.0,-200000.0,200000.0,500000.0,100000.0,600000.0,-1500000.0,-100000.0,-200000.0
,accountsPayables,2462000.0,662000.0,2266000.0,807000.0,-1802000.0,3024000.0,2288064.0,-733728.0,1001546.0,247222000.0,-60404.0,-931567.0,-799337.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,583426000.0,593515000.0,145897000.0,217571000.0,163078000.0,84471000.0,70263229.0,75049428.0,55457223.0,39400000.0,51220892.0,55023895.0,50234803.0,49831376.0,22393782.0,18574638.0,15673462.0,13683739.0,15601834.0,20576866.0,24397684.0,34472768.0,3900000.0,5400000.0,4000000.0,4200000.0,9000000.0,32500000.0,31000000.0,34100000.0,22500000.0
,otherNonCashItems,11237000.0,8199000.0,4245000.0,3977000.0,5516000.0,4083000.0,2071994.0,91191.0,604133.0,330000.0,-43509.0,0.0,0.0,824387.0,836532.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100000.0,100000.0,0.0,100000.0,-100000.0,0.0,400000.0,300000.0,-100000.0
,netCashProvidedByOperatingActivites,62625000.0,67216000.0,32770000.0,17451000.0,7521000.0,15053000.0,18401298.0,25929967.0,13439608.0,2310000.0,3231763.0,-2448354.0,6307144.0,38466601.0,405482.0,415384.0,-795277.0,-5718369.0,-5257690.0,-4754172.0,-4620307.0,-3134500.0,-1200000.0,-700000.0,-3200000.0,-9300000.0,-14600000.0,-24800000.0,-1900000.0,-8600000.0,-5700000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-22455000.0,-18504000.0,-10635000.0,-5454000.0,-4325000.0,-2628000.0,-5602547.0,-4634776.0,-1263647.0,-575455000.0,-524666.0,-597349.0,-1339999.0,-1102585.0,-1326529.0,-735495.0,-52658.0,-307773.0,-1083571.0,-307971.0,-184721.0,-217256.0,-300000.0,-100000.0,-400000.0,-500000.0,-600000.0,0.0,-18200000.0,-1300000.0,-1100000.0
,acquisitionsNet,-175000000.0,-182000000.0,0.0,-113000000.0,-45000000.0,0.0,-21000000.0,0.0,0.0,0.0,0.0,-2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,-47000.0,-23700000.0,-20168000.0,-27507599.0,-42480331.0,-39109959.0,-49465924000.0,-84329731.0,-47038060.0,-56865473.0,-54797953.0,-13973896.0,-11383595.0,-17221751.0,-20960151.0,-8329507.0,-22801063.0,-49959538.0,-8806367.0,0.0,0.0,0.0,0.0,0.0,-3800000.0,-5900000.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,19600000.0,23400000.0,27587000.0,34803854.0,29208818.0,43214487.0,0.0,83650417.0,59336807.0,25973235.0,41671877.0,17075000.0,13583000.0,17301991.0,12856899.0,11782578.0,20881667.0,45000000.0,0.0,0.0,100000.0,200000.0,1200000.0,0.0,7900000.0,2700000.0,200000.0,2400000.0
