Date,1995-12,1994-12,1993-12,1992-12,1991-12
Cash and cash equivalents,23000000.0,26000000.0,23000000.0,47000000.0,33000000.0
Short-term investments,,,,,
Cash and short-term investments,,,,,
Receivables,69000000.0,65000000.0,50000000.0,51000000.0,45000000.0
Inventories,65000000.0,68000000.0,60000000.0,64000000.0,65000000.0
Total current assets,78000000.0,74000000.0,73000000.0,79000000.0,83000000.0
Property, Plant & Equipment Net,64000000.0,60000000.0,58000000.0,63000000.0,69000000.0
Goodwill and Intangible Assets,11000000,11000000,12000000,12000000,13000000
Long-term investments,,,,,
Tax assets,,,,,
Total non-current assets,000000.0,000000.0,000000.0,000000.0,000000.0
Total assets,249000000.0,257000000.0,229000000.0,254000000.0,239000000.0
Payables,17000000.0,18000000.0,19000000.0,22000000.0,15000000.0
Short-term debt,36000000.0,43000000.0,18000000.0,21000000.0,25000000.0
Total current liabilities,145000000.0,158000000.0,101000000.0,115000000.0,187000000.0
Long-term debt,82000000.0,83000000.0,103000000.0,115000000.0,0000000.0
Total debt,82000000.0,83000000.0,103000000.0,115000000.0,0000000.0
Deferred revenue,,,,,
Tax Liabilities,2000000.0,1000000.0,1000000.0,1000000.0,1000000.0
Deposit Liabilities,,,,,
Total non-current liabilities,000000.0,000000.0,000000.0,000000.0,000000.0
Total liabilities,145000000.0,158000000.0,101000000.0,115000000.0,187000000.0
Other comprehensive income,80000000.0,80000000.0,77000000.0,80000000.0,90000000.0
Retained earnings (deficit),-115000000.0,-120000000.0,-107000000.0,-111000000.0,-54000000.0
Total shareholders equity,-34000000.0,-40000000.0,-30000000.0,-31000000.0,36000000.0
Investments,,,,,
Net Debt,95000000,100000000,98000000,89000000,-8000000
Other Assets,17000000,26000000,26000000,17000000,14000000
Other Liabilities,9000000,14000000,-40000000,-43000000,146000000
