Date,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Cash and cash equivalents,2074757426179296535.5886,212121091971.666,3883202907336.0833,2994139306292679907.236
Short-term investments,115264301454218287.5095,12639339676.9927,497846526580.7772,1090257247400616703.6912
Cash and short-term investments,2190021727633514800.0,224760431648.6587,4381049433916.861,4084396553693296600.0
Receivables,10414129636405126489.8916,1074343872550.7206,31414115827279.3951,21284425068648422282.0978
Inventories,3746089797267594279.9218,369838069681.1578,9235053068083.6063,6085913589965990480.3392
Total current assets,85756640282075130787.2697,8321631336079.3136,127274464520513.8017,82013380998459061760.7823
Property, Plant & Equipment Net,22113456234026736920.857,2194299275240.3408,42117816148777.9975,27223886192545461906.0799
Goodwill and Intangible Assets,62842097152940164208.8567,5919057724421.1771,81721507338321.4927,51583813048633679384.2531
Long-term investments,11526430145757557.9229,19233777769.3931,547631179239.1334,0.0
Tax assets,466820420889795639.419,159365587232.6115,2339878674930.9636,2473419426936602842.1287
Total non-current assets,47385154327904609629.736,4591377521821.4152,102531492149421.3059,60305871027836538906.5389
Total assets,104855935033069174366.7245,10203793874946.7094,174146714998141.483,114688553428004904507.124
Payables,15624076062143687560.4549,1417804189862.2873,36765965988030.1584,24848101742985575319.2458
Short-term debt,1579120929925551280.0079,480844444236.1768,10404992405549.4284,8510515528212559430.5542
Total current liabilities,18943687944030868006.4926,2061860976884.9732,49934006616107.3339,35067229375333800064.0668
Long-term debt,31547839308069988630.9933,3056522055819.348,77713842799345.3183,44440187203728286849.5955
Total debt,33126960237995239756.8523,3537366500055.6546,88118835204891.7831,52950702731942348891.1477
Deferred revenue,0.0,0.0,0.0,0.0
Tax Liabilities,13387948613928846441.6104,1259537675645.1399,20237461305532.9358,13424809389628965525.3776
Deposit Liabilities,0.0,0.0,0.0,0.0
Total non-current liabilities,47385154327904609629.736,4591377521821.4152,102531492149421.3059,60305871027836538906.5389
Total liabilities,66328842271935193337.0448,6653238498706.4317,152465498765525.5251,95373100403170055707.6924
Other comprehensive income,0.0,0.0,0.0,0.0
Retained earnings (deficit),39011202827242226013.6821,3557699350840.4787,40474922611062.0428,21935324917842784285.12
Total shareholders equity,38527092761133751123.1329,3550555376240.3556,21681216232615.6965,19315453024834893229.027
Investments,126790731599971439.0669,31873117446.4108,1045477705820.5859,1090257247400616703.6912
Net Debt,,,,
Other Assets,,,,
Other Liabilities,1740490951961629400.0,163212342786.509,2763048222527.752,1708612104135665700.0
