date,,2020-11-30_FY,2019-11-30_FY,2018-11-30_FY,2017-11-30_FY,2016-11-30_FY,2015-11-30_FY,2014-11-30_FY,2013-11-30_FY,2012-11-30_FY,2011-11-30_FY,2010-11-30_FY,2009-11-30_FY,2008-11-30_FY,2007-11-30_FY,2006-11-30_FY,2005-11-30_FY,2004-11-30_FY,2003-11-30_FY,2002-11-30_FY,2001-11-30_FY,2000-11-30_FY,1999-11-30_FY,1998-11-30_FY,1997-11-30_FY
,debtRepayment,-1621000000.0,-1651000000.0,-1556000000.0,-1256000000.0,-1278000000.0,-1238000000.0,-2466000000.0,-2212000000.0,-1052000000.0,-1237000000.0,-2192000000.0,-3310000000.0,-5448000000.0,-1985999326.6,-2537000000.0,-1096000000.0,-932000000.0,-1137000000.0,-189678000.0,-1971026000.0,-388429000.0,-564838000.0,-1006586000.0,-424391000.0
,commonStockIssued,3249000000.0,0.0,0.0,0.0,40000000.0,264000000.0,0.0,35000000.0,0.0,0.0,545000000.0,196000000.0,0.0,51000000.0,66000000.0,63000000.0,142000000.0,53000000.0,0.0,0.0,7811000.0,0.0,0.0,0.0
,commonStockRepurchased,-12000000.0,-603000000.0,-1468000000.0,-552000000.0,-2340000000.0,-533000000.0,0.0,-138000000.0,-90000000.0,-454000000.0,-524000000.0,-188000000.0,-83000000.0,-326000823.3,-841000000.0,-386000000.0,0.0,0.0,0.0,0.0,-705137000.0,0.0,0.0,0.0
,dividendsPaid,-689000000.0,-1387000000.0,-1355000000.0,-1087000000.0,-977000000.0,-816000000.0,-776000000.0,-1164000000.0,-779000000.0,-671000000.0,-237000000.0,-314000000.0,-1261000000.0,-989999813.4,-803000000.0,-566000000.0,-400000000.0,-292000000.0,-246323000.0,-245844000.0,-254333000.0,-219179000.0,-178458000.0,-130456000.0
,otherFinancingActivites,-149000000.0,-83000000.0,-40000000.0,-24000000.0,-25000000.0,-27000000.0,-29000000.0,8000000.0,9000000.0,23000000.0,4000000.0,58000000.0,-13000000.0,43998483.9,1000000.0,-1000000.0,-4000000.0,-15000000.0,0.0,0.0,0.0,-176000.0,-4253000.0,0.0
,netCashUsedProvidedByFinancingActivities,18650000000.0,-655000000.0,-1460000000.0,-2452000000.0,-2591000000.0,-942000000.0,-1028000000.0,-780000000.0,-1190000000.0,-1093000000.0,-404000000.0,-93000000.0,-315000000.0,-604001992.1,-1212000000.0,-892000000.0,-79000000.0,826000000.0,-198365000.0,337154000.0,-319997000.0,-34846000.0,226497000.0,-394319000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,53000000.0,-9000000.0,-1000000.0,11000000.0,-12000000.0,-61000000.0,-26000000.0,-1000000.0,-22000000.0,-6000000.0,-22000000.0,23000000.0,-114000000.0,0.0,7000000.0,-13000000.0,-15000000.0,-23000000.0,-5214000.0,-2156000.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,9162000000.0,-466000000.0,587000000.0,-208000000.0,-792000000.0,1064000000.0,-131000000.0,-3000000.0,15000000.0,21000000.0,-109000000.0,-112000000.0,-293000000.0,-220000000.0,-15000000.0,535000000.0,33000000.0,403000000.0,-754600000.0,1232018000.0,-332489000.0,384498000.0,-2716000.0,28360000.0
,cashAtEndOfPeriod,9692000000.0,530000000.0,982000000.0,395000000.0,603000000.0,1395000000.0,331000000.0,462000000.0,465000000.0,450000000.0,429000000.0,538000000.0,650000000.0,943000000.0,1163000000.0,1178000000.0,643000000.0,1070000000.0,666700000.0,1421300000.0,189282000.0,521771000.0,137273000.0,139989000.0
,cashAtBeginningOfPeriod,530000000.0,996000000.0,395000000.0,603000000.0,1395000000.0,331000000.0,462000000.0,465000000.0,450000000.0,429000000.0,538000000.0,650000000.0,943000000.0,1163000000.0,1178000000.0,643000000.0,610000000.0,667000000.0,1421300000.0,189282000.0,521771000.0,137273000.0,139989000.0,111629000.0
,operatingCashFlow,-6301000000.0,5475000000.0,5549000000.0,5322000000.0,5134000000.0,4545000000.0,3430000000.0,2834000000.0,2999000000.0,3766000000.0,3818000000.0,3342000000.0,3391000000.0,4130001713.8,3633000000.0,3410000000.0,3216000000.0,1933000000.0,1469032000.0,1238936000.0,1279535000.0,1329724000.0,1091840000.0,877580000.0
,capitalExpenditure,-3620000000.0,-5429000000.0,-3749000000.0,-2944000000.0,-3062000000.0,-2294000000.0,-2583000000.0,-2149000000.0,-2332000000.0,-2696000000.0,-3579000000.0,-3380000000.0,-3353000000.0,-3312000833.7,-2480000000.0,-1977000000.0,-3509000000.0,-2516000000.0,-1986482000.0,-826568000.0,-1003348000.0,-872984000.0,-1150413000.0,-497657000.0
,freeCashFlow,-9921000000.0,46000000.0,1800000000.0,2378000000.0,2072000000.0,2251000000.0,847000000.0,685000000.0,667000000.0,1070000000.0,239000000.0,-38000000.0,38000000.0,818000880.1,1153000000.0,1433000000.0,-370000000.0,-583000000.0,-517450000.0,412368000.0,276187000.0,456740000.0,-58573000.0,379923000.0
