Date,2018-03,2017-03,2016-03,2015-03,2014-03
Depreciation & Amortization,,,,,
Stock-based compensation,,,,,
Operating Cash Flow,190832000000.0,141716000000.0,97933000000.0,153078000000.0,194294000000.0
Capital Expenditure,-136648000000.0,-138984000000.0,-99171000000.0,-95353000000.0,-95424000000.0
Acquisitions and disposals,,,,,
Investment purchases and sales,-23242000000,1441000000,-1500000000,16958000000,29594000000
Investing Cash flow,-161598000000.0,-137833000000.0,-104618000000.0,-73674000000.0,-62105000000.0
Issuance (repayment) of debt,-134110000000.0,-133561000000.0,-106179000000.0,-85860000000.0,-196353000000.0
Issuance (buybacks) of shares,,,,,
Dividend payments,,,,,
Financing Cash Flow,-66598000000.0,16545000000.0,93883000000.0,-156027000000.0,-138501000000.0
Effect of forex changes on cash,1719000000.0,-4745000000.0,-4583000000.0,7097000000.0,15112000000.0
Net cash flow / Change in cash,-35645000000.0,15683000000.0,82615000000.0,-69526000000.0,8800000000.0
Free Cash Flow,54184000000.0,2732000000.0,-1238000000.0,57725000000.0,98870000000.0
Net Cash/Marketcap,,,,,
