date,,2020-10-31_FY,2019-10-31_FY,2018-10-31_FY,2017-10-31_FY,2016-10-31_FY,2015-10-31_FY,2014-10-31_FY,2013-10-31_FY,2012-10-31_FY,2011-10-31_FY,2010-10-31_FY,2009-10-31_FY,2008-10-31_FY,2007-10-31_FY,2006-10-31_FY,2005-10-31_FY,2004-10-31_FY,2003-10-31_FY,2002-10-31_FY,2001-10-31_FY,2000-10-31_FY,1999-10-31_FY,1998-10-31_FY,1997-10-31_FY,1996-10-31_FY,1995-10-31_FY,1994-10-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,446624000.0,590007000.0,748151000.0,535495000.0,382095000.0,363167000.0,340032000.0,170606000.0,487146000.0,39795000.0,-3374000.0,-755825000.0,-297810000.0,35651000.0,687213000.0,806110000.0,409111000.0,259820000.0,219887000.0,213673000.0,145943000.0,101500000.0,84700000.0,65000000.0,53700000.0,49900000.0,36200000.0
,depreciationAndAmortization,68873000.0,72149000.0,25259000.0,25361000.0,23121000.0,23557000.0,22999000.0,25210000.0,22586000.0,23142000.0,20044000.0,23925000.0,28333000.0,31240000.0,32314000.0,24347000.0,21767000.0,12075000.0,10495000.0,9356000.0,8528000.0,6600000.0,5600000.0,4100000.0,3300000.0,2900000.0,2700000.0
,deferredIncomeTax,97780000.0,102764000.0,-21930000.0,185710000.0,20270000.0,49442000.0,35502000.0,73882000.0,-352908000.0,0.0,60697000.0,405703000.0,-235806000.0,-289203000.0,8773000.0,26763000.0,32377000.0,17933000.0,1831000.0,7323000.0,5191000.0,1600000.0,300000.0,3300000.0,900000.0,-500000.0,-400000.0
,stockBasedCompensation,24326000.0,26180000.0,28312000.0,28466000.0,26679000.0,22903000.0,21656000.0,19041000.0,15575000.0,12768000.0,11677000.0,10987000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-305774000.0,408463000.0,757088000.0,-35265000.0,-292590000.0,939493000.0,1451153000.0,719809000.0,559381000.0,145858000.0,-482107000.0,176257000.0,-548919000.0,-640026000.0,1349954000.0,941697000.0,482684000.0,617424000.0,1049909000.0,-632889000.0,239895000.0,295300000.0,83300000.0,237400000.0,117300000.0,23200000.0,-79400000.0
,accountsReceivables,-176293000.0,-185261000.0,-85414000.0,31766000.0,-307351000.0,-55553000.0,-5214000.0,-51794000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,352858000.0,-40236000.0,-143598000.0,129666000.0,-391178000.0,-351983000.0,-271982000.0,-941314000.0,-195948000.0,-215738000.0,-140344000.0,489213000.0,662769000.0,-18273000.0,-877746000.0,-1025421000.0,-692400000.0,-478478000.0,-360409000.0,-443887000.0,-264303000.0,-282800000.0,-179800000.0,-120300000.0,-138100000.0,-118700000.0,-104500000.0
,accountsPayables,71835000.0,-64518000.0,57927000.0,-140463000.0,524553000.0,28729000.0,82101000.0,100463000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,8159795000.0,8465569000.0,8057106000.0,7300018000.0,7335283000.0,7627873000.0,6688380000.0,5237227000.0,4517418000.0,3958037000.0,3812179000.0,4294286000.0,4118029000.0,4666948000.0,5306974000.0,3957020000.0,3015323000.0,2532639000.0,1915215000.0,865306000.0,1498195000.0,1258300000.0,963000000.0,879700000.0,642300000.0,525000000.0,501800000.0
,otherNonCashItems,-12697000.0,-46594000.0,-35756000.0,116328000.0,-126630000.0,-21757000.0,11433000.0,-26911000.0,-670000.0,475000.0,-970000.0,0.0,645699000.0,640036000.0,163017000.0,0.0,0.0,0.0,0.0,0.0,0.0,-100000.0,0.0,9300000.0,7300000.0,6200000.0,7700000.0
,netCashProvidedByOperatingActivites,1008117000.0,437661000.0,602401000.0,959719000.0,148771000.0,60182000.0,313200000.0,-568963000.0,-168962000.0,52850000.0,-146284000.0,283191000.0,826796000.0,330469000.0,-104454000.0,334696000.0,111612000.0,-46071000.0,-94105000.0,-148379000.0,-16863000.0,-120900000.0,-46700000.0,-6900000.0,-53800000.0,-46500000.0,-29500000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-109564000.0,-86971000.0,-28232000.0,-28872000.0,-28426000.0,-9447000.0,-15074000.0,-26567000.0,-14495000.0,-9553000.0,-4830000.0,-2712000.0,-8158000.0,-14975000.0,-41740000.0,-43029000.0,-20408000.0,-15475000.0,-14170000.0,-15020000.0,-9415000.0,-19400000.0,-2800000.0,-5300000.0,-3600000.0,-2500000.0,-3000000.0
,acquisitionsNet,-60000000.0,-162000000.0,0.0,-83000000.0,0.0,0.0,-1489000000.0,0.0,-145000000.0,0.0,0.0,0.0,0.0,32000000.0,-45000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-36202000.0,-827208000.0,-519863000.0,-216248000.0,-132666000.0,-1523227000.0,-5804335000.0,-2965350000.0,-4575434000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1700000.0
,salesMaturitiesOfInvestments,0.0,0.0,4765000.0,31814000.0,59619000.0,39625000.0,93372000.0,445216000.0,423328000.0,454946000.0,69696000.0,3205000.0,1463487000.0,5769805000.0,2877331000.0,4690463000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3700000.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,3848000.0,0.0,0.0,0.0,0.0,0.0,0.0,3268000.0,42790000.0,-44750000.0,-40428000.0,-50641000.0,-10718000.0,-5326000.0,15750000.0,13589000.0,-15200000.0,1200000.0,200000.0,1100000.0,700000.0,5300000.0
,netCashUsedForInvestingActivites,-177845000.0,-75914000.0,81266000.0,-7685000.0,8211000.0,-52772000.0,-1452091000.0,332703000.0,-563121000.0,-74470000.0,-151382000.0,-132173000.0,-64630000.0,25584000.0,-174509000.0,31572000.0,-71049000.0,-26193000.0,-19496000.0,730000.0,4174000.0,-34600000.0,-1600000.0,-5100000.0,-2500000.0,1900000.0,600000.0
