date,,2021-01-30_FY,2020-02-01_FY,2019-02-02_FY,2018-02-03_FY,2017-01-28_FY,2016-01-30_FY,2015-01-31_FY,2014-02-01_FY,2013-02-02_FY,2012-01-28_FY,2011-01-29_FY,2010-01-30_FY,2009-01-31_FY,2008-02-02_FY,2007-02-03_FY,2006-01-28_FY,2005-01-29_FY,2004-01-31_FY,2003-02-01_FY,2002-02-02_FY,2001-02-03_FY,2000-01-29_FY,1999-01-30_FY,1998-01-31_FY,1997-02-01_FY,1996-02-03_FY,1995-01-28_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-665000000.0,351000000.0,1003000000.0,848000000.0,676000000.0,920000000.0,1262000000.0,1280000000.0,1135000000.0,833000000.0,1204000000.0,1102000000.0,967000000.0,833000000.0,778000000.0,1113000000.0,1150000000.0,1030000000.0,477000000.0,-8000000.0,877000000.0,1127000000.0,825000000.0,533900000.0,453000000.0,354000000.0,320000000.0
,depreciationAndAmortization,507000000.0,557000000.0,578000000.0,559000000.0,593000000.0,592000000.0,564000000.0,536000000.0,559000000.0,592000000.0,648000000.0,655000000.0,568000000.0,547000000.0,530000000.0,625000000.0,620000000.0,664000000.0,780900000.0,810500000.0,590400000.0,436200000.0,326400000.0,269700000.0,214900000.0,197400000.0,168200000.0
,deferredIncomeTax,-137000000.0,-81000000.0,65000000.0,61000000.0,-54000000.0,101000000.0,112000000.0,69000000.0,-37000000.0,-11000000.0,93000000.0,-50000000.0,10000000.0,-51000000.0,-41000000.0,-46000000.0,-80000000.0,103000000.0,6100000.0,-28500000.0,-38900000.0,2400000.0,-34800000.0,-13700000.0,-28900000.0,-2500000.0,-24400000.0
,stockBasedCompensation,77000000.0,68000000.0,91000000.0,87000000.0,76000000.0,76000000.0,100000000.0,116000000.0,113000000.0,58000000.0,77000000.0,64000000.0,0.0,52000000.0,54000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-172000000.0,-770000000.0,-30000000.0,245000000.0,412000000.0,-633000000.0,98000000.0,197000000.0,-393000000.0,350000000.0,-702000000.0,686000000.0,194000000.0,-1104000000.0,-540000000.0,-765000000.0,-135000000.0,1184000000.0,2025000000.0,1139000000.0,-596000000.0,126000000.0,-520400000.0,285400000.0,-174000000.0,172000000.0,62000000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-305000000.0,4000000.0,-154000000.0,-142000000.0,46000000.0,-6000000.0,-9000000.0,-193000000.0,-143000000.0,4000000.0,-127000000.0,43000000.0,51000000.0,252000000.0,-97000000.0,114000000.0,-90000000.0,385000000.0,-258222000.0,135000000.0,-442000000.0,-406000000.0,-323000000.0,-156100000.0,-96000000.0,-112000000.0,-40000000.0
,accountsPayables,564000000.0,66000000.0,-78000000.0,-90000000.0,146000000.0,-47000000.0,-41000000.0,105000000.0,91000000.0,11000000.0,-7000000.0,40000000.0,0.0,199000000.0,-25000000.0,-102000000.0,42000000.0,0.0,-46669000.0,-130000000.0,-261000000.0,-122000000.0,-267000000.0,0.0,-89000000.0,1000000.0,-47000000.0
,otherWorkingCapital,-177000000.0,1307000000.0,2077000000.0,2107000000.0,1862000000.0,1450000000.0,2083000000.0,1985000000.0,1788000000.0,2181000000.0,1831000000.0,2533000000.0,1847000000.0,1653000000.0,2757000000.0,3297000000.0,4062000000.0,4197000000.0,3013000000.0,988000000.0,-151000000.0,445000000.0,319000000.0,839400000.0,554000000.0,728000000.0,556000000.0
,otherNonCashItems,12000000.0,274000000.0,38000000.0,74000000.0,183000000.0,-63000000.0,-120000000.0,-16000000.0,47000000.0,43000000.0,46000000.0,-8000000.0,115000000.0,107000000.0,67000000.0,-28000000.0,52000000.0,0.0,161500000.0,58400000.0,130900000.0,211900000.0,79800000.0,0.0,47300000.0,11400000.0,19400000.0
,netCashProvidedByOperatingActivites,237000000.0,1411000000.0,1381000000.0,1380000000.0,1719000000.0,1594000000.0,2129000000.0,1705000000.0,1936000000.0,1363000000.0,1744000000.0,1928000000.0,1412000000.0,2081000000.0,1250000000.0,1551000000.0,1620000000.0,2171000000.0,1238400000.0,1317800000.0,1291200000.0,1477900000.0,1394200000.0,844700000.0,835000000.0,489100000.0,504500000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,-702000000.0,-705000000.0,-731000000.0,-524000000.0,-726000000.0,-714000000.0,-670000000.0,-659000000.0,-548000000.0,-557000000.0,-334000000.0,-431000000.0,-682000000.0,-572000000.0,-600000000.0,-442000000.0,-272000000.0,-303284000.0,-940100000.0,-1858700000.0,-1238700000.0,-797600000.0,-485600000.0,-371800000.0,-302300000.0,-232800000.0
,acquisitionsNet,0.0,-69000000.0,0.0,0.0,0.0,0.0,0.0,0.0,-129000000.0,0.0,0.0,0.0,-142000000.0,0.0,0.0,0.0,0.0,0.0,3416000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-508000000.0,-200000000.0,-398000000.0,-315000000.0,0.0,-1015000000.0,0.0,-979000000.0,-1030000000.0,-2092000000.0,-1959000000.0,-547000000.0,-75000000.0,-894000000.0,-1460000000.0,-1768000000.0,-1813000000.0,-1202000000.0,0.0,0.0,0.0,0.0,0.0,-2900000.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,388000000.0,293000000.0,177000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251000000.0,0.0,0.0,0.0,2072000000.0,442000000.0,0.0,0.0,0.0,0.0,0.0,174700000.0,0.0,0.0,0.0
,otherInvestingActivites,2000000.0,77000000.0,102000000.0,378000000.0,-5000000.0,1011000000.0,-3000000.0,998000000.0,845000000.0,2186000000.0,2087000000.0,344000000.0,-2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100000.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-510000000.0,-894000000.0,-1001000000.0,-668000000.0,-529000000.0,-730000000.0,-596000000.0,-624000000.0,-844000000.0,-454000000.0,-429000000.0,-537000000.0,-398000000.0,-274000000.0,-150000000.0,286000000.0,160000000.0,-1026000000.0,-291400000.0,-950600000.0,-1874900000.0,-1278600000.0,-826400000.0,-313900000.0,-435900000.0,-223100000.0,-359900000.0
