Date,2018-12-31,2018-12,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2011-12-31,2010-10-28
Depreciation & Amortization,42149000.0,42000000.0,31553000.0,31000000.0,19298000.0,17000000.0,18304000.0,15000000.0,14044000.0,14000000.0,9819000.0,449000.0,449000.0
Stock-based compensation,7439000.0,7000000.0,5714000.0,6000000.0,2620000.0,3000000.0,2983000.0,3000000.0,1470000.0,1000000.0,100000.0,0.0,0.0
Operating Cash Flow,237303000.0,237000000.0,83975000.0,96000000.0,-31932000.0,-27000000.0,100748000.0,87000000.0,104265000.0,104000000.0,64323000.0,18788000.0,18788000.0
Capital Expenditure,-138482000.0,-142000000.0,-122238000.0,-122000000.0,-44311000.0,-43000000.0,-127217000.0,-62000000.0,-82181000.0,-40000000.0,-10630000.0,-50169000.0,-50169000.0
Acquisitions and disposals,-34960000.0,,-200830000.0,,0.0,,0.0,,-224250000.0,,-94955000.0,0.0,0.0
Investment purchases and sales,-14695000.0,0,-7168000.0,0,-10232000.0,0,0.0,0,0.0,0,0.0,0.0,0.0
Investing Cash flow,-188137000.0,-188000000.0,-325120000.0,-470000000.0,-52153000.0,-126000000.0,-126526000.0,-62000000.0,-306431000.0,-265000000.0,-105585000.0,-50199000.0,-50199000.0
Issuance (repayment) of debt,246939000.0,-207000000.0,-61348000.0,-198000000.0,-119845000.0,-58000000.0,50072000.0,-15000000.0,58250000.0,-140000000.0,105000000.0,43692000.0,43692000.0
Issuance (buybacks) of shares,-9496000.0,,392577000.0,,189037000.0,,0.0,,170674000.0,,0.0,0.0,0.0
Dividend payments,0.0,,0.0,,0.0,,-70072000.0,,-77421000.0,,-58414000.0,0.0,0.0
Financing Cash Flow,57367000.0,57000000.0,244026000.0,375000000.0,69168000.0,146000000.0,33509000.0,-20000000.0,186367000.0,144000000.0,51372000.0,42465000.0,42465000.0
Effect of forex changes on cash,-1000.0,-0000000.0,0.0,000000.0,0.0,000000.0,0.0,000000.0,0.0,000000.0,0.0,0.0,0.0
Net cash flow / Change in cash,106532000.0,107000000.0,2881000.0,1000000.0,-14917000.0,-7000000.0,7731000.0,6000000.0,-15799000.0,-16000000.0,10110000.0,11054000.0,11054000.0
Free Cash Flow,98821000.0,96000000.0,-38263000.0,-26000000.0,-76243000.0,-69000000.0,-26469000.0,25000000.0,22084000.0,64000000.0,53693000.0,-31381000.0,-31381000.0
Net Cash/Marketcap,-0.9173,,-0.1924,,-0.1467,,-1.0923,,-0.1701,,-0.0944,0.0058,
