date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-32728629.0,-32913412.0,-32233881.0,-10616000.0,-1122000.0,-1096000.0,-658000.0,-632000.0,-329000.0,1124000.0,487000.0,-148000.0,558000.0,121000.0,131000.0,26000.0,-1175000.0,-963000.0,290000.0,-7040720.0,95167.0,27191.0,-600000.0,1400000.0
,depreciationAndAmortization,391597.0,4490144.0,2906905.0,255000.0,161000.0,214000.0,245000.0,206000.0,208000.0,169000.0,90000.0,97000.0,94000.0,82000.0,75000.0,103000.0,116000.0,131000.0,298000.0,450752.0,475987.0,500691.0,400000.0,200000.0
,deferredIncomeTax,0.0,0.0,0.0,-226000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,649000.0,-649000.0,334037.0,16755.0,8813.0,-300000.0,0.0
,stockBasedCompensation,1105688.0,1583991.0,4719266.0,1831000.0,543000.0,226000.0,247000.0,106000.0,132000.0,135000.0,85000.0,103000.0,42000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,19162541.673,-704773.0,-16210302.0,-4198000.0,-696000.0,-929000.0,-253000.0,-116000.0,111000.0,263000.0,96000.0,75000.0,-88000.0,191000.0,897000.0,-25000.0,-249000.0,-146000.0,964041.0,-4593706.0,1093748.0,367917.0,-2100000.0,-1900000.0
,accountsReceivables,-61834.0,2158210.0,-959272.0,111000.0,-311000.0,288000.0,0.0,-750000.0,472000.0,567000.0,-889000.0,0.0,474000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,183331.0,836924.0,13137.0,100000.0,209000.0,57000.0,49000.0,238000.0,355000.0,-611000.0,-738000.0,438000.0,-456000.0,-48000.0,-28000.0,-75000.0,259000.0,-179000.0,634000.0,429515.0,-612363.0,303259.0,400000.0,-1000000.0
,accountsPayables,-364195.0,4164850.0,6838160.0,1587000.0,322000.0,0.0,-221000.0,0.0,-427000.0,-378000.0,351000.0,-674000.0,213000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,12466.673,-19150075.0,-18445302.0,-2235000.0,1963000.0,2659000.0,3588000.0,3841000.0,3957000.0,3846000.0,3583000.0,3487000.0,3412000.0,3500000.0,3309000.0,2412000.0,2437000.0,2686000.0,2832000.0,1867959.0,6461665.0,5367917.0,5000000.0,7100000.0
,otherNonCashItems,0.0,320569.0,9010776.0,4247000.0,68000.0,336000.0,422000.0,482000.0,350000.0,36000.0,85000.0,103000.0,42000.0,112000.0,81000.0,0.0,9000.0,0.0,0.0,0.0,0.0,0.0,100000.0,-200000.0
,netCashProvidedByOperatingActivites,-11182225.0,-10296036.0,-10422404.0,-4117000.0,-358000.0,-529000.0,669000.0,71000.0,197000.0,842000.0,-386000.0,449000.0,1444000.0,88000.0,-358000.0,-24000.0,-541000.0,-197000.0,516000.0,-828560.0,178499.0,1728208.0,0.0,-100000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-582092.0,-201360.0,-8919532.0,-403000.0,-85000.0,-306000.0,-119000.0,-216000.0,-154000.0,-270000.0,-86000.0,-59000.0,-79000.0,-120000.0,-26000.0,-55000.0,-27000.0,-67000.0,-37000.0,-133281.0,-176068.0,-168042.0,-3500000.0,-400000.0
,acquisitionsNet,-3627534.0,0.0,-5000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-1425341.0,-3242474.0,-7371421.0,-8026000.0,-1034000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-600000.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,580721.0,2252879.0,64000.0,90000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,34692.0,-9000.0,0.0,0.0,0.0,0.0,0.0,0.0,82000.0,0.0,0.0,-41000.0,176000.0,-48000.0,65000.0,329000.0,-62000.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-7783215.0,-2863113.0,-20618928.0,-8674000.0,-1029000.0,-306000.0,-119000.0,-216000.0,-154000.0,-1277000.0,-484000.0,-59000.0,-79000.0,-161000.0,150000.0,-103000.0,38000.0,262000.0,-699000.0,-127405.0,-149947.0,-161896.0,-3500000.0,-400000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,-9287817.0,-14809576.0,-871000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,17028605.0,23884470.0,2035000.0,541000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,162000.0,0.0,765000.0,600000.0,0.0,0.0,754197.0,0.0,100000.0,1200000.0
,commonStockRepurchased,0.0,0.0,-57747.0,0.0,0.0,0.0,-90000.0,0.0,-14000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,-15938.0,0.0,-35000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
