date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY
,otherFinancingActivites,0.0,-788806.0,-4023123.0,3628000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1250000.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,0.0,12925203.0,30537688.0,13224000.0,1279000.0,0.0,-90000.0,0.0,-14000.0,38000.0,58000.0,12000.0,0.0,5000.0,162000.0,250000.0,765000.0,331000.0,-423000.0,1457602.0,151771.0,-1524302.0,2200000.0,-300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,-179830.0,-72174.0,49000.0,-137000.0,-34000.0,-46000.0,20000.0,15000.0,59000.0,-40000.0,89000.0,-332000.0,17000.0,131000.0,-37000.0,11000.0,38000.0,-21000.0,-65144.0,-198624.0,-84909.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,0.0,-413776.0,-575818.0,482000.0,-245000.0,-869000.0,414000.0,-125000.0,44000.0,-338000.0,-852000.0,491000.0,1033000.0,-51000.0,85000.0,86000.0,273000.0,434000.0,-627000.0,436493.0,-18301.0,-42899.0,0.0,0.0
,cashAtEndOfPeriod,0.0,488553.0,902329.0,1478000.0,996000.0,1241000.0,2110000.0,1696000.0,1821000.0,1777000.0,2115000.0,2967000.0,2476000.0,1443000.0,1494000.0,1409000.0,1323000.0,1050000.0,616000.0,1242900.0,806407.0,824708.0,0.0,0.0
,cashAtBeginningOfPeriod,0.0,902329.0,1478147.0,996000.0,1241000.0,2110000.0,1696000.0,1821000.0,1777000.0,2115000.0,2967000.0,2476000.0,1443000.0,1494000.0,1409000.0,1323000.0,1050000.0,616000.0,1243000.0,806407.0,824708.0,867607.0,2200000.0,3000000.0
,operatingCashFlow,-11182225.0,-10296036.0,-10422404.0,-4117000.0,-358000.0,-529000.0,669000.0,71000.0,197000.0,842000.0,-386000.0,449000.0,1444000.0,88000.0,-358000.0,-24000.0,-541000.0,-197000.0,516000.0,-828560.0,178499.0,1728208.0,0.0,-100000.0
,capitalExpenditure,-582092.0,-201360.0,-1969000.0,-453000.0,-85000.0,-306000.0,-119000.0,-216000.0,-154000.0,-270000.0,-566000.0,-59000.0,-79000.0,-120000.0,-26000.0,-55000.0,-27000.0,-67000.0,-37000.0,-133281.0,-176068.0,-168042.0,-3500000.0,-400000.0
,freeCashFlow,-11764317.0,-10497396.0,-19344961.0,-4570000.0,-443000.0,-835000.0,550000.0,-145000.0,43000.0,572000.0,-952000.0,390000.0,1365000.0,-32000.0,-384000.0,-79000.0,-568000.0,-264000.0,479000.0,-961841.0,2431.0,1560166.0,-3500000.0,-500000.0
