Date,2019-08-31,2018-08-31,2017-08-31,2016-09-30,2016-08-31,2015-08-31,2014-08-31,2013-08-30,2012-08-31,2011-08-31,2010-08-31,2009-08-31
Cash and cash equivalents,11435499.0,9400701.0,6215718.0,0.0,8030284.0,8551275.0,8614929.0,0.0,0.0,10181049.0,9631762.0,7473485.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,11435499.0,9400701.0,6215718.0,0.0,8030284.0,8551275.0,8614929.0,0.0,0.0,10181049.0,9631762.0,7473485.0
Receivables,5026558.0,5514528.0,4048725.0,0.0,3703648.0,1593707.0,1708158.0,0.0,0.0,1356677.0,1475431.0,1968469.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,554867.0,325926.0
Total current assets,21165142.0,17823857.0,12667870.0,0.0,12700229.0,11532797.0,11533366.0,0.0,0.0,13274827.0,12389997.0,2037872.0
Property Plant & Equipment Net,341145.0,335224.0,291135.0,0.0,256381.0,413510.0,95242.0,0.0,0.0,43010.0,55984.0,53220.0
Goodwill and Intangible Assets,15413447.0,16292614.0,17216781.0,0.0,14823625.0,10062998.0,5881250.0,0.0,0.0,2190852.0,2196019.0,1966207.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,765110.0,312593.0,462443.0,0.0,555486.0,210972.0,114846.0,0.0,0.0,561510.0,589774.0,338516.0
Total non-current assets,24031555.0,25455159.0,25844598.0,0.0,15114088.0,15811429.0,9447478.0,0.0,0.0,2592511.0,2270448.0,795140.0
Total assets,45196697.0,43279016.0,38512468.0,0.0,27814317.0,27344226.0,20980844.0,0.0,0.0,15867338.0,14660445.0,12303006.0
Payables,204075.0,351605.0,240892.0,0.0,1108111.0,209407.0,130547.0,0.0,0.0,176136.0,239424.0,199218.0
Short-term debt,0.0,2556644.0,0.0,0.0,0.0,19859.0,19859.0,0.0,0.0,0.0,0.0,0.0
Total current liabilities,4783477.0,4826956.0,2042433.0,0.0,2125517.0,3613331.0,1391485.0,0.0,0.0,1141118.0,1204070.0,937075.0
Long-term debt,0.0,3334296.0,5738188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total debt,0.0,5890940.0,5738188.0,0.0,0.0,19859.0,19859.0,0.0,0.0,0.0,0.0,0.0
Deferred revenue,380787.0,381928.0,353962.0,0.0,406522.0,78945.0,30370.0,0.0,0.0,141191.0,96092.0,82190.0
Tax Liabilities,0.0,0.0,0.0,0.0,2956206.0,43602.0,0.0,0.0,0.0,824944.0,672384.0,795140.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,2731616.0,6529435.0,10665148.0,0.0,2956206.0,3198693.0,2404008.0,0.0,0.0,689605.0,410523.0,795140.0
Total liabilities,7515093.0,11356391.0,12707581.0,0.0,5081723.0,7812024.0,5545493.0,0.0,0.0,1830723.0,1614593.0,1732215.0
Other comprehensive income,15319474,13453668,12109141,0.0,0.0,9714290,6085427,0.0,0.0,0.0,0.0,0.0
Retained earnings (deficit),22354535.0,18461540.0,13688468.0,0.0,11349360.0,9812498.0,9345103.0,0.0,0.0,9864921.0,7150280.0,4994208.0
Total shareholders equity,37681604.0,31922625.0,25804887.0,0.0,22732594.0,19532202.0,15435351.0,0.0,0.0,14036615.0,13045852.0,10570791.0
Investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Debt,-11435499.0,-3509761.0,-477530.0,0.0,-8030284.0,-8531416.0,-8595070.0,0.0,0.0,-10181049.0,-9631762.0,-7473485.0
Other Assets,0.0,0.0,0.0,0.0,966297.0,0.0,0.0,0.0,0.0,1737101.0,727937.0,497254.0
Other Liabilities,0.0,0.0,0.0,0.0,1017406.0,1000000.0,1750000.0,0.0,0.0,964982.0,964646.0,737857.0
