Date,2018-12-31,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2013-12,2012-12-31,2011-12-31
Cash and cash equivalents,38798000.0,36739000.0,37000000.0,15094000.0,15000000.0,3710000.0,4000000.0,5921000.0,6000000.0,3089000.0,3000000.0,3977000.0,3032000.0
Short-term investments,29584000.0,29485000.0,,29160000.0,,27117000.0,,0.0,,0.0,,0.0,0.0
Cash and short-term investments,68382000.0,66224000.0,,44254000.0,,30827000.0,,5921000.0,,3089000.0,,3977000.0,3032000.0
Receivables,0.0,0.0,27000000.0,36235000.0,38000000.0,30967000.0,33000000.0,22710000.0,23000000.0,25850000.0,26000000.0,19792000.0,28388000.0
Inventories,12021000.0,14927000.0,15000000.0,17559000.0,18000000.0,23630000.0,24000000.0,14013000.0,14000000.0,13840000.0,14000000.0,12554000.0,12000000.0
Total current assets,81966000.0,80966000.0,266000000.0,76968000.0,310000000.0,64542000.0,361000000.0,44077000.0,264000000.0,47120000.0,177000000.0,48936000.0,46058000.0
Property Plant & Equipment Net,112592000.0,193664000.0,194000000.0,235618000.0,236000000.0,277641000.0,278000000.0,205744000.0,206000000.0,144426000.0,144000000.0,158483000.0,195607000.0
Goodwill and Intangible Assets,0.0,24800000.0,25000000,27148000.0,27000000,28933000.0,29000000,31000000.0,31000000,1188000.0,1000000,1442000.0,0.0
Long-term investments,35749000.0,37239000.0,37000000.0,0.0,000000.0,34526000.0,000000.0,10621000.0,11000000.0,0.0,9000000.0,0.0,0.0
Tax assets,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Total non-current assets,153331000.0,266438000.0,42000000.0,309939000.0,358000000.0,360748000.0,352000000.0,263511000.0,201000000.0,177235000.0,194000000.0,171963000.0,215207000.0
Total assets,235297000.0,347404000.0,347000000.0,386907000.0,387000000.0,425290000.0,425000000.0,307588000.0,308000000.0,224355000.0,224000000.0,220899000.0,261265000.0
Payables,21814000.0,15565000.0,16000000.0,19397000.0,19000000.0,23132000.0,23000000.0,19135000.0,19000000.0,23932000.0,24000000.0,26893000.0,26940000.0
Short-term debt,324000.0,314228000.0,314000000.0,3819000.0,4000000.0,2563000.0,3000000.0,6000.0,0000000.0,7901000.0,8000000.0,96970000.0,11234000.0
Total current liabilities,47301000.0,366882000.0,367000000.0,57141000.0,57000000.0,60354000.0,60000000.0,33495000.0,33000000.0,45968000.0,46000000.0,133065000.0,50816000.0
Long-term debt,0.0,9605000.0,10000000.0,313827000.0,314000000.0,306826000.0,307000000.0,175029000.0,175000000.0,155375000.0,155000000.0,47557000.0,132521000.0
Total debt,324000.0,323833000.0,10000000.0,317646000.0,314000000.0,309389000.0,307000000.0,175035000.0,175000000.0,163276000.0,155000000.0,144527000.0,143755000.0
Deferred revenue,2924000.0,3141000.0,3000000.0,3547000.0,4000000.0,0.0,000000.0,0.0,000000.0,0.0,000000.0,0.0,0.0
Tax Liabilities,5993000.0,16670000.0,,16319000.0,,16586000.0,,1033000.0,,1293000.0,,1213000.0,1732000.0
Deposit Liabilities,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Total non-current liabilities,46000.0,11547000.0,42000000.0,316474000.0,358000000.0,308577000.0,352000000.0,175189000.0,201000000.0,159128000.0,194000000.0,51363000.0,134096000.0
Total liabilities,436663000.0,409038000.0,409000000.0,415017000.0,415000000.0,412136000.0,412000000.0,234567000.0,235000000.0,235353000.0,240000000.0,209572000.0,202148000.0
Other comprehensive income,0.0,0.0,,0.0,,13694000,,73021000,,0.0,,11327000,59117000
Retained earnings (deficit),-521000.0,80000.0,,-189000.0,,-270000.0,,0.0,,0.0,,0.0,0.0
Total shareholders equity,-201366000.0,-61634000.0,-62000000.0,-28110000.0,-28000000.0,13154000.0,13000000.0,73021000.0,73000000.0,-10998000.0,-16000000.0,11327000.0,59117000.0
Investments,65333000.0,66724000.0,37000000.0,29160000.0,000000.0,61643000.0,000000.0,10621000.0,11000000.0,0.0,9000000.0,0.0,0.0
Net Debt,-38474000.0,287094000.0,287000000,302552000.0,303000000,305679000.0,306000000,169114000.0,169000000,160187000.0,160000000,140550000.0,140723000.0
Other Assets,0.0,0.0,11000000,0.0,48000000,0.0,54000000,0.0,17000000,0.0,26000000,0.0,0.0
Other Liabilities,389316000.0,30609000.0,67000000,41402000.0,72000000,43205000.0,76000000,25883000.0,40000000,30257000.0,48000000,25144000.0,17236000.0
