date,,2021-01-30_FY,2020-02-01_FY,2019-02-02_FY,2018-02-03_FY,2017-01-28_FY,2016-01-30_FY,2015-01-31_FY,2014-02-01_FY,2013-02-02_FY,2012-01-28_FY,2011-01-29_FY,2011-01-28_FY,2010-01-30_FY,2009-01-31_FY,2008-02-02_FY,2007-02-03_FY,2006-01-28_FY,2005-01-29_FY,2004-01-31_FY,2003-02-01_FY,2002-02-02_FY,2001-02-03_FY,2000-01-29_FY,1999-01-30_FY,1998-01-31_FY,1997-02-01_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-163000000.0,691000000.0,801000000.0,859000000.0,556000000.0,673000000.0,867000000.0,889000000.0,986000000.0,1167000000.0,1120000000.0,1120000000.0,991000000.0,885000000.0,1084000000.0,1109000000.0,842000000.0,730000000.0,591152000.0,643000000.0,496000000.0,372000000.0,258000000.0,192000000.0,141300000.0,102000000.0
,depreciationAndAmortization,874000000.0,917000000.0,964000000.0,991000000.0,938000000.0,934000000.0,886000000.0,889000000.0,833000000.0,778000000.0,750000000.0,750000000.0,591000000.0,543000000.0,453200000.0,388300000.0,339600000.0,288900000.0,247476000.0,192400000.0,157900000.0,127500000.0,88800000.0,70200000.0,57700000.0,44200000.0
,deferredIncomeTax,18000000.0,51000000.0,-31000000.0,-61000000.0,13000000.0,-38000000.0,46000000.0,-7000000.0,-79000000.0,144000000.0,39000000.0,-39000000.0,52000000.0,84000000.0,-12000000.0,9200000.0,18800000.0,82400000.0,71632000.0,53300000.0,17200000.0,400000.0,4900000.0,900000.0,-2800000.0,4900000.0
,stockBasedCompensation,40000000.0,56000000.0,87000000.0,55000000.0,41000000.0,48000000.0,48000000.0,55000000.0,50000000.0,0.0,66000000.0,66000000.0,64000000.0,0.0,53607000.0,44699000.0,43941000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,933000000.0,-225000000.0,-566000000.0,398000000.0,-89000000.0,-477000000.0,283000000.0,372000000.0,-1000000.0,-676000000.0,0.0,-234000000.0,1210000000.0,-68000000.0,471000000.0,-1038000000.0,333000000.0,284518000.0,126482000.0,192000000.0,385000000.0,466000000.0,174000000.0,33800000.0,296200000.0,54000000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1652065000.0,-262433000.0,-239475000.0,0.0,-155000000.0,-155000000.0,-180000000.0,-230000000.0,-31000000.0,0.0,0.0
,inventory,187000000.0,-51000000.0,79000000.0,264000000.0,249000000.0,-215000000.0,68000000.0,-116000000.0,-523000000.0,-163000000.0,-107000000.0,-107000000.0,-119000000.0,60000000.0,-275025000.0,-350531000.0,-290591000.0,-339987000.0,20006000.0,-429000000.0,-195000000.0,-209000000.0,-177000000.0,-101000000.0,-92600000.0,-103000000.0
,accountsPayables,270000000.0,19000000.0,-84000000.0,-236000000.0,256000000.0,-260000000.0,146000000.0,58000000.0,74000000.0,-95000000.0,-50000000.0,-50000000.0,306000000.0,0.0,-98391000.0,104405000.0,125316000.0,172056000.0,0.0,-216000000.0,-79000000.0,-70000000.0,-117000000.0,-62000000.0,0.0,-58000000.0
,otherWorkingCapital,2813000000.0,1880000000.0,2105000000.0,2671000000.0,2273000000.0,2362000000.0,2839000000.0,2556000000.0,2184000000.0,2185000000.0,2861000000.0,2861000000.0,3095000000.0,1885000000.0,1953000000.0,1482000000.0,2520000000.0,2187000000.0,1902482000.0,1776000000.0,1584000000.0,1199000000.0,733000000.0,559000000.0,525200000.0,229000000.0
,otherNonCashItems,0.0,272000000.0,240000000.0,57000000.0,128000000.0,241000000.0,31000000.0,95000000.0,75000000.0,98000000.0,104000000.0,0.0,118000000.0,102000000.0,81200000.0,19200000.0,29700000.0,200000.0,0.0,9400000.0,13900000.0,10400000.0,3500000.0,2400000.0,100000.0,3100000.0
,netCashProvidedByOperatingActivites,1338000000.0,1657000000.0,2107000000.0,1691000000.0,2153000000.0,1484000000.0,2024000000.0,1884000000.0,1265000000.0,2143000000.0,1756000000.0,1756000000.0,2234000000.0,1701000000.0,1234400000.0,3099400000.0,881700000.0,947700000.0,754461000.0,669600000.0,541800000.0,372100000.0,110200000.0,230700000.0,-50200000.0,105200000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-334000000.0,-855000000.0,-578000000.0,-672000000.0,-768000000.0,-690000000.0,-682000000.0,-643000000.0,-785000000.0,-927000000.0,-801000000.0,-801000000.0,-666000000.0,-1014000000.0,-1541683000.0,-1142247000.0,-799417000.0,-889598000.0,-831599000.0,-716000000.0,-662000000.0,-481000000.0,-625400000.0,-248900000.0,-202700000.0,-223400000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,-470000000.0,-396000000.0,-306000000.0,-557000000.0,-1001000000.0,0.0,-799000000.0,-1293000000.0,0.0,-1004000000.0,-1004000000.0,-1000000.0,-532000000.0,-7746231000.0,-13509169000.0,-71310000.0,-54482000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,82000000.0,0.0,0.0,0.0,0.0,0.0,0.0,93000000.0,0.0,0.0,0.0,0.0,441706000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,488000000.0,402000000.0,329000000.0,569000000.0,1010000000.0,7000000.0,819000000.0,1418000000.0,0.0,1048000000.0,1048000000.0,27000000.0,10000000.0,0.0,0.0,0.0,0.0,-25624000.0,0.0,0.0,0.0,0.0,0.0,-6600000.0,0.0
,netCashUsedForInvestingActivites,-137000000.0,-837000000.0,-572000000.0,-649000000.0,-756000000.0,-681000000.0,-593000000.0,-623000000.0,-660000000.0,-802000000.0,-757000000.0,-757000000.0,-640000000.0,-1442000000.0,-1567800000.0,-1419300000.0,-903800000.0,-977500000.0,-415517000.0,-995100000.0,-871300000.0,-527100000.0,-642000000.0,-288900000.0,-209000000.0,-224700000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
