date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY
,debtRepayment,-1302000000.0,-2027000000.0,-1216000000.0,-1240000000.0,-644000000.0,-538000000.0,-1580000000.0,-1944000000.0,-909000000.0,-783000000.0,-1761000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,1844000000.0,0.0,0.0,0.0,1000000.0,4000000.0,4000000.0,0.0,0.0,504000000.0,80000000.0,22000000.0,27000000.0,17000000.0,12211000.0,9349000.0,12994000.0,1796504000.0,53809000.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,-11000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-199687000.0,-27306000.0,-90700000.0,0.0,-405300000.0,-632600000.0,-91400000.0,-20000000.0
,dividendsPaid,-695000000.0,-897000000.0,-461000000.0,-621000000.0,-458000000.0,-408000000.0,-355000000.0,-346000000.0,-337000000.0,-319000000.0,-276000000.0,-246000000.0,-218000000.0,-187000000.0,-124000000.0,-122881000.0,-137440000.0,-324682000.0,-433918000.0,-426859000.0,-427300000.0,-426300000.0,-153600000.0,-361100000.0,-371700000.0,-368800000.0
,otherFinancingActivites,-34000000.0,-52000000.0,-17000000.0,-8000000.0,0.0,-2000000.0,7000000.0,-16000000.0,20000000.0,181000000.0,-4000000.0,-25000000.0,-4000000.0,-1000000.0,-19000000.0,-13882000.0,-223718000.0,-213355000.0,-4903000.0,-151311000.0,393200000.0,-13100000.0,1019400000.0,12200000.0,-30700000.0,4800000.0
,netCashUsedProvidedByFinancingActivities,2776000000.0,3053000000.0,-245000000.0,-805000000.0,-512000000.0,77000000.0,-751000000.0,169000000.0,-661000000.0,-507000000.0,-372000000.0,555000000.0,528000000.0,118000000.0,-171000000.0,-2107047000.0,-439348000.0,722763000.0,337348000.0,2032311000.0,1794600000.0,-217600000.0,914400000.0,-85200000.0,-963000000.0,-639700000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5752000.0,5088000.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-4007000000.0,3982000000.0,-81000000.0,77000000.0,-34000000.0,90000000.0,-438000000.0,426000000.0,21000000.0,-541000000.0,573000000.0,38000000.0,2000000.0,53000000.0,-91000000.0,77723000.0,-172801000.0,276210000.0,-40298000.0,95205000.0,59400000.0,-22000000.0,43700000.0,-3800000.0,1400000.0,-4500000.0
,cashAtEndOfPeriod,271000000.0,4278000000.0,260000000.0,341000000.0,264000000.0,298000000.0,208000000.0,646000000.0,220000000.0,199000000.0,740000000.0,167000000.0,129000000.0,127000000.0,74000000.0,164645000.0,131480000.0,311710000.0,135674000.0,175972000.0,89100000.0,29700000.0,51700000.0,8000000.0,11800000.0,10400000.0
,cashAtBeginningOfPeriod,4278000000.0,296000000.0,341000000.0,264000000.0,298000000.0,208000000.0,646000000.0,220000000.0,199000000.0,740000000.0,167000000.0,129000000.0,127000000.0,74000000.0,165000000.0,86922000.0,304281000.0,35500000.0,175972000.0,80767000.0,29700000.0,51700000.0,8000000.0,11800000.0,10400000.0,14900000.0
,operatingCashFlow,1638000000.0,2136000000.0,1421000000.0,1928000000.0,1865000000.0,1397000000.0,1613000000.0,1860000000.0,1888000000.0,1386000000.0,1841000000.0,851000000.0,774000000.0,991000000.0,63000000.0,475578000.0,933428000.0,308409000.0,1713067000.0,1345624000.0,1161700000.0,1425400000.0,1110800000.0,914300000.0,839400000.0,1197100000.0
,capitalExpenditure,-2506000000.0,-1651000000.0,-1426000000.0,-1414000000.0,-1584000000.0,-1372000000.0,-1286000000.0,-1212000000.0,-1303000000.0,-1509000000.0,-1160000000.0,-1020000000.0,-1114000000.0,-1007000000.0,-693000000.0,-530227000.0,-647750000.0,-854376000.0,-2053383000.0,-1842385000.0,-1179500000.0,-1035900000.0,-1986200000.0,-812900000.0,-339600000.0,-502600000.0
,freeCashFlow,-868000000.0,485000000.0,-5000000.0,514000000.0,281000000.0,25000000.0,327000000.0,648000000.0,585000000.0,-123000000.0,681000000.0,-169000000.0,-340000000.0,-16000000.0,-630000000.0,-54649000.0,285678000.0,-545967000.0,-340316000.0,-496761000.0,-17800000.0,389500000.0,-875400000.0,101400000.0,499800000.0,694500000.0
