date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,791000000.0,368000000.0,1792000000.0,432000000.0,-692000000.0,611000000.0,311000000.0,417000000.0,1357000000.0,442000000.0,372000000.0,447000000.0,399000000.0,432000000.0,252000000.0,-904704000.0,483667000.0,-3920234000.0,980559000.0,447500000.0,1849000000.0,-141100000.0,421100000.0,404900000.0,1105500000.0,399300000.0
,depreciationAndAmortization,1311000000.0,1243000000.0,1036000000.0,1126000000.0,970000000.0,1013000000.0,954000000.0,1050000000.0,886000000.0,864000000.0,743000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,deferredIncomeTax,69000000.0,48000000.0,-770000000.0,213000000.0,-413000000.0,280000000.0,356000000.0,328000000.0,443000000.0,199000000.0,269000000.0,487000000.0,8000000.0,-234000000.0,232000000.0,264914000.0,517442000.0,317056000.0,-110279000.0,-41892000.0,601600000.0,-423900000.0,35500000.0,54100000.0,78400000.0,62700000.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-555000000.0,270000000.0,-316000000.0,215000000.0,215000000.0,-380000000.0,126000000.0,53000000.0,122000000.0,-127000000.0,431000000.0,-760000000.0,-347000000.0,200000000.0,-979000000.0,-196923000.0,-871526000.0,-1059158000.0,-364816000.0,-246842000.0,-163100000.0,141800000.0,-161200000.0,27800000.0,-75500000.0,-53100000.0
,accountsReceivables,226000000.0,-154000000.0,-216000000.0,-117000000.0,345000000.0,39000000.0,-256000000.0,10000000.0,0.0,0.0,283000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-52000000.0,1000000.0,-7000000.0,34000000.0,28000000.0,-102000000.0,-22000000.0,27000000.0,11000000.0,-54000000.0,236000000.0,-109000000.0,-102000000.0,-82000000.0,-115000000.0,-8899000.0,-61110000.0,53822000.0,-74703000.0,-74603000.0,51600000.0,-121800000.0,55200000.0,21600000.0,7000000.0,10400000.0
,accountsPayables,-455000000.0,220000000.0,136000000.0,133000000.0,-224000000.0,-3000000.0,152000000.0,-6000000.0,-81000000.0,-34000000.0,-237000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-93000000.0,187000000.0,-299000000.0,13000000.0,98000000.0,-82000000.0,185000000.0,85000000.0,-60000000.0,3000000.0,157000000.0,-658000000.0,-53000000.0,294000000.0,-1192000000.0,-218587000.0,-676948000.0,-1092611000.0,155117000.0,0.0,0.0,7000000.0,18400000.0,4400000.0,11100000.0,-136500000.0
,otherNonCashItems,-71000000.0,-9000000.0,24000000.0,62000000.0,-17000000.0,-56000000.0,-37000000.0,-169000000.0,-328000000.0,-2000000.0,6000000.0,-8000000.0,6000000.0,-62000000.0,18000000.0,-455953000.0,29205000.0,27966000.0,50900000.0,-359045000.0,0.0,-139700000.0,778100000.0,577300000.0,555600000.0,548000000.0
,netCashProvidedByOperatingActivites,1638000000.0,2136000000.0,1421000000.0,1928000000.0,1865000000.0,1397000000.0,1613000000.0,1860000000.0,1888000000.0,1386000000.0,1841000000.0,851000000.0,774000000.0,991000000.0,63000000.0,475578000.0,933428000.0,308409000.0,1713067000.0,1345624000.0,1161700000.0,1425400000.0,1110800000.0,914300000.0,839400000.0,1197100000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1020000000.0,-1114000000.0,-1007000000.0,-693000000.0,-530227000.0,-647750000.0,-854376000.0,-2053383000.0,-1842385000.0,-1179500000.0,-1035900000.0,-1986200000.0,-812900000.0,-339600000.0,-502600000.0
,acquisitionsNet,-5991000000.0,0.0,-132000000.0,-102000000.0,0.0,0.0,0.0,-360000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-6000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12000000.0,-18000000.0,-115000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-537100000.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,398000000.0,0.0,178000000.0,32000000.0,0.0,9000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000000.0,0.0,0.0,0.0
,otherInvestingActivites,40000000.0,16000000.0,4000000.0,-5000000.0,17000000.0,-11000000.0,-23000000.0,-26000000.0,109000000.0,107000000.0,379000000.0,-348000000.0,-186000000.0,-49000000.0,10000000.0,8419000.0,-19131000.0,99414000.0,-31578000.0,676048000.0,-120300000.0,-193900000.0,-20300000.0,-20000000.0,464500000.0,-59200000.0
,netCashUsedForInvestingActivites,-8421000000.0,-1207000000.0,-1257000000.0,-1046000000.0,-1387000000.0,-1384000000.0,-1300000000.0,-1603000000.0,-1206000000.0,-1420000000.0,-896000000.0,-1368000000.0,-1300000000.0,-1056000000.0,17000000.0,1709192000.0,-666881000.0,-754962000.0,-2084961000.0,-3287818000.0,-2896900000.0,-1229800000.0,-1981500000.0,-832900000.0,124900000.0,-561800000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
