Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31
Cash and cash equivalents,61087000.0,66771000.0,42679000.0,14907000.0,10480000.0,71780000.0,44661000.0
Short-term investments,0.0,0.0,0.0,0.0,,,
Cash and short-term investments,61087000.0,66771000.0,42679000.0,14907000.0,,,
Receivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,74482000.0,82101000.0,50153000.0,29542000.0,,,
Property, Plant & Equipment Net,16075000.0,9662000.0,9819000.0,7165000.0,4596000.0,4235000.0,3702000.0
Goodwill and Intangible Assets,5551000.0,5957000.0,6479000.0,0.0,0.0,0.0,0.0
Long-term investments,3000000.0,7000000.0,1000000.0,9000000.0,,,
Tax assets,4346000.0,3265000.0,5486000.0,2048000.0,2321000.0,3323000.0,2594000.0
Total non-current assets,,,,,,,
Total assets,1521027000.0,1397045000.0,1242670000.0,884889000.0,771756000.0,757820000.0,755237000.0
Payables,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Short-term debt,25000000.0,35100000.0,14395000.0,2150000.0,,,
Total current liabilities,1272360000.0,1172607000.0,1008792000.0,683235000.0,,,
Long-term debt,90000000.0,78000000.0,96000000.0,69000000.0,,,
Total debt,134930000.0,138322000.0,125498000.0,82762000.0,64229000.0,48541000.0,55768000.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,1223347000.0,1110077000.0,977518000.0,672226000.0,605469000.0,616308000.0,612819000.0
Total non-current liabilities,,,,,,,
Total liabilities,1368743000.0,1256059000.0,1111382000.0,762865000.0,676713000.0,671011000.0,674386000.0
Other comprehensive income,-2351000.0,-627000.0,-370000.0,221000.0,386000.0,-31000.0,987000.0
Retained earnings (deficit),98475000.0,86385000.0,77907000.0,68825000.0,59254000.0,51514000.0,44942000.0
Total shareholders equity,152284000.0,140986000.0,131288000.0,107024000.0,80043000.0,71809000.0,65851000.0
Investments,1392662000.0,1272447000.0,1148128000.0,833773000.0,724167000.0,640254000.0,672715000.0
Net Debt,53913000.0,,,,,,
Other Assets,13395000.0,,,,,,
Other Liabilities,1247360000.0,1137507000.0,994397000.0,681085000.0,,,
