Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31
Cash and cash equivalents,127727000.0,134755000.0,73563000.0,82730000.0,127672000.0,121135000.0,48292000.0,193650000.0
Short-term investments,898000.0,21378000.0,2480000.0,1118000.0,0.0,0.0,0.0,3000000.0
Cash and short-term investments,128625000.0,156133000.0,76043000.0,83848000.0,127672000.0,121135000.0,48292000.0,196650000.0
Receivables,25923000.0,27272000.0,26069000.0,24757000.0,51259000.0,84753000.0,82401000.0,41620000.0
Inventories,9309000.0,5738000.0,3515000.0,4264000.0,8532000.0,8122000.0,3955000.0,584000.0
Total current assets,259633000.0,214956000.0,121201000.0,131844000.0,200573000.0,214628000.0,137581000.0,238294000.0
Property Plant & Equipment Net,557170000.0,517403000.0,473646000.0,522611000.0,790767000.0,595446000.0,457837000.0,224635000.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Long-term investments,10570000.0,22110000.0,19547000.0,13306000.0,12979000.0,5168000.0,7791000.0,5226000.0
Tax assets,80238000.0,57507000.0,41720000.0,55013000.0,47907000.0,31791000.0,27741000.0,3554000.0
Total non-current assets,603027000.0,571207000.0,519339000.0,571955000.0,838543000.0,631787000.0,490436000.0,233975000.0
Total assets,862660000.0,786163000.0,640540000.0,703799000.0,1039116000.0,846415000.0,628017000.0,472269000.0
Payables,146209000.0,122318000.0,86774000.0,65346000.0,105487000.0,99977000.0,72091000.0,28535000.0
Short-term debt,17975000.0,7664000.0,39283000.0,35425000.0,27153000.0,26630000.0,27986000.0,30613000.0
Total current liabilities,218445000.0,166292000.0,99513000.0,81423000.0,123992000.0,125494000.0,107392000.0,64453000.0
Long-term debt,429027000.0,418540000.0,319389000.0,343248000.0,342440000.0,290457000.0,165046000.0,134643000.0
Total debt,447002000.0,426204000.0,358672000.0,378673000.0,369593000.0,317087000.0,193032000.0,165256000.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,73577000.0,45228000.0,7925000.0,17163000.0,38000000.0,30318000.0,24817000.0,13296000.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,501194000.0,493031000.0,399434000.0,422209000.0,435998000.0,354964000.0,208539000.0,157164000.0
Total liabilities,719639000.0,659323000.0,498947000.0,503632000.0,559990000.0,480458000.0,315931000.0,221617000.0
Other comprehensive income,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Retained earnings (deficit),-206688000.0,-283933000.0,-260459000.0,-208428000.0,40596000.0,23906000.0,-5860000.0,-18549000.0
Total shareholders equity,143021000.0,84925000.0,105765000.0,146652000.0,375557000.0,270841000.0,239421000.0,208889000.0
Investments,11468000.0,43488000.0,22027000.0,14424000.0,12979000.0,5168000.0,7791000.0,8226000.0
Net Debt,318377000.0,,,,,,,
Other Assets,95776000.0,,,,,,,
Other Liabilities,54261000.0,36310000.0,-26544000.0,-19348000.0,-8648000.0,-1113000.0,7315000.0,5305000.0
