date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,1343000000.0,1717000000.0,1866000000.0,1296000000.0,791000000.0,916000000.0,900000000.0,910000000.0,858000000.0,920000000.0,554000000.0,-1335000000.0,-1468000000.0,919000000.0,1055000000.0,1129000000.0,954000000.0,903000000.0,976000000.0,132000000.0,1002000000.0,1107000000.0,996000000.0,919000000.0,783000000.0,825000000.0,853500000.0
,depreciationAndAmortization,111000000.0,241000000.0,382000000.0,407000000.0,314000000.0,247000000.0,227000000.0,193000000.0,240000000.0,270000000.0,330000000.0,382000000.0,431000000.0,425000000.0,397000000.0,358000000.0,248000000.0,210000000.0,226000000.0,530000000.0,382000000.0,396000000.0,328000000.0,242000000.0,230000000.0,222800000.0,217700000.0
,deferredIncomeTax,-191000000.0,53000000.0,98000000.0,303000000.0,11000000.0,-76000000.0,5000000.0,29000000.0,43000000.0,-310000000.0,80000000.0,-878000000.0,-1721000000.0,-74000000.0,27000000.0,105000000.0,417000000.0,72000000.0,155000000.0,-139000000.0,335000000.0,466000000.0,325000000.0,139000000.0,112000000.0,168700000.0,170300000.0
,stockBasedCompensation,101000000.0,96000000.0,99000000.0,100000000.0,99000000.0,58000000.0,44000000.0,35000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,305000000.0,-5229000000.0,-1944000000.0,487000000.0,-34628000000.0,1215000000.0,-435000000.0,-2863000000.0,-2758000000.0,774000000.0,932000000.0,8122000000.0,1457000000.0,-9762000000.0,1664000000.0,-2800000000.0,-6635000000.0,-592000000.0,-2817000000.0,5992000000.0,-5571000000.0,54000000.0,307000000.0,-2265000000.0,-769000000.0,1079000000.0,0.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,305000000.0,-115515000000.0,-110286000000.0,-108342000000.0,-108829000000.0,-74201000000.0,-75416000000.0,-74981000000.0,-72118000000.0,-69360000000.0,-70134000000.0,-71066000000.0,-79188000000.0,-80645000000.0,-70883000000.0,-72547000000.0,-69747000000.0,-63112000000.0,-62520000000.0,-59703000000.0,-65695000000.0,-60124000000.0,-60178000000.0,-60485000000.0,-58220000000.0,-57451000000.0,-58530000000.0
,otherNonCashItems,-792000000.0,715000000.0,-42000000.0,-599000000.0,264000000.0,2000000.0,269000000.0,698000000.0,-64000000.0,1053000000.0,128000000.0,0.0,2130000000.0,31000000.0,-55000000.0,703000000.0,-96000000.0,377000000.0,389000000.0,1094000000.0,212000000.0,158000000.0,252000000.0,-405000000.0,541000000.0,1184500000.0,462500000.0
,netCashProvidedByOperatingActivites,1673000000.0,2906000000.0,2506000000.0,1815000000.0,1689000000.0,1131000000.0,1320000000.0,1579000000.0,1355000000.0,1890000000.0,2724000000.0,2320000000.0,-220000000.0,-195000000.0,1005000000.0,2168000000.0,1627000000.0,1256000000.0,1459000000.0,1694000000.0,1583000000.0,1854000000.0,1803000000.0,245000000.0,1657000000.0,2417400000.0,1716700000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-63000000.0,-85000000.0,-99000000.0,-112000000.0,-145000000.0,-75000000.0,-97000000.0,-100000000.0,-152000000.0,-158000000.0,-156000000.0,-229000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,acquisitionsNet,0.0,-185000000.0,124000000.0,-144000000.0,-481000000.0,0.0,-114000000.0,732000000.0,776000000.0,0.0,0.0,0.0,-157000000.0,119000000.0,2486000000.0,-219000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-30692000000.0,-5788000000.0,-3979000000.0,-8159000000.0,-12800000000.0,-3548000000.0,-3597000000.0,-8590000000.0,-4740000000.0,-5001000000.0,-10106000000.0,-15684000000.0,-6757000000.0,-5663000000.0,-5189000000.0,-4391000000.0,-2769000000.0,-6571000000.0,-6929000000.0,-4450000000.0,-7259000000.0,-5044000000.0,-1982000000.0,-4780000000.0,-4033000000.0,-2110000000.0,-5572100000.0
,salesMaturitiesOfInvestments,13115000000.0,6831000000.0,4857000000.0,6832000000.0,10364000000.0,4372000000.0,4105000000.0,5545000000.0,6437000000.0,6840000000.0,5581000000.0,10946000000.0,2845000000.0,5437000000.0,4968000000.0,4446000000.0,2702000000.0,7378000000.0,4551000000.0,6514000000.0,11627000000.0,8722000000.0,5055000000.0,4340000000.0,3998000000.0,5782600000.0,5317300000.0
,otherInvestingActivites,66000000.0,59000000.0,78000000.0,55000000.0,29000000.0,46000000.0,35000000.0,31000000.0,0.0,0.0,182000000.0,114000000.0,-2236000000.0,-5318000000.0,490000000.0,-3323000000.0,-3902000000.0,-719000000.0,258000000.0,2704000000.0,-7214000000.0,-8693000000.0,-9420000000.0,-4911000000.0,-2576000000.0,-1769300000.0,-5226300000.0
