date,,2020-12-31_FY,2019-12-31_FY,2019-03-25_FY,2018-12-31_FY,2017-12-31_FY,2017-03-17_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2005-07-31_FY,2004-12-31_FY,2004-07-31_FY,2003-12-31_FY,2003-07-31_FY,2002-12-31_FY,2002-07-31_FY,2001-12-31_FY,2001-07-31_FY,2000-12-31_FY,2000-07-31_FY,1999-12-31_FY,1999-07-31_FY,1998-07-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,144200000.0,96100000.0,0.0,-72600000.0,26600000.0,-20000000.0,-17900000.0,-508900000.0,-169600000.0,-176800000.0,33200000.0,176900000.0,-147500000.0,8200000.0,40000000.0,-101300000.0,-25300000.0,-9800000.0,-15600000.0,0.0,-5200000.0,0.0,-400000.0,-440236.0,-1400000.0,-952637.0,-1100000.0,-292054.0,-600000.0,-675157.0,-300000.0,-500000.0
,depreciationAndAmortization,153800000.0,165000000.0,0.0,166600000.0,125600000.0,0.0,119000000.0,117500000.0,121500000.0,65500000.0,18700000.0,53300000.0,46500000.0,43000000.0,40400000.0,43400000.0,18800000.0,500000.0,400000.0,90268000.0,100000.0,0.0,0.0,25451.0,0.0,22069.0,0.0,9172.0,0.0,66852.0,0.0,0.0
,deferredIncomeTax,74000000.0,20100000.0,0.0,16900000.0,-16300000.0,0.0,6500000.0,-52600000.0,-26300000.0,14500000.0,-7800000.0,64600000.0,-19100000.0,6600000.0,-10700000.0,27600000.0,-1400000.0,-300000.0,-300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,6800000.0,0.0,0.0,0.0,0.0,0.0,0.0,8000000.0,1136000.0,3204000.0,7634000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,943965000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-9900000.0,-36500000.0,-1000000.0,2200000.0,-19800000.0,-440000000.0,-12300000.0,-5300000.0,-13200000.0,-14800000.0,-37800000.0,-21900000.0,-15100000.0,7300000.0,6800000.0,-18500000.0,-25500000.0,1400000.0,-3300000.0,27184144000.0,600000.0,0.0,300000.0,86112.0,-100000.0,6994773.0,100000.0,11738.0,-200000.0,2024.0,100000.0,-100000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27508000.0,-21356000.0,-18865000.0,-9300000.0,1300000.0,0.0,0.0,0.0,0.0,-1847877000.0,0.0,-64497000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-13300000.0,0.0,0.0,51000000.0,0.0,0.0,-5600000.0,0.0,-17758000.0,-2797000.0,-5655000.0,-61700000.0,-14900000.0,-400000.0,-8500000.0,-5300000.0,-44500000.0,-8796576000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21554000.0,1812000.0,31672000.0,0.0,0.0,0.0,0.0,0.0,0.0,3302828000.0,0.0,407250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,0.0,77000000.0,47000000.0,0.0,48000000.0,-56000000.0,0.0,384000000.0,411489000.0,452763000.0,377697000.0,0.0,0.0,0.0,0.0,0.0,0.0,7994482000.0,0.0,27184144000.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
,otherNonCashItems,900000.0,15700000.0,0.0,100800000.0,47400000.0,0.0,40400000.0,509300000.0,165000000.0,174900000.0,57300000.0,-94700000.0,232800000.0,13100000.0,-20500000.0,14600000.0,13700000.0,4900000.0,11500000.0,0.0,2400000.0,0.0,-1200000.0,0.0,-100000.0,0.0,100000.0,0.0,0.0,207108.0,0.0,0.0
,netCashProvidedByOperatingActivites,368400000.0,260400000.0,47000000.0,213900000.0,163500000.0,38000000.0,135700000.0,60000000.0,77400000.0,63300000.0,-67500000.0,162600000.0,97600000.0,78200000.0,55900000.0,-34200000.0,-19800000.0,-3400000.0,-7200000.0,0.0,-2200000.0,0.0,-1200000.0,-322835.0,-1500000.0,6064205.0,-900000.0,-271144.0,-800000.0,-399173.0,-200000.0,-500000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-300900000.0,-263600000.0,0.0,-221500000.0,-169200000.0,0.0,-146500000.0,-163100000.0,-58086000.0,-59732000.0,-57376000.0,-77039000.0,-101110000.0,-36578000.0,-25038709.0,-14934045.0,-22075715.0,-57946591.0,-53200000.0,-27049617.0,-21200000.0,-4941955.0,-4400000.0,-19076.0,-700000.0,-375508.0,-3100000.0,-271581.0,-3300000.0,-15000.0,-1100000.0,-100000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,46000000.0,46000000.0,0.0,0.0,-6000000.0,-48000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-3400000.0,0.0,0.0,0.0,0.0,0.0,0.0,-4000000.0,-1754000.0,0.0,-11450000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-667.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,9700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2140550.0,0.0,0.0,0.0,1.0,0.0,-462231.0,0.0,0.0
