Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31
Cash and cash equivalents,347318000.0,434384000.0,462768000.0,207496000.0,210294000.0,230320000.0,226207000.0,150763000.0,324382000.0
Short-term investments,343329000.0,240555000.0,144910000.0,245829000.0,180004000.0,204845000.0,251027000.0,34820000.0,16408000.0
Cash and short-term investments,690647000.0,674939000.0,607678000.0,453325000.0,390298000.0,435165000.0,477234000.0,185583000.0,340790000.0
Receivables,209968000.0,188842000.0,163211000.0,115937000.0,88278000.0,89690000.0,84159000.0,85901000.0,69210000.0
Inventories,158850000.0,142635000.0,119205000.0,102267000.0,64084000.0,60059000.0,48823000.0,50189000.0,50822000.0
Total current assets,1092291000.0,1028562000.0,915511000.0,719474000.0,634160000.0,700149000.0,693875000.0,424513000.0,522687000.0
Property, Plant & Equipment Net,297467000.0,271991000.0,261412000.0,255402000.0,184314000.0,182108000.0,177582000.0,121919000.0,91625000.0
Goodwill and Intangible Assets,367486000.0,369432000.0,394635000.0,240816000.0,164501000.0,218483000.0,189534000.0,160261000.0,140753000.0
Long-term investments,422419000.0,323970000.0,182254000.0,229250000.0,388333000.0,345396000.0,216081000.0,329833000.0,317282000.0
Tax assets,96040000.0,109011000.0,182605000.0,212894000.0,74155000.0,54818000.0,101130000.0,90663000.0,4700000.0
Total non-current assets,1263768000.0,1135478000.0,1051604000.0,965299000.0,856337000.0,822096000.0,684484000.0,705330000.0,569178000.0
Total assets,2356059000.0,2164040000.0,1967115000.0,1684773000.0,1490497000.0,1522245000.0,1378359000.0,1129843000.0,1091865000.0
Payables,106509000.0,106784000.0,90374000.0,60696000.0,38090000.0,36376000.0,36700000.0,39895000.0,44289000.0
Short-term debt,3893000.0,2083000.0,64313000.0,3445000.0,20137000.0,26683000.0,14149000.0,32699000.0,47342000.0
Total current liabilities,696781000.0,514873000.0,465766000.0,321249000.0,229926000.0,237120000.0,179551000.0,198837000.0,347764000.0
Long-term debt,478096000.0,412584000.0,330126000.0,235913000.0,295707000.0,223355000.0,140065000.0,130955000.0,91984000.0
Total debt,481989000.0,414667000.0,394439000.0,239358000.0,315844000.0,250038000.0,154214000.0,163654000.0,139326000.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,2225000.0,3007000.0,3729000.0,4759000.0,3796000.0,6263000.0,6758000.0,6967000.0,3333000.0
Deposit Liabilities,711311000.0,511000000.0,365605000.0,252172000.0,164860000.0,118206000.0,78609000.0,94882000.0,61792000.0
Total non-current liabilities,1166770000.0,1082131000.0,797091000.0,623162000.0,596465000.0,412465000.0,422061000.0,450586000.0,313789000.0
Total liabilities,1863551000.0,1597004000.0,1262857000.0,944411000.0,826391000.0,649585000.0,601612000.0,649423000.0,661553000.0
Other comprehensive income,-177244000.0,-104385000.0,-68761000.0,-54268000.0,2805000.0,41584000.0,-17862000.0,-11737000.0,7762000.0
Retained earnings (deficit),0.0,0.0,0.0,0.0,,,,,
Total shareholders equity,488787000.0,546103000.0,548741000.0,558034000.0,494859000.0,616582000.0,527344000.0,415797000.0,405732000.0
Investments,765748000.0,564525000.0,327164000.0,475079000.0,568337000.0,550241000.0,467108000.0,364653000.0,333690000.0
Net Debt,-208658000.0,-260272000.0,-213239000.0,-213967000.0,-74454000.0,-185127000.0,-323020000.0,-21929000.0,-201464000.0
Other Assets,32826000.0,22146000.0,25417000.0,47945000.0,91500000.0,115235000.0,83659000.0,102840000.0,61865000.0
Other Liabilities,586379000.0,406006000.0,311079000.0,257108000.0,171699000.0,174061000.0,128702000.0,126243000.0,256133000.0
