Date,2018-03,2017-03,2016-03,2015-03,2014-03
Cash and cash equivalents,21403000000.0,21959000000.0,19569000000.0,21094000000.0,22421000000.0
Short-term investments,,,,,
Cash and short-term investments,,,,,
Receivables,31831000000.0,27384000000.0,23747000000.0,22252000000.0,19214000000.0
Inventories,1715000000.0,2798000000.0,2004000000.0,1229000000.0,1670000000.0
Total current assets,86264000000.0,73673000000.0,64429000000.0,56619000000.0,52166000000.0
Property Plant & Equipment Net,46414000000.0,39775000000.0,34324000000.0,29370000000.0,26971000000.0
Goodwill and Intangible Assets,8787000000,9257000000,9719000000,10111000000,10309000000
Long-term investments,18166000000.0,13123000000.0,11373000000.0,9983000000.0,9194000000.0
Tax assets,184000000.0,81000000.0,224000000.0,471000000.0,637000000.0
Total non-current assets,38034000000.0,30670000000.0,16924000000.0,12460000000.0,11487000000.0
Total assets,153449000000.0,137395000000.0,117835000000.0,108705000000.0,103867000000.0
Payables,14951000000.0,14653000000.0,13907000000.0,12183000000.0,11492000000.0
Short-term debt,9250000000.0,9250000000.0,9250000000.0,9250000000.0,10380000000.0
Total current liabilities,42145000000.0,39983000000.0,36066000000.0,33741000000.0,32467000000.0
Long-term debt,15500000000.0,8500000000.0,000000.0,000000.0,000000.0
Total debt,15500000000.0,8500000000.0,000000.0,000000.0,000000.0
Deferred revenue,3952000000.0,3657000000.0,3093000000.0,2944000000.0,2711000000.0
Tax Liabilities,689000000.0,964000000.0,710000000.0,1098000000.0,1093000000.0
Deposit Liabilities,,,,,
Total non-current liabilities,38034000000.0,30670000000.0,16924000000.0,12460000000.0,11487000000.0
Total liabilities,80179000000.0,70653000000.0,52990000000.0,46201000000.0,43954000000.0
Other comprehensive income,5075000000.0,2500000000.0,1197000000.0,1939000000.0,1713000000.0
Retained earnings (deficit),8404000000.0,4512000000.0,2471000000.0,-556000000.0,-2868000000.0
Total shareholders equity,73270000000.0,66742000000.0,64845000000.0,62504000000.0,59912000000.0
Investments,18166000000.0,13123000000.0,11373000000.0,9983000000.0,9194000000.0
Net Debt,3347000000,-4209000000,-10319000000,-11844000000,-12041000000
Other Assets,16506000000,14110000000,10623000000,8956000000,7466000000
Other Liabilities,5540000000,6673000000,3676000000,4122000000,2686000000
