Date,2017-12,2016-12,2015-12,2014-12,2013-12
Cash and cash equivalents,781000000.0,1188000000.0,1351000000.0,1422000000.0,739000000.0
Short-term investments,,,,,
Cash and short-term investments,,,,,
Receivables,1213000000.0,1170000000.0,1069000000.0,1103000000.0,1172000000.0
Inventories,906000000.0,878000000.0,1091000000.0,1124000000.0,1124000000.0
Total current assets,43422000000.0,42220000000.0,40580000000.0,42138000000.0,39477000000.0
Property, Plant & Equipment Net,29925000000.0,28155000000.0,28044000000.0,28937000000.0,28081000000.0
Goodwill and Intangible Assets,377000000,377000000,377000000,377000000,377000000
Long-term investments,7654000000.0,6194000000.0,5823000000.0,5812000000.0,5154000000.0
Tax assets,000000.0,000000.0,000000.0,38000000.0,28000000.0
Total non-current assets,33678000000.0,34623000000.0,32301000000.0,32577000000.0,29713000000.0
Total assets,46707000000.0,45904000000.0,44648000000.0,46528000000.0,43406000000.0
Payables,1452000000.0,1286000000.0,1072000000.0,1166000000.0,1173000000.0
Short-term debt,2338000000.0,780000000.0,709000000.0,1498000000.0,1504000000.0
Total current liabilities,5036000000.0,3200000000.0,3090000000.0,3849000000.0,4061000000.0
Long-term debt,14315000000.0,14468000000.0,13112000000.0,12500000000.0,12139000000.0
Total debt,14315000000.0,14468000000.0,13112000000.0,12500000000.0,12139000000.0
Deferred revenue,401000000.0,403000000.0,419000000.0,412000000.0,371000000.0
Tax Liabilities,4467000000.0,7495000000.0,8307000000.0,9133000000.0,8725000000.0
Deposit Liabilities,,,,,
Total non-current liabilities,33678000000.0,34623000000.0,32301000000.0,32577000000.0,29713000000.0
Total liabilities,38715000000.0,37823000000.0,35391000000.0,36426000000.0,33774000000.0
Other comprehensive income,-24000000.0,-35000000.0,9000000.0,52000000.0,-29000000.0
Retained earnings (deficit),7978000000.0,8196000000.0,9394000000.0,10170000000.0,9825000000.0
Total shareholders equity,7993000000.0,8082000000.0,9257000000.0,10102000000.0,9632000000.0
Investments,7654000000.0,6194000000.0,5823000000.0,5812000000.0,5154000000.0
Net Debt,15872000000,14060000000,12470000000,12576000000,12904000000
Other Assets,580000000,2100000000,1013000000,1556000000,1650000000
Other Liabilities,7843000000,8310000000,6673000000,6232000000,5743000000
