Date,2019-06-30,2018-06-30,2017-06-30,2016-06-30,2015-06-30,2014-06-30,2013-06-30,2012-06-30,2011-06-30,2010-06-30,2009-06-30
Cash and cash equivalents,655264.4928,6869784.5455,559037.1294,273614.3309,1994978.83,2915660.0064,2001035.6448,555984.7364,539285.8911,1790468.4459,399317.0839
Short-term investments,1164301.4493,902418.4848,897117.6989,701516.9351,679626.6968,0.0,417831.3351,0.0,197489.7896,0.0,0.0
Cash and short-term investments,1819565.9421,7772203.0303,1456154.8283,975131.266,2674605.5268,2915660.0064,2418866.9799,555984.7364,736775.6807,1790468.4459,399317.0839
Receivables,11506431.5942,7042778.0303,8072853.0966,9580216.0169,16370080.1551,18804871.2536,16133570.3176,18588043.273,13140296.4109,21944550.1327,8758300.2489
Inventories,184133.7681,1024066.8182,385672.7326,950334.1864,1752586.7809,2310119.5617,2150205.768,3820818.2533,3492588.7995,1939090.3863,1567855.0725
Total current assets,14177430.1449,15277965.0,10036259.9061,11188050.5796,20121563.6716,21495234.1283,20853914.4524,22041244.3745,15591033.2611,25827839.133,205954.6187
Property, Plant & Equipment Net,3650190.5797,2265286.8182,406218.0804,437718.1996,430987.8798,212945.2143,277032.7285,279279.3076,175189.5111,218649.5134,205954.6187
Goodwill and Intangible Assets,189548.8406,202291.8182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Long-term investments,4504198.6957,0.0,0.0,0.0,0.0,0.0,251045.0421,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0,281528.4421,194966.3229,256378.9695,613300.236,70874.5359,40690.0619,0.0
Total non-current assets,8573519.7101,3177719.3939,406218.0804,771954.5386,1589633.3226,3404924.1057,1095589.1121,1900419.9843,2181916.151,218649.5134,209975.4062
Total assets,22750949.8551,18455684.3939,10442477.9865,11960005.1182,21711196.9942,24900158.234,21949503.5645,23941664.3588,17772949.4121,26046488.6464,11218371.8343
Payables,3644431.3043,2306305.1515,2204107.5726,2312961.0116,3808751.1312,2656237.1898,2848873.7848,3255055.2321,1290669.7092,2894884.2524,2581090.4699
Short-term debt,1938031.5942,1475448.4848,1536250.0734,1948193.2862,3865046.0569,2450487.9149,2604286.1309,4703441.6994,1184202.5062,1823700.6783,949812.4726
Total current liabilities,6099184.058,3938169.8485,4321361.4617,4493529.7305,8416296.5417,8109228.6497,7573708.0363,10371527.9308,4160887.6856,8487667.6497,5796292.7829
Long-term debt,1187855.6522,1355126.3636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total debt,3125887.2464,2830574.8485,1536250.0734,1948193.2862,3865046.0569,2450487.9149,2604286.1309,4703441.6994,1184202.5062,1823700.6783,949812.4726
Deferred revenue,0.0,0.0,184873.0555,61219.4792,454949.7414,841316.3068,624122.1646,665176.5539,495581.9926,694112.6511,478966.4764
Tax Liabilities,316064.7826,65441.3636,100487.3789,113785.9401,186363.2838,1222985.1756,1094366.1698,1523464.9882,1112642.7908,2978930.1091,1690513.9804
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,1187855.6522,1355126.3636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209975.4062
Total liabilities,7287039.7101,5293296.2121,4321361.4617,4493529.7305,8416296.5417,8109228.6497,7573708.0363,10371527.9308,4160887.6856,8487667.6497,6006268.1891
Other comprehensive income,421729.8551,229711.0606,-36565.3067,-32973.0543,-51317.2269,-45000.8057,-47505.0227,-45711.4083,-44693.224,-11353.1407,0.0
Retained earnings (deficit),-23881287.6812,-21124996.9697,-13993639.4188,-9620278.7897,-3720900.9373,2027132.1302,1907516.8503,1846340.834,2406192.4505,5867001.327,2888517.6402
Total shareholders equity,13857326.2319,11516641.2121,4878844.2912,6228556.2246,11965957.8216,15465522.0754,13209076.3124,12528209.284,12634962.2525,16145691.9788,4210842.3364
Investments,5668500.1449,902418.4848,897117.6989,701516.9351,679626.6968,0.0,668876.3772,0.0,197489.7896,0.0,0.0
Net Debt,-4039209.6971,,,,,,,,,,
Other Assets,84995952.1212,58472319.3425,,,,,,,,,
Other Liabilities,516721.1595,156416.2122,581003.8157,232375.4327,742499.3536,3002503.545,2120548.1206,2413030.9993,1686015.4702,3769082.719,2265389.8404
