date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,2030400000.0,1541300000.0,1108746000.0,1772262000.0,1132703000.0,1053849000.0,865887000.0,752561000.0,631034000.0,441860000.0,462485000.0,435848000.0,476876000.0,615578000.0,576058000.0,463258000.0,393254000.0,332058000.0,127565000.0,263158000.0,16026000.0,303900000.0,272900000.0,260600000.0,229200000.0,200700000.0,186600000.0
,depreciationAndAmortization,581400000.0,574900000.0,596281000.0,491761000.0,197711000.0,198562000.0,198945000.0,187794000.0,179202000.0,180904000.0,175311000.0,170904000.0,165511000.0,163479000.0,145917000.0,152240000.0,137284000.0,116564000.0,115648000.0,148098000.0,160030000.0,155800000.0,147900000.0,139200000.0,103600000.0,77900000.0,60500000.0
,deferredIncomeTax,-145300000.0,-131100000.0,-143378000.0,-606135000.0,-68241000.0,4976000.0,-19038000.0,27775000.0,-10422000.0,16913000.0,20070000.0,-8605000.0,32169000.0,27725000.0,-11352000.0,-16048000.0,17227000.0,39872000.0,19747000.0,15677000.0,-26886000.0,21200000.0,30600000.0,59200000.0,-14200000.0,-3300000.0,-18300000.0
,stockBasedCompensation,95900000.0,101700000.0,82588000.0,90292000.0,72109000.0,72342000.0,64735000.0,58004000.0,54348000.0,48176000.0,42276000.0,23271000.0,41114000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-112800000.0,63060000.0,-431920000.0,-319459000.0,281104000.0,630901000.0,-744046000.0,-642642000.0,1173870000.0,-50850000.0,-226569000.0,403882000.0,44274000.0,-447271000.0,35452000.0,78223000.0,-299183000.0,138477000.0,56905000.0,-70704000.0,28796000.0,-27800000.0,18700000.0,51400000.0,-254800000.0,28400000.0,-16400000.0
,accountsReceivables,10300000.0,-73200000.0,18424000.0,-49850000.0,-113855000.0,-56873000.0,-80252000.0,-41473000.0,-33578000.0,-93697000.0,-111113000.0,108190000.0,68494000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,84400000.0,-75500000.0,-119510000.0,-89959000.0,-52577000.0,-40733000.0,-101112000.0,25031000.0,19929000.0,-19222000.0,-82060000.0,145867000.0,-2472000.0,5117000.0,-7546000.0,-33464000.0,-62702000.0,-153000.0,-229000.0,72132000.0,6188000.0,-24400000.0,39100000.0,-30900000.0,-85900000.0,3900000.0,-28700000.0
,accountsPayables,227200000.0,36200000.0,113786000.0,166687000.0,-118893000.0,160111000.0,78603000.0,34685000.0,-51124000.0,64053000.0,155116000.0,-82607000.0,16349000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-3000000.0,109800000.0,46740000.0,478660000.0,798119000.0,517015000.0,-113886000.0,630160000.0,1272802000.0,98932000.0,149782000.0,376351000.0,-27531000.0,-71805000.0,375466000.0,340014000.0,261791000.0,560974000.0,422497000.0,365592000.0,436296000.0,407500000.0,435300000.0,416600000.0,365200000.0,620000000.0,591600000.0
,otherNonCashItems,426500000.0,472300000.0,-174025000.0,-46899000.0,109224000.0,-60498000.0,-47036000.0,-19877000.0,-55815000.0,-13105000.0,-13682000.0,14507000.0,12834000.0,88468000.0,103590000.0,7050000.0,-10277000.0,-15510000.0,8751000.0,28315000.0,-3310000.0,-29500000.0,33100000.0,4400000.0,-5700000.0,-16100000.0,38100000.0
,netCashProvidedByOperatingActivites,3408600000.0,2321300000.0,1943700000.0,1883968000.0,1308572000.0,1447463000.0,1081528000.0,1083766000.0,887886000.0,735812000.0,706590000.0,859186000.0,876233000.0,874545000.0,815841000.0,716702000.0,544681000.0,558929000.0,558917000.0,561646000.0,461108000.0,485100000.0,478500000.0,439500000.0,332600000.0,282700000.0,250500000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-125162000.0,0.0,0.0,-165870000.0,-209939000.0,-143072000.0,-106822000.0,-116507000.0,-126530000.0,-82572000.0,-132778000.0,-149600000.0,-146100000.0,-164000000.0,-122700000.0,-108400000.0,-87900000.0
,acquisitionsNet,0.0,-77000000.0,0.0,-8810000000.0,0.0,0.0,0.0,-80000000.0,-99000000.0,-44000000.0,-298000000.0,-15000000.0,-69000000.0,-282000000.0,-51000000.0,-23000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-79300000.0,-63300000.0,-39037000.0,-61526000.0,-103182000.0,-65593000.0,-111021000.0,-94739000.0,-95778000.0,-92374000.0,-74961000.0,-29230000.0,-62067000.0,-52514000.0,-71181000.0,-37134000.0,-12739000.0,-27875000.0,-16144000.0,-16614000.0,-51163000.0,-23400000.0,-19300000.0,0.0,0.0,-20000000.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57800000.0,0.0,39700000.0
,otherInvestingActivites,60700000.0,6900000.0,38354000.0,47246000.0,38434000.0,11300000.0,1516000.0,3045000.0,9677000.0,12842000.0,0.0,0.0,11130000.0,-840000.0,3565000.0,-9718000.0,-8447000.0,8856000.0,-15016000.0,23456000.0,-8989000.0,9100000.0,-3300000.0,-896500000.0,-654800000.0,-97400000.0,6400000.0
,netCashUsedForInvestingActivites,-322400000.0,-462600000.0,-251640000.0,-9047362000.0,-303774000.0,-288633000.0,-310050000.0,-338314000.0,-342455000.0,-277769000.0,-489949000.0,-130399000.0,-236828000.0,-456616000.0,-319752000.0,-199747000.0,-681881000.0,-136053000.0,-172561000.0,-90892000.0,-253038000.0,-163900000.0,-168700000.0,-1060500000.0,-719700000.0,-225800000.0,-41800000.0
